,season,team,name,age,gp,gs,wins,losses,ties,goals_against,shots,saves,save_pct,goals_avg,shutouts,gps,minutes,quality_starts,quality_start_pct,really_bad_starts,ga_pct_minus,gs_above_avg,goals_scored,assists,points,plm,mpg,mean_mtrc,year_mean,final_mean_mtrc,ajc_metric_g
34,1927,MTL,George Hainsworth*,31,0.6432905208415415,,0.43582776882339397,-0.21059727924011903,-0.1094914156138646,0.9908987485779296,,,,-0.022959721982844655,0.17576821773485513,0.3387968592336089,1.2876360611868514,,,,,,,,,-0.0,0.6744566311595082,0.3767798621897466,0.40072004194294086,94.03,73.8
35,1927,MTM,Clint Benedict*,34,0.6286702817315064,,0.3113055491595672,-0.2858105932544473,-0.2189828312277292,0.9613196814562004,,,,-0.022178779058258095,0.16321334503950835,0.35221455662899936,1.2913969551224098,,,,,,,,,-0.0,0.6921604405621528,0.3562003057000342,0.40072004194294086,88.89,78.2
36,1927,MTM,Flat Walsh,29,0.014620239110035033,,0.0,-0.015042662802865649,-0.0,0.044368600682593864,,,,-0.04685657547519318,0.0,0.0,0.02820670451668896,,,,,,,,,-0.0,0.6500786806356704,0.06753749866669294,0.40072004194294086,16.85,27.400000000000002
37,1927,NYA,Jake Forbes,29,0.6432905208415415,,0.26460971678563205,-0.3760665700716413,-0.1094914156138646,1.3458475540386805,,,,-0.031393905568379434,0.10043898156277438,0.21803758267509482,1.2763533793801758,,,,,,,,,-0.0,0.6685517498104007,0.3735567877054783,0.40072004194294086,93.22,66.7
38,1927,NYR,Lorne Chabot,26,0.5409488470712962,,0.3424361040755239,-0.13538396522579083,-0.27372853903466154,0.8725824800910126,,,,-0.023584476322513898,0.12554872695346797,0.2851260696520471,1.1033522583444837,,,,,,,,,-0.0,0.6872631811680306,0.3182124582697372,0.40072004194294086,79.41,72.5
39,1927,NYR,Hal Winkler,34,0.45322741241108594,,0.23347916186967538,-0.19555461643725341,-0.16423712342079688,0.7838452787258249,,,,-0.025927305096273556,0.07532923617208079,0.207974309628552,0.9016743210501572,,,,,,,,,-0.0,0.6703503008268261,0.27066818138602033,0.40072004194294086,67.55,58.099999999999994
40,1927,OTS,Alec Connell*,24,0.6432905208415415,,0.46695832373935076,-0.1504266280286565,-0.2189828312277292,1.0204778156996588,,,,-0.023272099152679276,0.16321334503950835,0.3421512835824565,1.3102014248002023,,,,,,,,,-0.7522447622214833,0.6862772285024,0.3020685297835219,0.40072004194294086,75.38,91.10000000000001
41,1927,PTP,Roy Worters*,26,0.6432905208415415,,0.23347916186967538,-0.39110923287450683,-0.16423712342079688,1.5972696245733788,,,,-0.037329071795237236,0.05021949078138719,0.13753139830275216,1.275413155896286,,,,,,,,,-0.0,0.6680533561552465,0.37791021184600515,0.40072004194294086,94.31,64.60000000000001
42,1927,TOR,John Ross Roach,26,0.6432905208415415,,0.23347916186967538,-0.3610239072687756,-0.27372853903466154,1.390216154721274,,,,-0.031862471323131365,0.05021949078138719,0.21803758267509482,1.2993888547354715,,,,,,,,,-0.0,0.6806107093361924,0.36151483954643926,0.40072004194294086,90.22,71.2
43,1928,BOS,Hal Winkler,35,0.7405789758730937,,0.39649256576439196,-0.24906703985072634,-0.33803482783074623,1.2559808612440189,,,,-0.0254329465709578,0.18847091075236067,0.37646327993261713,1.524122807017544,,,,,,0.0,0.0,0.0,-0.0,0.7325489659809862,0.4205630986548191,0.42572819953018104,98.79,
44,1928,CBH,Charlie Gardiner*,23,0.6732536144300851,,0.1189477697293176,-0.6130880980940956,-0.0614608777874084,2.0454545454545454,,,,-0.047665721056828196,0.037694182150472134,0.019405323707866868,1.3267543859649122,,,,,,0.0,0.0,0.0,-0.0,0.7014531423799448,0.40818004971494953,0.42572819953018104,95.88,
45,1928,CBH,Hugh Lehman*,42,0.06732536144300853,,0.0198246282882196,-0.038318006130880974,-0.0307304388937042,0.3588516746411483,,,,-0.08084645267589234,0.012564727383490711,-0.04657277689888047,0.13706140350877194,,,,,,0.0,0.0,0.0,-0.0,0.7246416760123396,0.11039771683894013,0.42572819953018104,25.93,
46,1928,DTC,Hap Holmes*,39,0.7405789758730937,,0.3766679374761725,-0.36402105824336933,-0.1843826333622252,1.4174641148325358,,,,-0.029138408985269534,0.1382120012183978,0.31436624406744323,1.5021929824561404,,,,,,0.0,0.0,0.0,-0.0,0.7220097774450628,0.42572819953018104,0.42572819953018104,100.0,
47,1928,MTL,George Hainsworth*,32,0.7405789758730937,,0.5154403354937097,-0.21074903371984538,-0.2151130722559294,0.8612440191387559,,,,-0.01768516152285145,0.16334145598537922,0.48901415743824495,1.4967105263157894,,,,,,0.0,0.0,0.0,-0.0,0.7193662846109699,0.4026708151863606,0.42572819953018104,94.58,
48,1928,MTM,Clint Benedict*,35,0.7405789758730937,,0.4757910789172704,-0.26822604291616686,-0.1843826333622252,1.3636363636363635,,,,-0.0286331186560452,0.07538836430094427,0.31436624406744323,1.4747807017543861,,,,,,0.0,0.0,0.0,-0.0,0.7088270960750466,0.41963359507728404,0.42572819953018104,98.57,
49,1928,MTM,Flat Walsh,30,0.016831340360752133,,0.0,-0.0,-0.0,0.017942583732057416,,,,-0.025264516461216358,0.0,0.003881064741573374,0.02192982456140351,,,,,,0.0,0.0,0.0,-0.0,0.4637706726478974,0.04990909695824674,0.42572819953018104,11.72,
50,1928,NYA,Jake Forbes,30,0.26930144577203413,,0.0594738848646588,-0.21074903371984538,-0.0614608777874084,0.9150717703349284,,,,-0.05255019423933002,0.025129454766981422,-0.019405323707866868,0.5372807017543859,,,,,,0.0,0.0,0.0,-0.0,0.7101488424920926,0.2112766785665972,0.42572819953018104,49.63,
51,1928,NYA,Normie Himes,24,0.016831340360752133,,0.0,-0.0,-0.0,0.0,,,,-0.0,0.0,0.003881064741573374,0.010416666666666666,,,,,,15.0,15.0,15.0,-0.8679747256401731,0.22029106950775126,-0.06165545843634297,0.42572819953018104,-14.48,
52,1928,NYA,Joe Miller,27,0.4712775301010597,,0.1585970263057568,-0.3065440490470478,-0.1229217555748168,1.381578947368421,,,,-0.045139269410706555,0.06282363691745355,0.03492958267416036,0.943530701754386,,,,,,0.0,0.0,0.0,-0.0,0.7126300155907591,0.3132165340373669,0.42572819953018104,73.57,
53,1928,NYR,Lorne Chabot,27,0.7405789758730937,,0.3766679374761725,-0.3065440490470478,-0.27657395004333785,1.4174641148325358,,,,-0.029306839095010976,0.1382120012183978,0.31048517932586983,1.4967105263157894,,,,,,0.0,0.0,0.0,-0.0,0.7193662846109699,0.4210392243991259,0.42572819953018104,98.9,
54,1928,OTS,Alec Connell*,25,0.7405789758730937,,0.39649256576439196,-0.26822604291616686,-0.307304388937042,1.0227272727272727,,,,-0.020885333607938854,0.18847091075236067,0.4463224452809379,1.5131578947368418,,,,,,0.0,0.0,0.0,-0.0,0.7272735745796164,0.40421153084889755,0.42572819953018104,94.95,
55,1928,PTP,Roy Worters*,27,0.7405789758730937,,0.3766679374761725,-0.32570305211248823,-0.2458435111496336,1.3636363636363635,,,,-0.02795939821707943,0.1382120012183978,0.32989050303373674,1.5021929824561404,,,,,,0.0,0.0,0.0,-0.0,0.7220097774450628,0.41970146421835935,0.42572819953018104,98.58,
56,1928,TOR,Joe Ironstone,29,0.016831340360752133,,0.0,-0.0,-0.0307304388937042,0.0,,,,-0.0,0.012564727383490711,0.019405323707866868,0.038377192982456135,,,,,,0.0,0.0,0.0,-0.0,0.8115986771338204,0.08680468226746821,0.42572819953018104,20.39,
57,1928,TOR,John Ross Roach,27,0.7237476355123417,,0.35684330918795293,-0.34486205517792884,-0.2151130722559294,1.5789473684210529,,,,-0.03301230150932271,0.050258909533962844,0.24450707871912247,1.4747807017543861,,,,,,0.0,0.0,0.0,-0.0,0.7253141434876791,0.4204568408485364,0.42572819953018104,98.76,
58,1929,BOS,Tiny Thompson*,25,0.7355863086200166,,0.5452345745395887,-0.2634639785704215,-0.12096023819862292,1.2149532710280375,,,,-0.02380739666412313,0.12416907061331997,0.36044660756800667,1.4717595944967417,,,,,,0.0,,0.0,-0.0,0.7349932484692994,0.42336764873622534,0.43807389158161253,96.64,65.10000000000001
59,1929,CBH,Charlie Gardiner*,24,0.7355863086200166,,0.14679392391450466,-0.5877273368109401,-0.1935363811177967,1.985981308411215,,,,-0.03829885550315461,0.05173711275554998,0.12402463916318511,1.497827661115134,,,,,,0.0,,0.0,-0.029422872055599084,0.7480126447135557,0.42941842292911653,0.43807389158161253,98.02,74.8
60,1929,DTC,Dolly Dolson,31,0.7355863086200166,,0.3984406506250841,-0.3242633582405187,-0.2177284287575213,1.4719626168224298,,,,-0.028361855156390173,0.10347422551109996,0.29068274803871513,1.493482983345402,,,,,,0.0,,0.0,-0.0,0.7458407564308294,0.4270675996614063,0.43807389158161253,97.49,67.30000000000001
61,1929,MTL,George Hainsworth*,33,0.7355863086200166,,0.46135233230272893,-0.14186521923022694,-0.36288071459586874,1.0046728971962615,,,,-0.01904591733129851,0.2276432961244199,0.457340856914245,1.5206372194062274,,,,,,0.0,,0.0,-0.0,0.7593971580197161,0.4181485885123492,0.43807389158161253,95.45,81.0
62,1929,MTM,Clint Benedict*,36,0.6185612140668322,,0.29358784782900926,-0.3242633582405187,-0.1693443334780721,1.3317757009345794,,,,-0.030846105243081276,0.11382164806220997,0.20929157858787487,1.2490948587979724,,,,,,0.0,,0.0,-0.0,0.7418072496200514,0.37398984531078483,0.43807389158161253,85.37,60.699999999999996
63,1929,NYA,Jake Forbes,31,0.016717870650454922,,0.020970560559214955,-0.0,-0.0,0.07009345794392524,,,,-0.062106252167277734,0.0,-0.007751539947699071,0.03258508327299059,,,,,,0.0,,0.0,-0.0,0.7160071261735961,0.076554574592599,0.43807389158161253,17.48,32.300000000000004
64,1929,NYA,Normie Himes,25,0.016717870650454922,,0.0,-0.02026645989003242,-0.0,0.07009345794392524,,,,-0.062106252167277734,0.0,-0.007751539947699071,0.03258508327299059,,,,,,15.0,,15.0,-0.36778590069498857,0.7160071261735961,0.037749338534096906,0.43807389158161253,8.62,188.6
65,1929,NYA,Flat Walsh,31,0.18389657715500415,,0.06291168167764485,-0.08106583956012968,-0.09676819055889835,0.21028037383177567,,,,-0.015733583882377028,0.041389690204439986,0.13177617911088416,0.3855901520637219,,,,,,0.0,,0.0,-0.0,0.7702446659812461,0.15296100243456667,0.43807389158161253,34.92,33.2
66,1929,NYA,Roy Worters*,28,0.6352790847172871,,0.3355289689474393,-0.24319751868038908,-0.24192047639724584,1.074766355140187,,,,-0.02380739666412313,0.13451649316442996,0.3178131378556618,1.2979724837074584,,,,,,0.0,,0.0,-0.0,0.750554470011472,0.3701976632854738,0.43807389158161253,84.51,65.8
67,1929,NYR,John Ross Roach,28,0.7355863086200166,,0.44038177174351384,-0.2634639785704215,-0.24192047639724584,1.5186915887850467,,,,-0.02918993851862054,0.13451649316442996,0.2790554381171665,1.4989138305575669,,,,,,0.0,,0.0,-0.0,0.7485496500581861,0.43807389158161253,0.43807389158161253,100.0,69.8
68,1929,OTS,Alec Connell*,26,0.7355863086200166,,0.29358784782900926,-0.34452981813055117,-0.3144966193164196,1.5654205607476637,,,,-0.029603980199735726,0.07243195785776997,0.2790554381171665,1.5314989138305577,,,,,,0.0,,0.0,-0.0,0.7648268787265325,0.42601896402530015,0.43807389158161253,97.25,69.6
69,1929,PTP,Joe Miller,28,0.7355863086200166,,0.18873504503293456,-0.5471944170308755,-0.1935363811177967,1.8691588785046733,,,,-0.0358146054164635,0.11382164806220997,0.1705338788493795,1.5097755249818972,,,,,,0.0,,0.0,-0.0,0.7539793707650025,0.43763102062180426,0.43807389158161253,99.9,66.4
70,1929,TOR,Lorne Chabot,28,0.7188684379695617,,0.419411211184299,-0.3242633582405187,-0.12096023819862292,1.4953271028037385,,,,-0.031467167764754056,0.10347422551109996,0.2209188885094234,1.3761766835626361,,,,,,0.0,,0.0,-0.029422872055599084,0.7032383324235003,0.4111890034520466,0.43807389158161253,93.86,73.6
71,1929,TOR,Benny Grant,20,0.08358935325227462,,0.020970560559214955,-0.04053291978006484,-0.0,0.11682242990654207,,,,-0.03333035532977239,0.010347422551109996,0.015503079895398139,0.10101375814627082,,,,,,0.0,,0.0,-0.0,0.4439244182276296,0.06973371868693881,0.43807389158161253,15.92,21.4
72,1929,TOR,Red Horner*,19,0.016717870650454922,,0.0,-0.0,-0.0,0.0,,,,-0.0,0.0,0.0,0.0010861694424330196,,,,,,0.0,,0.0,-0.4413430808339864,0.02386690420578654,-0.03996721365353119,0.43807389158161253,-9.12,188.2
73,1930,BOS,Tiny Thompson*,26,0.8355421058123763,,0.8180202118592477,-0.10402034648618734,-0.04443550819342516,1.2805534204458109,,,,-0.021980431813239807,0.16102181400688864,0.439253930369614,1.661560904449307,,,,,,,,,,0.6695004386376788,0.5418884808032026,0.5418884808032026,100.0,
74,1930,CBH,Charlie Gardiner*,25,0.8355421058123763,,0.45206380129063695,-0.3744732473502745,-0.2221775409671258,1.4504227517294388,,,,-0.024288878989972756,0.16102181400688864,0.4041136159400449,1.7049598832968635,,,,,,,,,,0.6869884157489851,0.5135676576919139,0.5418884808032026,94.77,
75,1930,DTC,Bill Beveridge,20,0.740594139242788,,0.30137586752709133,-0.4160813859447494,-0.2221775409671258,1.4242890084550346,,,,-0.027199529778027344,0.10734787600459242,0.30747775125872984,1.4941648431801604,,,,,,,,,,0.6792391864193366,0.4541838164300822,0.5418884808032026,83.81,
76,1930,DTC,Dolly Dolson,32,0.09494796656958823,,0.0,-0.08321627718894989,-0.04443550819342516,0.3136049192928517,,,,-0.0451652708491229,0.0,0.0,0.1983953318745441,,,,,,,,,,0.7034761377269607,0.12640081102582745,0.5418884808032026,23.33,
77,1930,MTL,George Hainsworth*,34,0.7975629191845409,,0.4305369536101304,-0.27045290086408713,-0.39991957374082654,1.4112221368178324,,,,-0.024288878989972756,0.21469575200918484,0.39532853733265266,1.661560904449307,,,,,,,,,,0.7013876929430838,0.4985662876824128,0.5418884808032026,92.01,
78,1930,MTL,Mickey Murray,31,0.01898959331391764,,0.0,-0.020804069297237472,-0.0,0.052267486548808605,,,,-0.04014690742144257,0.0,0.0,0.037199124726477024,,,,,,,,,,0.6595088791190256,0.07855712299883877,0.5418884808032026,14.5,
79,1930,MTL,Roy Worters*,29,0.7026149526149529,,0.2583221721660782,-0.4368854552419869,-0.17774203277370065,1.7901614142966948,,,,-0.035429645799423065,0.10734787600459242,0.16252395423675722,1.4445660102115243,,,,,,,,,,0.6921875440793734,0.4721494019587538,0.5418884808032026,87.13,
80,1930,MTM,Clint Benedict*,37,0.265854306394847,,0.10763423840253258,-0.10402034648618734,-0.04443550819342516,0.4573405073020753,,,,-0.029608344223313897,0.0,0.07906570746653054,0.4408096280087527,,,,,,,,,,0.5582302989156473,0.18035958324276963,0.5418884808032026,33.28,
81,1930,MTM,Abbie Cox,25,0.01898959331391764,,0.02152684768050652,-0.0,-0.0,0.026133743274404302,,,,-0.020073453710721285,0.0,0.008785078607392282,0.037199124726477024,,,,,,,,,,0.6595088791190256,0.08117144059227727,0.5418884808032026,14.98,
82,1930,MTM,Flat Walsh,32,0.6076669860453645,,0.36595641056861083,-0.22884476226961223,-0.17774203277370065,1.0061491160645657,,,,-0.02388740991575833,0.10734787600459242,0.2899075940439452,1.2021517140773157,,,,,,,,,,0.6660380170223039,0.3831985664776684,0.5418884808032026,70.72,
83,1930,NYA,Jake Forbes,32,0.01898959331391764,,0.0,-0.0,-0.04443550819342516,0.013066871637202151,,,,-0.00863158509561015,0.0,0.01757015721478456,0.04339897884755653,,,,,,,,,,0.7694270256388633,0.08993172592925432,0.5418884808032026,16.6,
84,1930,NYR,John Ross Roach,29,0.8355421058123763,,0.36595641056861083,-0.35366917805303705,-0.4443550819342516,1.868562644119908,,,,-0.031113853251617984,0.05367393800229621,0.2767299761328569,1.7173595915390223,,,,,,,,,,0.6919896914156376,0.5127466481981322,0.5418884808032026,94.62,
85,1930,OTS,Alec Connell*,27,0.8355421058123763,,0.45206380129063695,-0.312061039458562,-0.3554840655474013,1.541890853189854,,,,-0.025593653481169636,0.16102181400688864,0.38654345872526036,1.7235594456601018,,,,,,,,,,0.6944848333416379,0.5166559724721096,0.5418884808032026,95.34,
86,1930,PTP,Joe Miller,29,0.8165525124984586,,0.10763423840253258,-0.7281424254033115,-0.13330652458027548,2.338970023059185,,,,-0.04094984556987143,0.0,0.07906570746653054,1.6305616338439095,,,,,,,,,,0.6722923595592829,0.5150048267637675,0.5418884808032026,95.04,
87,1930,PTP,Red Spooner,19,0.01898959331391764,,0.0,-0.020804069297237472,-0.0,0.07840122982321293,,,,-0.06022036113216384,0.0,-0.004392539303696141,0.037199124726477024,,,,,,,,,,0.6595088791190256,0.07874242858328175,0.5418884808032026,14.53,
88,1930,TOR,Lorne Chabot,29,0.7975629191845409,,0.34442956288810433,-0.4160813859447494,-0.26661304916055095,1.4373558800922368,,,,-0.025493286212616033,0.3220436280137773,0.36018822290308355,1.6119620714806708,,,,,,,,,,0.6804482860310547,0.500152587376383,0.5418884808032026,92.3,
89,1930,TOR,Benny Grant,21,0.18989593313917646,,0.08610739072202608,-0.10402034648618734,-0.0,0.509607993850884,,,,-0.04125094737553225,0.0,0.01757015721478456,0.3533916849015317,,,,,,,,,,0.6265334351630744,0.17241421226752573,0.5418884808032026,31.82,
