,season,team,name,age,gp,gs,wins,losses,ties,goals_against,shots,saves,save_pct,goals_avg,shutouts,gps,minutes,quality_starts,quality_start_pct,really_bad_starts,ga_pct_minus,gs_above_avg,goals_scored,assists,points,plm,mpg,mean_mtrc,year_mean,final_mean_mtrc,ajc_metric_g
928,1976,LAK,Gary Edwards,28,0.49921145598945216,,0.2538337554685702,-0.26575370951729316,-0.14096465653930745,1.1267285861713106,0.9949093223035316,0.9785989733636388,1.7269598278309881,-0.028552690116798642,0.0,0.18212379385950678,1.0677081521171845,,,,-0.6359196710541483,-0.013846482833492508,,0.0,0.0,-0.029347789766461997,0.7392608224521813,0.32520058758408626,0.5922346484050667,54.91,42.6
929,1976,LAK,Rogie Vachon*,30,0.8779235950159332,,0.5499731368485687,-0.4088518607958355,-0.17620582067413432,1.7502579979360164,1.7754192991227673,1.7785325739969864,1.7585385218256115,-0.02526431850222352,0.3346727898966705,0.3938956471845147,1.8760191596209828,,,,-0.5571331631359351,0.002642897138342968,,0.0,0.0,-0.0,0.7385943435899274,0.5050069068538362,0.5922346484050667,85.27,57.599999999999994
930,1976,MNS,Paul Harrison,20,0.1032851288254039,,0.0,-0.0817703721591671,-0.03524116413482686,0.3062951496388029,0.2059679105495205,0.19355415379114846,1.6499867612190926,-0.0439518937752968,0.0,-0.004235437066500158,0.18870834928035446,,,,-0.0,0.0,,0.0,0.0,-0.029347789766461997,0.6315134063878116,0.20655708757301636,0.5922346484050667,34.88,27.900000000000002
931,1976,MNS,Pete LoPresti,21,0.5852823966772889,,0.14806969068999926,-0.44973704687541916,-0.03524116413482686,1.3455108359133128,1.1587200581791737,1.1356079372781367,1.7210388227069962,-0.033204532888636624,0.0669345579793341,0.12706311199500472,1.0965983554272063,,,,-0.6528024941794796,-0.019626383966477347,,0.0,0.0,-0.0,0.6476076366911264,0.33841723810349456,0.5922346484050667,57.14,40.400000000000006
932,1976,MNS,Cesare Maniago,37,0.809066842465664,,0.27498656842428437,-0.551950012074378,-0.17620582067413432,1.6518059855521157,1.8320303622562613,1.8543300048522613,1.7782752055722513,-0.026948606402371757,0.1338691159586682,0.3176577799875119,1.6590352922074156,,,,-0.5064846937599411,0.01893693253908353,,0.0,0.0,-0.16141284371554096,0.708763243403492,0.4349544939276797,0.5922346484050667,73.44,57.699999999999996
933,1976,MTL,Ken Dryden*,28,1.0672796645291736,,0.8884181441399954,-0.20442593039791776,-0.2819293130786149,1.3236326109391126,1.9874096631971276,2.0695405674592027,1.8295905833135158,-0.016281449701432936,0.5354764638346728,0.698847115972526,2.1962701367384567,,,,-0.3770497164657339,0.06972652102376145,,4.818181818181818,4.818181818181818,-0.0,0.7112687102375203,0.5809542613034645,0.5922346484050667,98.1,74.4
934,1976,MTL,Michel Larocque,23,0.37871213902648093,,0.33844500729142685,-0.020442593039791776,-0.10572349240448062,0.5469556243550051,0.6468115085677923,0.6591669433306944,1.790117215820236,-0.01973022968745075,0.1338691159586682,0.20753641625850777,0.7493012305301371,,,,-0.47834665521772207,0.010491152553509263,,4.818181818181818,4.818181818181818,-0.058695579532923994,0.683869023678196,0.2936856437152594,0.5922346484050667,49.59,42.4
935,1976,NYI,Glenn Resch,27,0.7574242780529621,,0.48651469798142616,-0.22486852343770958,-0.2819293130786149,0.9626418988648092,1.4634562065360666,1.5254232959624077,1.8315642516881794,-0.016682470630039657,0.4685419058553386,0.4913106997140183,1.5613003490947892,,,,-0.37142210875729015,0.0526051439101483,,2.409090909090909,2.409090909090909,-0.0,0.7124782459504994,0.45715110440208384,0.5922346484050667,77.19,63.6
936,1976,NYI,Billy Smith*,25,0.6713533373651255,,0.4019034461585694,-0.20442593039791776,-0.31717047721344177,1.0720330237358102,1.285191582200809,1.3115662589064534,1.7920908841948997,-0.021013496658992263,0.2008036739380023,0.36001215065251335,1.381812277466569,,,,-0.4670914398008345,0.02239568053317584,,2.409090909090909,2.409090909090909,-0.14673894883230998,0.7114168166513546,0.38888288858722725,0.5922346484050667,65.66,58.3
937,1976,NYR,John Davidson,22,0.9639945357037698,,0.46536188502571196,-0.5723926051141698,-0.17620582067413432,2.3190918472652218,2.116290168628699,2.091196976274996,1.7348545013296435,-0.03184106173137377,0.2008036739380023,0.25836166105650965,1.9669925657887104,,,,-0.6190368479288169,-0.021304049106468968,,4.818181818181818,4.818181818181818,-0.11739115906584799,0.7052704004772358,0.5085536647644832,0.5922346484050667,85.87,56.00000000000001
938,1976,NYR,Ed Giacomin*,36,0.5680682085397215,,0.2538337554685702,-0.3475240816764602,-0.14096465653930745,1.3017543859649123,1.2129221399027317,1.2019306892765025,1.7407755064536359,-0.028953711045405367,0.1338691159586682,0.20330097919200757,1.2146179093745288,,,,-0.6021540248034856,-0.009330575984063,,0.0,0.0,-0.0,0.7390386628314299,0.36711520909739864,0.5922346484050667,61.99,45.800000000000004
939,1976,NYR,Doug Soetaert,20,0.13771350510053854,,0.042305625911428356,-0.04088518607958355,-0.0,0.2625386996904025,0.20114994772964867,0.19355415379114846,1.6894601287123725,-0.04242801424659125,0.0,0.0,0.1671943680920404,,,,-0.0,0.0,,2.409090909090909,2.409090909090909,-0.0,0.4196348391968573,0.19947910311277203,0.5922346484050667,33.68,24.0
940,1976,NYR,Dunc Wilson,27,0.3442837627513463,,0.10576406477857091,-0.183983337358126,-0.10572349240448062,0.8313725490196079,0.6636743784373438,0.6429246367188497,1.701302138960356,-0.03400657474585008,0.0,0.07200243013050268,0.6614012502464539,,,,-0.7034509635554737,-0.01761548396991204,,0.0,0.0,-0.16141284371554096,0.6640104220232624,0.23601383518324198,0.5922346484050667,39.85,41.6
941,1976,PHI,Gary Inness,26,0.4303547034391829,,0.2115281295571418,-0.183983337358126,-0.07048232826965373,0.9298245614035088,0.9033680287259671,0.9000944914063896,1.750643848326956,-0.030798407316996287,0.0,0.11859223786200442,0.815687229625506,,,,-0.5796435939697103,-0.0027807874238217315,,0.0,0.0,-0.029347789766461997,0.6551240371932113,0.29255310567273846,0.5922346484050667,49.4,39.4
942,1976,PHI,Jerome Mrazek,24,0.017214188137567317,,0.0,-0.0,-0.0,0.010939112487100102,0.002408981409935912,0.001353525550987052,0.9868341873319931,-0.07659499736388402,0.0,0.0,0.003688111060853833,,,,-0.0,0.0,,0.0,0.0,-0.0,0.07405320691709247,0.07816413912082483,0.5922346484050667,13.2,21.9
943,1976,PHI,Bernie Parent*,30,0.18935606951324047,,0.1269168777342851,-0.04088518607958355,-0.07048232826965373,0.2625386996904025,0.31196309258670063,0.31807850448195724,1.790117215820236,-0.01884798364451596,0.0,0.11012136372900411,0.3774166985607089,,,,-0.0,0.0,,0.0,0.0,-0.029347789766461997,0.6889169839497113,0.2506849033463914,0.5922346484050667,42.33,27.6
944,1976,PHI,Wayne Stephenson,31,1.1361364170794426,,0.8461125182285671,-0.20442593039791776,-0.4933762978875761,1.7940144478844169,2.136766510613154,2.1791761370891543,1.7920908841948997,-0.020692679916106883,0.0669345579793341,0.6226092487755231,2.3425652088189928,,,,-0.47271904750927835,0.03600085536708052,,0.0,0.0,-0.16141284371554096,0.7126633789677922,0.550029861510851,0.5922346484050667,92.87,72.1
945,1976,PIT,Gord Laxton,20,0.13771350510053854,,0.06345843886714254,-0.0817703721591671,-0.0,0.3391124871001032,0.2433071224035271,0.2314528692187859,1.6716971133403966,-0.03617208776032637,0.0,0.02117718533250079,0.2538649780221055,,,,-0.0,0.0,,0.0,0.0,-0.0,0.6371661345158164,0.22636838026861292,0.5922346484050667,38.22,25.900000000000002
946,1976,PIT,Michel Plasse,27,0.9467803475662022,,0.5076675109371404,-0.3884092677560438,-0.35241164134826863,1.9471620227038184,1.947661469933185,1.947723267870368,1.7565648534509484,-0.0277506482595852,0.1338691159586682,0.3430704023865128,1.8993771963397241,,,,-0.5627607708443789,5.745428561615149e-05,,4.818181818181818,4.818181818181818,-0.11739115906584799,0.693409545169348,0.4824282654297472,0.5922346484050667,81.46,60.099999999999994
947,1976,PIT,Bobby Taylor,31,0.1032851288254039,,0.06345843886714254,-0.04088518607958355,-0.0,0.2406604747162023,0.2083768919594564,0.20438235819904485,1.72301249108166,-0.03336494126007931,0.0,0.02117718533250079,0.19546988622525316,,,,-0.0,0.0,,0.0,0.0,-0.029347789766461997,0.6541366611009835,0.21801107001352912,0.5922346484050667,36.81,26.1
948,1976,STL,Yves Belanger,23,0.5336398322645868,,0.23268094251285598,-0.3475240816764602,-0.03524116413482686,1.2361197110423117,1.1695604745238852,1.1613249227468907,1.744722843202964,-0.030958815688438977,0.0,0.1524757343940057,1.0806165408301731,,,,-0.5965264170950418,-0.00698644113092402,,4.818181818181818,4.818181818181818,-0.058695579532923994,0.6999262273780523,0.3362744915271906,0.5922346484050667,56.78,41.9
949,1976,STL,Gilles Gratton,23,0.1032851288254039,,0.042305625911428356,-0.0,-0.07048232826965373,0.12033023735810115,0.1674242079905459,0.17325127052634265,1.8177485730655318,-0.019970842244614786,0.0,0.046589807731501745,0.1628915718543776,,,,-0.0,0.0,,0.0,0.0,-0.029347789766461997,0.5451179983178704,0.205858642836312,0.5922346484050667,34.76,23.9
950,1976,STL,Eddie Johnston,40,0.6541391492275581,,0.23268094251285598,-0.3475240816764602,-0.31717047721344177,1.422084623323013,1.235807463297123,1.2127588936843987,1.72301249108166,-0.029114119416848057,0.0669345579793341,0.21600729039150798,1.3203437597856722,,,,-0.6471748864710357,-0.019568929680861196,,0.0,0.0,-0.0,0.6976552623659282,0.36458651074584825,0.5922346484050667,61.56,47.8
951,1976,STL,Ed Staniowski,20,0.18935606951324047,,0.10576406477857091,-0.06132777911937534,-0.07048232826965373,0.3609907120743034,0.4059133675742012,0.4114717675000638,1.7802488739469156,-0.025665339430830245,0.0,0.07623786719700283,0.3804901244447537,,,,-0.5008570860514973,0.0047227422776476525,,0.0,0.0,-0.0,0.6945326854742574,0.2175574263120588,0.5922346484050667,36.74,34.2
952,1976,TOR,Doug Favell,30,0.05164256441270196,,0.0,-0.04088518607958355,-0.03524116413482686,0.16408668730650156,0.08431434934775693,0.07444390530428786,1.5513033424858933,-0.045154956561116955,0.0,-0.004235437066500158,0.09834962828943554,,,,-0.0,0.0,,0.0,0.0,-0.0,0.6582466140848822,0.18447016097979899,0.5922346484050667,31.15,26.5
953,1976,TOR,Gord McRae,27,0.3442837627513463,,0.1269168777342851,-0.1022129651989589,-0.07048232826965373,0.6454076367389061,0.5685196127448753,0.5590060525576525,1.7269598278309881,-0.029755752902618816,0.0,0.09317961546300348,0.5864096586757593,,,,-0.641547278762592,-0.008078072557630897,,0.0,0.0,-0.0,0.5887229949908852,0.24099131528918727,0.5922346484050667,40.69,35.6
954,1976,TOR,Wayne Thomas,28,1.1017080408043083,,0.592278762759997,-0.49062223295500274,-0.42289396961792247,2.1440660474716204,2.3716421980819056,2.3998008019000427,1.7763015371975879,-0.025665339430830245,0.1338691159586682,0.4658980773150173,2.2614267654802083,,,,-0.5064846937599411,0.02390098281631902,,0.0,0.0,-0.264130107898158,0.7094790910703571,0.5312964088040179,0.5922346484050667,89.71,71.7
955,1976,VAN,Ken Lockett,28,0.5164256441270194,,0.14806969068999926,-0.1635407443183342,-0.24668814894378804,0.9079463364293086,0.9262533521203582,0.9285185279771176,1.7605121902002758,-0.027911056631027886,0.0,0.15671117146050584,0.8808438583672571,,,,-0.5515055554274914,0.0019189731395794596,,0.0,0.0,-0.08804336929938598,0.5895499224681259,0.287401478582465,0.5922346484050667,48.53,44.5
956,1976,VAN,Curt Ridley,24,0.15492769323810585,,0.1269168777342851,-0.0,-0.07048232826965373,0.207843137254902,0.27341939002772603,0.28153331460530684,1.8078802311922109,-0.01828655434446655,0.0669345579793341,0.08894417839650332,0.30734258840448603,,,,-0.0,0.0,,0.0,0.0,-0.0,0.6856833272476649,0.248522063930699,0.5922346484050667,41.96,27.1
957,1976,VAN,Gary Smith,31,0.8779235950159332,,0.4230562591142836,-0.49062223295500274,-0.21144698480896124,1.8268317853457168,1.7055588382346258,1.6905534131828281,1.7407755064536359,-0.028151669188191918,0.1338691159586682,0.30918690585451153,1.756155550143233,,,,-0.6021540248034856,-0.0127433605496624,,2.409090909090909,2.409090909090909,-0.35217347719754394,0.6914101085825867,0.4337585244501106,0.5922346484050667,73.24,60.8
958,1976,WSH,Michel Belhumeur,26,0.12049931696297123,,0.0,-0.1022129651989589,-0.03524116413482686,0.3500515995872033,0.2758283714376619,0.2666445335444492,1.6973548022110283,-0.040984338903607045,0.0,0.004235437066500158,0.2311216264801735,,,,-0.0,0.0,,2.409090909090909,2.409090909090909,-0.0,0.6629489927241174,0.22213640821496933,0.5922346484050667,37.51,27.6
959,1976,WSH,Ron Low,25,0.7402100899153947,,0.1269168777342851,-0.6337203842335452,-0.07048232826965373,2.2753353973168213,1.7103768010544975,1.6404729677963068,1.6855127919630446,-0.0437914854038541,0.0,-0.01694174826600063,1.4045556290085013,,,,-0.7484718252230239,-0.05935027704148448,,0.0,0.0,-0.029347789766461997,0.6558645692623822,0.3968748184047785,0.5922346484050667,67.01,39.1
960,1976,WSH,Bernie Wolfe,24,0.6885675255026926,,0.10576406477857091,-0.4701796399152109,-0.24668814894378804,1.618988648090815,1.565837916458343,1.559261434737084,1.748670179952292,-0.033445145445800656,0.0,0.14824029732750552,1.3092794266031105,,,,-0.5796435939697103,-0.005584556561889924,,0.0,0.0,-0.0,0.6572222113891956,0.3719559387714778,0.5922346484050667,62.81,46.300000000000004
961,1977,ATF,Dan Bouchard,26,0.7182919596712702,,0.3590054020918739,-0.3469515543590361,-0.17776516421992314,1.5604744757466642,1.3886302036277711,1.3675284815065285,1.7142659646981577,-0.030292305676496767,0.05577879831611175,0.24213507969255446,1.4579884537803436,,,,-0.6557548860486577,-0.020800701471198012,,1.5588235294117647,1.5588235294117647,-0.12213095697060841,0.7168272445875353,0.39323587751897826,0.6041288370095631,65.09,50.2
962,1977,ATF,Phil Myre,28,0.7353941491872529,,0.3590054020918739,-0.3469515543590361,-0.24887122990789232,1.392077949586952,1.334607454768689,1.3275503303334546,1.7318582037885604,-0.02649497960878777,0.16733639494833527,0.31435080521489517,1.4868655955113492,,,,-0.6089152513308964,-0.006956211073320301,,3.117647058823529,3.117647058823529,-0.0814206379804056,0.7140233716485291,0.4017151235096566,0.6041288370095631,66.49,55.00000000000001
963,1977,BOS,Gerry Cheevers*,36,0.7695985282192181,,0.6335389448680129,-0.20408914962296243,-0.17776516421992314,1.5380216055920355,1.4144137883105148,1.3992352910575871,1.7220847376272255,-0.02632237387843736,0.16733639494833527,0.3525826599031934,1.6576708168138925,,,,-0.6381900230294972,-0.014958571077589165,,6.235294117647059,6.235294117647059,-0.6242248911831095,0.7606742349821289,0.4063399080826547,0.6041288370095631,67.26,62.4
964,1977,BOS,Gilles Gilbert,27,0.5814744435434092,,0.38012336692080767,-0.2653158945098511,-0.10665909853195388,1.0889642024994706,1.0325711770565478,1.0256463611298965,1.7299035105562939,-0.024682619440108477,0.05577879831611175,0.28886290208936316,1.2521620180380701,,,,-0.6147702056706165,-0.006820347575794514,,1.5588235294117647,1.5588235294117647,-0.13570106330067605,0.7604839268640966,0.35412927483675494,0.6041288370095631,58.62,48.699999999999996
965,1977,BOS,Jim Pettie,23,0.01710218951598262,,0.021117964828933765,-0.0,-0.0,0.03367930523194239,0.036833692403919656,0.03722103729906882,1.7592239090402988,-0.02589085955256134,0.0,0.008495967708510683,0.0368644362523475,,,,-0.0,0.0,,0.0,0.0,-0.0,0.7612324721283563,0.19928518617883667,0.6041288370095631,32.99,24.7
966,1977,BUF,Gerry Desjardins,32,0.8380072862831487,,0.6546569096969468,-0.24490697954755491,-0.2133181970639077,1.4145308197415802,1.544559501471031,1.5605264526868854,1.7592239090402988,-0.02278395640625398,0.16733639494833527,0.44603830469681083,1.7615056455913378,,,,-0.5386557992542544,0.015732993013486147,,0.0,0.0,-0.0271402126601352,0.7423285324038352,0.4690691339066714,0.6041288370095631,77.64,59.599999999999994
967,1977,BUF,Don Edwards,21,0.42755473789956555,,0.33788743726294024,-0.14286240473607367,-0.07110606568796925,0.696038974793476,0.7563184840271503,0.7637205430994122,1.757269215808031,-0.02174832202415153,0.1115575966322235,0.24213507969255446,0.9068651318077484,,,,-0.5386557992542544,0.00729586981713477,,1.5588235294117647,1.5588235294117647,-0.0271402126601352,0.7490527525743024,0.3150966580509579,0.6041288370095631,52.16,44.800000000000004
968,1977,BUF,Bob Sauve,21,0.06840875806393049,,0.021117964828933765,-0.04081782992459249,-0.0,0.12349078585045542,0.08717307202260986,0.08271341622015294,1.6517157812656136,-0.03124163719342402,0.0,0.016991935417021365,0.1118221232987874,,,,-0.0,0.0,,0.0,0.0,-0.0,0.5772679580306701,0.19058752883142013,0.6041288370095631,31.55,24.099999999999998
969,1977,BUF,Al Smith,31,0.11971532661187836,,0.0,-0.06122674488688873,-0.0,0.21330226646896844,0.14242361062848935,0.13372002288924725,1.6341235421752105,-0.037369140620863536,0.0,0.012743951562766021,0.16220351951032902,,,,-0.0,0.0,,0.0,0.0,-0.0,0.47848535756414706,0.19399831372196522,0.6041288370095631,32.11,24.9
970,1977,CBH,Michel Dumas,27,0.08551094757991312,,0.0,-0.020408914962296246,-0.07110606568796925,0.1908493963143402,0.17189056455162507,0.16956250325131353,1.7181753511626914,-0.0365061119691115,0.0,0.012743951562766021,0.14807215228026244,,,,-0.0,0.0,,1.5588235294117647,1.5588235294117647,-0.0,0.6115234192764462,0.20298877888900327,0.6041288370095631,33.6,27.900000000000002
971,1977,CBH,Tony Esposito*,33,1.1800510766028012,,0.5279491207233441,-0.7347209386426646,-0.284424262751877,2.6269858080915056,2.8889892742140986,2.921162149508401,1.7611786022725653,-0.029860791350620745,0.1115575966322235,0.42904636927978934,2.492035890658691,,,,-0.5328008449145343,0.03171054032251872,,3.117647058823529,3.117647058823529,-0.0814206379804056,0.7457921401520194,0.593471580644001,0.6041288370095631,98.24,70.19999999999999
972,1977,CBH,Mike Veisor,24,0.05130656854794788,,0.021117964828933765,-0.04081782992459249,-0.0,0.14594365600508366,0.14119582088169202,0.14061280757426,1.7338128970208277,-0.037369140620863536,0.0,0.008495967708510683,0.1105933087570425,,,,-0.0,0.0,,0.0,0.0,-0.0,0.7612324721283563,0.21024599227863944,0.6041288370095631,34.8,28.000000000000004
973,1977,CBH,Gilles Villemure,36,0.10261313709589576,,0.0,-0.08163565984918499,-0.03555303284398463,0.3143401821647956,0.2185465749299233,0.20678354055038234,1.6478063948010793,-0.04668985005978562,0.0,-0.004247983854255341,0.19046625397046207,,,,-0.0,0.0,,0.0,0.0,-0.0,0.6555099689575964,0.21096995464481683,0.6041288370095631,34.92,29.799999999999997
974,1977,CLE,Gilles Meloche,26,0.8722116653151137,,0.40124133174974147,-0.48981395909510983,-0.2133181970639077,1.9197203982207158,1.9006185280422545,1.89827290225251,1.7396769767176286,-0.029947094215795955,0.1115575966322235,0.31010282136063977,1.817416707240732,,,,-0.5913503883117358,-0.0023096794579383815,,4.676470588235294,4.676470588235294,-0.24426191394121677,0.7358580563907443,0.4565802299840071,0.6041288370095631,75.58,59.599999999999994
975,1977,CLR,Doug Favell,31,0.5130656854794786,,0.1689437186314701,-0.3061337244344436,-0.1422121313759385,1.1787756831179834,1.2265619570505246,1.2324299016802789,1.7494504428789635,-0.033744420283504946,0.0,0.12743951562766023,0.989195706104658,,,,-0.5620756166131351,0.005787784994598532,,0.0,0.0,-0.20355159495101405,0.6808843846952084,0.3074524396338857,0.6041288370095631,50.89,48.4
976,1977,CLR,Bill McKenzie,27,0.08551094757991312,,0.0,-0.04081782992459249,-0.03555303284398463,0.08981148061851303,0.12400676442652953,0.12820579514123706,1.800272466917905,-0.02079899050722428,0.0,0.03398387083404273,0.1222670469036192,,,,-0.0,0.0,,0.0,0.0,-0.0,0.5049508731784762,0.19535591021205137,0.6041288370095631,32.34,22.6
977,1977,CLR,Michel Plasse,28,0.9235182338630614,,0.25341557794720515,-0.591858533906591,-0.31997729559586163,2.1330226646896846,2.10443162601061,2.1009207719918845,1.737722283485362,-0.0329676944969281,0.0,0.25063104740106507,1.8321624817416704,,,,-0.5913503883117358,-0.003464519186907572,,1.5588235294117647,1.5588235294117647,-0.0,0.7006129929312016,0.4644654825087709,0.6041288370095631,76.88,56.2
978,1977,DET,Ed Giacomin*,37,0.5643722540274267,,0.1689437186314701,-0.3673604693213323,-0.10665909853195388,1.2012285532726117,1.0227488590821692,1.0008323362638505,1.7044924985368224,-0.03098272859789841,0.16733639494833527,0.1741673380244689,1.0997890148617004,,,,-0.6850296577472584,-0.02160229610660016,,1.5588235294117647,1.5588235294117647,-0.0542804253202704,0.6881795292197714,0.333357762097371,0.6041288370095631,55.18,46.0
979,1977,DET,Terry Richardson,23,0.08551094757991312,,0.021117964828933765,-0.06122674488688873,-0.0,0.2020758313916543,0.1682071953112331,0.16404827550330334,1.698628418840022,-0.03469375180043218,0.0,0.021239919271276702,0.16527555586469128,,,,-0.0,0.0,,0.0,0.0,-0.0271402126601352,0.6825717833417593,0.21017244207245087,0.6041288370095631,34.79,27.200000000000003
980,1977,DET,Jim Rutherford,27,0.820905096767166,,0.14782575380253635,-0.6939031087180723,-0.2133181970639077,2.0207583139165437,1.658743947923182,1.6142901732299848,1.694719032375488,-0.03408963174420577,0.0,0.20815120885851168,1.681018293107046,,,,-0.7143044294458591,-0.04381597795206636,,1.5588235294117647,1.5588235294117647,-0.0271402126601352,0.7231708485219382,0.4170885566124959,0.6041288370095631,69.04,47.8
981,1977,LAK,Gary Edwards,29,0.46175911693153093,,0.08447185931573506,-0.32654263939673994,-0.17776516421992314,1.2012285532726117,0.9981930641462228,0.9732611975237996,1.6966737256077546,-0.037023929160162714,0.1115575966322235,0.08495967708510681,0.9191532772251976,,,,-0.7025945207664189,-0.024577706702414888,,1.5588235294117647,1.5588235294117647,-0.0271402126601352,0.7029601263869302,0.2986652230950432,0.6041288370095631,49.44,44.800000000000004
982,1977,LAK,Gary Simmons,32,0.32494160080366985,,0.06335389448680129,-0.20408914962296243,-0.17776516421992314,0.7521711501800467,0.6900178377000951,0.6823856838162617,1.7220847376272255,-0.03219096871035127,0.05577879831611175,0.09770362864787283,0.6629454452713825,,,,-0.6381900230294972,-0.007526837762928607,,0.0,0.0,-0.0,0.7204938476616201,0.25202746655094355,0.6041288370095631,41.72,42.8
983,1977,LAK,Rogie Vachon*,31,1.1629488870868183,,0.696892839354814,-0.46940504413281353,-0.4266363941278154,2.0656640542258002,2.3278893599277226,2.360089476148364,1.7650879887370996,-0.02356068219283082,0.446230386528894,0.6074616911585137,2.487120632491711,,,,-0.521090936235094,0.03173771302202388,,1.5588235294117647,1.5588235294117647,-0.0271402126601352,0.7552567972221486,0.6041288370095631,0.6041288370095631,100.0,78.9
984,1977,MNS,Paul Harrison,21,0.03420437903196524,,0.0,-0.04081782992459249,-0.0,0.12349078585045542,0.060161697593068775,0.052385163606096866,1.5168419482391906,-0.047466575846362456,0.0,-0.004247983854255341,0.07372887250469501,,,,-0.0,0.0,,0.0,0.0,-0.0,0.7612324721283563,0.1859204667791886,0.6041288370095631,30.77,28.9
985,1977,MNS,Pete LoPresti,22,0.7524963387032355,,0.2745335427761389,-0.40817829924592486,-0.3555303284398463,1.751323872061004,1.6268214145064517,1.6115330593559798,1.7240394308594924,-0.03124163719342402,0.05577879831611175,0.25063104740106507,1.5900860170179218,,,,-0.6323350686897771,-0.015067261875609793,,1.5588235294117647,1.5588235294117647,-0.0542804253202704,0.7462361924274276,0.4133814366170313,0.6041288370095631,68.43,55.2
986,1977,MNS,Gary Smith,32,0.6156788225753744,,0.21117964828933763,-0.3469515543590361,-0.284424262751877,1.5604744757466642,1.4377417934996641,1.4226707589866303,1.7220847376272255,-0.03452114607008179,0.05577879831611175,0.15292741875319227,1.281653567039948,,,,-0.6381900230294972,-0.014849880279568534,,0.0,0.0,-0.1628412759608112,0.7351475727500909,0.3570744038736719,0.6041288370095631,59.11,52.400000000000006
987,1977,MTL,Ken Dryden*,29,0.9577226128950269,,0.8658365579862842,-0.12245348977377746,-0.284424262751877,1.3134929040457528,1.7888896610836982,1.847266295583416,1.7983177736856386,-0.018468813147493757,0.5577879831611177,0.6074616911585137,2.0121838121073012,,,,-0.42741166679957143,0.05753819120217085,,3.117647058823529,3.117647058823529,-0.0,0.7419732905835089,0.5533630789512547,0.6041288370095631,91.6,75.7
988,1977,MTL,Michel Larocque,24,0.4446569274155481,,0.40124133174974147,-0.04081782992459249,-0.1422121313759385,0.5950010590976488,0.7268515301040146,0.7430421890443739,1.7787708413629686,-0.018037298821617732,0.223115193264447,0.28886290208936316,0.9363566808096264,,,,-0.48010625585705285,0.01595037460952741,,0.0,0.0,-0.0,0.74366068923006,0.33424624245384515,0.6041288370095631,55.33,48.4
989,1977,NYI,Glenn Resch,28,0.7867007177352008,,0.5490670855522778,-0.2653158945098511,-0.2133181970639077,1.1563228129633552,1.5236870757754766,1.5687977943089009,1.792453693988838,-0.019677053259946616,0.223115193264447,0.4800221755308536,1.6638148895226168,,,,-0.444976529818732,0.044454536390437546,,1.5588235294117647,1.5588235294117647,-0.0271402126601352,0.7468959272366055,0.4556424661015217,0.6041288370095631,75.42,63.1
990,1977,NYI,Billy Smith*,26,0.6156788225753744,,0.443477261407609,-0.16327131969836994,-0.2133181970639077,0.9766998517263292,1.2670790186948362,1.3027363054674088,1.7904990007565704,-0.021575716293801117,0.1115575966322235,0.34408669219468263,1.281653567039948,,,,-0.45083148415845214,0.03514788680992113,,1.5588235294117647,1.5588235294117647,-0.1628412759608112,0.7351475727500909,0.375279461331523,0.6041288370095631,62.12,57.4
991,1977,NYR,John Davidson,23,0.6669853911233223,,0.2956515076050727,-0.28572480947214735,-0.2133181970639077,1.4033043846642659,1.4659809576760023,1.473677365655725,1.7494504428789635,-0.03063751713719758,0.05577879831611175,0.21239919271276703,1.2994713778952494,,,,-0.5620756166131351,0.007581183161938923,,0.0,0.0,-0.0814206379804056,0.6880399699332146,0.3776795355706954,0.6041288370095631,62.52,52.300000000000004
992,1977,NYR,Gilles Gratton,24,0.7011897701552876,,0.23229761311827138,-0.3673604693213323,-0.24887122990789232,1.6053802160559203,1.24252322375889,1.1979659782552152,1.679081486517352,-0.0365061119691115,0.0,0.11894354791914952,1.2472467598710903,,,,-0.7552891098239003,-0.04391108240033442,,0.0,0.0,-0.1764113822908788,0.6281690360003195,0.33474318698505157,0.6041288370095631,55.41,46.7
993,1977,NYR,Doug Soetaert,21,0.2052262741917915,,0.06335389448680129,-0.08163565984918499,-0.03555303284398463,0.3143401821647956,0.3572868163180207,0.3625604744316704,1.7670426819693668,-0.025459345226685318,0.05577879831611175,0.07646370937659613,0.3495977371264288,,,,-0.0,0.0,,0.0,0.0,-0.0,0.601589335515171,0.2482608215954159,0.6041288370095631,41.09,28.000000000000004
994,1977,NYR,Dave Tataryn,26,0.03420437903196524,,0.021117964828933765,-0.020408914962296246,-0.0,0.11226435077314127,0.05279495911228485,0.04549237892108412,1.4992497091487877,-0.06472714888140334,0.0,-0.012743951562766021,0.04915258166979666,,,,-0.0,0.0,,0.0,0.0,-0.0,0.5074883147522374,0.1618830246130356,0.6041288370095631,26.8,29.799999999999997
995,1977,PHI,Gary Inness,27,0.10261313709589576,,0.021117964828933765,-0.0,-0.07110606568796925,0.10103791569582717,0.10927328746496164,0.11028455496020392,1.757269215808031,-0.022179836350027547,0.0,0.03398387083404273,0.12902552688321625,,,,-0.0,0.0,,1.5588235294117647,1.5588235294117647,-0.0,0.4440522754082078,0.19036123382209416,0.6041288370095631,31.51,22.900000000000002
