,name,age,team,gp,gs,wins,losses,ties,goals_against,shots,saves,save_pct,goals_avg,shutouts,gps,minutes,quality_starts,quality_start_pct,really_bad_starts,ga_pct_minus,gs_above_avg,goals_scored,assists,points,plm,mpg,season
717,Ken Brown,22,CBH,1.0,,0,0,0,1,14,13,.929,3.37,0,0.0,18.0,,,,0.0,0.0,0,0,0,0,18.0,1971
718,Gerry Cheevers*,30,BOS,40.0,,27,8,5,109,1326,1217,.918,2.73,3,7.9,2397.0,,,,85.0,19.3,0,0,0,4,59.925,1971
719,Roger Crozier,28,BUF,44.0,,9,20,7,135,1354,1219,.900,3.69,1,4.0,2195.0,,,,103.0,-3.99,0,0,0,0,49.886,1971
720,Joe Daley,27,BUF,38.0,,12,16,8,129,1232,1103,.895,3.74,1,3.6,2069.0,,,,108.0,-9.8,0,1,1,12,54.447,1971
721,Denis DeJordy,32,LAK,60.0,,18,29,11,214,1917,1703,.888,3.81,1,5.5,3370.0,,,,115.0,-28.52,0,0,0,0,56.167,1971
722,Gerry Desjardins,26,CBH,22.0,,12,6,2,49,603,554,.919,2.42,0,4.6,1215.0,,,,84.0,9.34,0,0,0,6,55.227,1971
723,Dave Dryden,29,BUF,10.0,,3,3,0,22,227,205,.903,3.23,1,1.0,408.0,,,,0.0,0.0,0,1,1,0,40.8,1971
724,Ken Dryden*,23,MTL,6.0,,6,0,0,9,211,202,.957,1.65,0,1.6,327.0,,,,0.0,0.0,0,0,0,0,54.5,1971
725,Roy Edwards,33,DET,37.0,,11,19,7,119,1109,990,.893,3.40,0,4.7,2099.0,,,,111.0,-11.7,0,0,0,2,56.73,1971
726,Tony Esposito*,27,CBH,57.0,,35,14,7,126,1554,1428,.919,2.27,6,13.2,3323.0,,,,84.0,24.36,0,1,1,4,58.298,1971
727,Doug Favell,25,PHI,44.0,,16,15,9,108,1275,1167,.915,2.67,2,8.2,2428.0,,,,88.0,15.36,0,1,1,9,55.182,1971
728,Bruce Gamble,32,PHI,34.0,,9,20,3,120,1079,959,.889,3.71,2,3.5,1939.0,,,,115.0,-15.6,0,0,0,0,57.029,1971
729,George Gardner,28,VAN,18.0,,6,8,1,52,587,535,.911,3.39,0,2.1,920.0,,,,92.0,4.8,0,0,0,0,51.111,1971
730,Ed Giacomin*,31,NYR,45.0,,27,10,7,95,1215,1120,.922,2.16,8,11.0,2638.0,,,,81.0,22.56,0,0,0,4,58.622,1971
731,Gilles Gilbert,21,MNS,17.0,,5,9,2,59,533,474,.889,3.80,0,1.5,931.0,,,,114.0,-7.43,0,0,0,2,54.765,1971
732,Gerry Gray,23,DET,7.0,,1,4,1,30,229,199,.869,4.74,0,0.1,380.0,,,,0.0,0.0,0,0,0,0,54.286,1971
733,Glenn Hall*,39,STL,32.0,,13,11,8,71,867,796,.918,2.42,2,6.6,1760.0,,,,85.0,12.89,0,1,1,0,55.0,1971
734,Charlie Hodge,37,VAN,35.0,,15,13,5,112,1045,933,.893,3.42,0,4.4,1965.0,,,,111.0,-10.89,0,0,0,0,56.143,1971
735,Paul Hoganson,21,PIT,2.0,,0,1,0,7,28,21,.750,7.35,0,-0.2,57.0,,,,0.0,0.0,0,0,0,0,28.5,1971
736,Eddie Johnston,35,BOS,38.0,,30,6,2,96,1110,1014,.914,2.53,4,8.2,2277.0,,,,89.0,11.4,0,1,1,6,59.921,1971
737,Cesare Maniago,32,MNS,40.0,,19,15,6,107,1248,1141,.914,2.70,5,7.9,2378.0,,,,89.0,13.75,0,1,1,2,59.45,1971
738,Murray McLachlan,22,TOR,2.0,,0,1,0,4,17,13,.765,9.72,0,-0.2,25.0,,,,0.0,0.0,0,0,0,0,12.5,1971
739,Don McLeod,24,DET,14.0,,3,7,0,60,406,346,.852,5.17,0,-0.3,697.0,,,,153.0,-20.72,0,0,0,0,49.786,1971
740,Gilles Meloche,20,CBH,2.0,,2,0,0,6,72,66,.917,3.00,0,0.3,120.0,,,,0.0,0.0,0,0,0,0,60.0,1971
741,Phil Myre,22,MTL,30.0,,13,11,4,87,911,824,.905,3.12,1,4.5,1675.0,,,,99.0,1.14,0,1,1,17,55.833,1971
742,Cam Newton,20,PIT,5.0,,1,3,1,16,114,98,.860,3.44,0,0.6,279.0,,,,0.0,0.0,0,0,0,4,55.8,1971
743,Jack Norris,28,LAK,25.0,,7,11,2,85,762,677,.888,3.91,0,1.9,1305.0,,,,115.0,-11.27,0,0,0,0,52.2,1971
744,Bernie Parent*,25,TOR,48.0,,16,19,9,119,1373,1254,.913,2.73,2,8.6,2617.0,,,,90.0,13.85,0,2,2,5,54.521,1971
745,Jacques Plante*,42,TOR,40.0,,24,11,4,73,1297,1224,.944,1.89,4,10.6,2323.0,,,,58.0,52.49,0,0,0,2,58.075,1971
746,Michel Plasse,22,STL,1.0,,1,0,0,3,36,33,.917,3.00,0,0.2,60.0,,,,0.0,0.0,0,0,0,0,60.0,1971
747,Jim Rutherford,21,DET,29.0,,7,15,3,94,761,667,.876,3.77,1,2.5,1495.0,,,,128.0,-20.37,0,0,0,0,51.552,1971
748,Al Smith,25,PIT,45.0,,9,22,9,128,1256,1128,.898,3.11,2,6.7,2471.0,,,,105.0,-6.47,0,0,0,26,54.911,1971
749,Gary Smith,26,CGS,71.0,,19,48,4,256,2226,1970,.885,3.86,2,6.2,3975.0,,,,119.0,-40.62,0,1,1,6,55.986,1971
750,Bob Sneddon,26,CGS,7.0,,0,2,0,21,127,106,.835,5.63,0,-0.3,224.0,,,,0.0,0.0,0,0,0,0,32.0,1971
751,Rogie Vachon*,25,MTL,47.0,,23,12,9,118,1370,1252,.914,2.65,2,9.1,2675.0,,,,89.0,14.56,0,0,0,0,56.915,1971
752,Gilles Villemure,30,NYR,34.0,,22,8,4,78,966,888,.919,2.30,4,8.0,2036.0,,,,83.0,15.47,0,0,0,0,59.882,1971
753,Ernie Wakely,30,STL,51.0,,20,14,11,133,1356,1223,.902,2.79,3,9.1,2858.0,,,,101.0,-1.8,0,1,1,0,56.039,1971
754,Dunc Wilson,22,VAN,35.0,,3,25,2,128,1072,944,.881,4.30,0,1.6,1784.0,,,,123.0,-24.28,0,0,0,18,50.971,1971
755,Gump Worsley*,41,MNS,24.0,,4,10,8,57,714,657,.920,2.50,0,5.0,1367.0,,,,83.0,12.08,0,0,0,10,56.958,1971
756,Chris Worthy,23,CGS,11.0,,1,3,1,39,279,240,.860,4.94,0,0.0,474.0,,,,0.0,0.0,0,0,0,2,43.091,1971
757,Les Binkley,37,PIT,31.0,,7,15,5,98,836,738,.883,3.53,0,3.2,1667.0,,,,120.0,-16.57,0,0,0,2,53.774,1972
758,Andy Brown,27,DET,10.0,,4,5,1,37,320,283,.884,3.98,0,0.7,558.0,,,,119.0,-5.83,0,1,1,0,55.8,1972
759,Jacques Caron,31,STL,28.0,,14,8,5,69,784,715,.912,2.56,1,5.6,1616.0,,,,90.0,7.36,0,1,1,0,57.714,1972
760,Lyle Carter,26,CGS,15.0,,4,7,0,50,361,311,.861,4.16,0,0.7,721.0,,,,142.0,-14.84,0,0,0,2,48.067,1972
761,Gerry Cheevers*,31,BOS,41.0,,27,5,8,101,1264,1163,.920,2.50,2,8.5,2420.0,,,,82.0,22.12,0,2,2,25,59.024,1972
762,Roger Crozier,29,BUF,63.0,,13,34,14,214,2197,1983,.903,3.52,2,7.1,3649.0,,,,100.0,-0.01,0,0,0,10,57.921,1972
763,Joe Daley,28,DET,29.0,,11,10,5,85,794,709,.893,3.15,0,4.1,1618.0,,,,110.0,-7.66,0,0,0,2,55.793,1972
764,Denis DeJordy,33,LAK,12.0,,3,7,1,48,328,280,.854,4.63,0,0.1,622.0,,,,150.0,-16.05,0,1,1,0,51.833,1972
765,Gerry Desjardins,27,CBH,6.0,,1,2,3,21,183,162,.885,3.51,0,0.7,359.0,,,,0.0,0.0,0,0,0,0,59.833,1972
766,Dave Dryden,30,BUF,20.0,,3,9,5,68,594,526,.886,3.98,0,1.3,1025.0,,,,118.0,-10.14,0,0,0,0,51.25,1972
767,Ken Dryden*,24,MTL,64.0,,39,8,15,142,2030,1888,.930,2.24,8,15.0,3798.0,,,,72.0,55.72,0,3,3,4,59.344,1972
768,Ed Dyck,21,VAN,12.0,,1,6,2,35,300,265,.883,3.67,0,1.0,572.0,,,,0.0,0.0,0,0,0,0,47.667,1972
769,Gary Edwards,24,LAK,44.0,,13,23,5,150,1465,1315,.898,3.60,2,4.6,2502.0,,,,105.0,-7.31,0,0,0,0,56.864,1972
770,Roy Edwards,34,PIT,15.0,,2,8,4,36,386,350,.907,2.55,0,2.9,846.0,,,,96.0,1.6,0,1,1,0,56.4,1972
771,Tony Esposito*,28,CBH,48.0,,31,10,6,82,1241,1159,.934,1.77,9,13.0,2778.0,,,,68.0,38.88,0,1,1,2,57.875,1972
772,Doug Favell,26,PHI,54.0,,18,25,9,140,1655,1515,.915,2.81,5,9.1,2985.0,,,,87.0,21.2,0,1,1,32,55.278,1972
773,Bruce Gamble,33,PHI,24.0,,7,8,2,58,659,601,.912,2.94,2,3.4,1184.0,,,,90.0,6.19,0,0,0,2,49.333,1972
774,George Gardner,29,VAN,24.0,,3,14,3,86,621,535,.862,4.19,0,1.1,1232.0,,,,142.0,-25.51,0,0,0,0,51.333,1972
775,Ed Giacomin*,32,NYR,44.0,,24,10,9,115,1166,1051,.901,2.71,1,8.2,2549.0,,,,101.0,-1.43,0,3,3,4,57.932,1972
776,Gilles Gilbert,22,MNS,4.0,,1,2,1,11,102,91,.892,3.04,0,0.6,217.0,,,,0.0,0.0,0,0,0,0,54.25,1972
777,Eddie Johnston,36,BOS,38.0,,27,8,3,102,1006,904,.899,2.71,2,7.3,2258.0,,,,104.0,-4.01,0,4,4,0,59.421,1972
778,Gary Kurt,24,CGS,16.0,,1,7,5,60,417,357,.856,4.30,0,0.6,837.0,,,,148.0,-19.38,0,0,0,0,52.312,1972
779,Cesare Maniago,33,MNS,43.0,,20,17,4,112,1392,1280,.920,2.65,3,8.4,2535.0,,,,83.0,23.58,0,0,0,4,58.953,1972
780,Peter McDuffe,23,STL,10.0,,0,6,0,29,261,232,.889,3.69,0,0.8,471.0,,,,0.0,0.0,0,0,0,0,47.1,1972
781,Don McLeod,25,PHI,4.0,,0,3,1,14,109,95,.872,4.65,0,0.0,181.0,,,,0.0,0.0,0,0,0,0,45.25,1972
782,Jim McLeod,34,STL,16.0,,6,6,4,44,399,355,.890,3.01,0,2.4,878.0,,,,113.0,-5.14,0,1,1,0,54.875,1972
783,Gilles Meloche,21,CGS,56.0,,16,25,13,173,1623,1450,.893,3.33,4,7.0,3118.0,,,,109.0,-14.92,0,2,2,6,55.679,1972
784,Phil Myre,23,MTL,9.0,,4,5,0,32,276,244,.884,3.65,0,0.9,526.0,,,,0.0,0.0,0,0,0,4,58.444,1972
785,Bernie Parent*,26,TOR,47.0,,17,18,9,116,1363,1247,.915,2.57,3,9.3,2712.0,,,,87.0,16.76,0,1,1,6,57.702,1972
786,Jacques Plante*,43,TOR,34.0,,16,13,5,86,1032,946,.917,2.63,2,6.5,1962.0,,,,86.0,14.52,0,0,0,2,57.706,1972
787,Jim Rutherford,22,PIT,40.0,,17,15,5,116,1066,950,.891,3.23,1,5.2,2156.0,,,,112.0,-12.17,0,0,0,16,53.9,1972
788,Al Smith,26,DET,43.0,,18,20,4,134,1242,1108,.892,3.22,4,6.0,2495.0,,,,111.0,-13.03,0,4,4,23,58.023,1972
789,Billy Smith*,21,LAK,5.0,,1,3,1,23,178,155,.871,4.60,0,0.1,300.0,,,,0.0,0.0,0,0,0,5,60.0,1972
790,Gary Smith,27,CBH,28.0,,14,5,6,62,693,631,.911,2.42,5,5.6,1538.0,,,,92.0,5.5,0,0,0,0,54.929,1972
791,Wayne Stephenson,27,STL,2.0,,0,1,0,9,46,37,.804,5.40,0,-0.1,100.0,,,,0.0,0.0,0,0,0,0,50.0,1972
792,Bobby Taylor,27,PHI,6.0,,1,2,2,16,193,177,.917,3.00,0,0.9,320.0,,,,0.0,0.0,0,0,0,0,53.333,1972
793,Rogie Vachon*,26,MTL,29.0,,6,19,3,111,954,843,.884,4.15,0,1.6,1604.0,,,,119.0,-18.08,0,0,0,0,55.31,1972
794,Gilles Villemure,31,NYR,37.0,,24,7,4,74,845,771,.912,2.09,3,8.9,2127.0,,,,90.0,8.3,0,2,2,6,57.486,1972
795,Ernie Wakely,31,STL,30.0,,8,18,2,91,856,765,.894,3.40,1,3.4,1605.0,,,,109.0,-7.62,0,1,1,2,53.5,1972
796,Dunc Wilson,23,VAN,53.0,,16,30,3,173,1529,1356,.887,3.62,1,5.1,2864.0,,,,116.0,-24.07,0,0,0,15,54.038,1972
797,Gump Worsley*,42,MNS,34.0,,16,10,7,68,1022,954,.933,2.12,2,7.9,1924.0,,,,68.0,31.54,0,1,1,2,56.588,1972
798,John Adams,26,BOS,14.0,,9,3,1,39,415,376,.906,3.00,1,2.4,780.0,,,,90.0,4.18,0,0,0,0,55.714,1973
799,Michel Belhumeur,23,PHI,23.0,,9,7,3,60,617,557,.903,3.23,0,3.1,1115.0,,,,93.0,4.2,0,1,1,2,48.478,1973
800,Dan Bouchard,22,ATF,34.0,,9,15,10,100,1079,979,.907,3.09,2,5.7,1940.0,,,,89.0,12.26,0,1,1,12,57.059,1973
801,Ross Brooks,35,BOS,16.0,,11,1,3,40,417,377,.904,2.64,1,3.3,910.0,,,,92.0,3.39,0,1,1,0,56.875,1973
802,Andy Brown,28,DET,16.0,,5,5,4,61,473,412,.871,4.27,0,1.1,857.0,,,,124.0,-11.79,0,0,0,4,53.562,1973
803,Bruce Bullock,23,VAN,14.0,,3,8,3,67,469,402,.857,4.79,0,0.4,840.0,,,,137.0,-18.2,0,0,0,2,60.0,1973
804,Jacques Caron,32,STL,30.0,,8,14,5,92,809,717,.886,3.54,1,3.6,1558.0,,,,109.0,-7.83,0,0,0,0,51.933,1973
805,Roger Crozier,30,BUF,49.0,,23,13,7,121,1275,1154,.905,2.76,3,9.0,2627.0,,,,91.0,11.66,0,0,0,4,53.612,1973
806,Denis DeJordy,34,DET,24.0,,8,11,3,83,607,524,.863,3.75,1,2.7,1328.0,,,,131.0,-19.84,0,0,0,0,55.333,1973
807,Gerry Desjardins,28,NYI,44.0,,5,35,3,195,1456,1261,.866,4.69,0,1.6,2494.0,,,,129.0,-43.51,0,0,0,9,56.682,1973
808,Dave Dryden,31,BUF,37.0,,14,13,7,89,966,877,.908,2.65,3,7.2,2015.0,,,,89.0,11.51,0,0,0,0,54.459,1973
809,Ken Dryden*,25,MTL,54.0,,33,7,13,119,1617,1498,.926,2.26,6,13.2,3161.0,,,,71.0,49.24,0,4,4,2,58.537,1973
810,Ed Dyck,22,VAN,25.0,,5,17,1,98,670,572,.854,4.54,1,1.1,1295.0,,,,141.0,-28.29,0,0,0,0,51.8,1973
811,Gary Edwards,25,LAK,27.0,,9,16,1,94,766,672,.877,3.62,1,3.4,1559.0,,,,118.0,-14.3,0,1,1,0,57.741,1973
812,Marv Edwards,37,CGS,21.0,,4,14,2,87,688,601,.874,4.33,1,1.4,1205.0,,,,122.0,-15.42,0,1,1,6,57.381,1973
813,Roy Edwards,35,DET,52.0,,27,17,7,132,1374,1242,.904,2.64,6,10.9,3004.0,,,,92.0,10.96,0,0,0,4,57.769,1973
814,Tony Esposito*,29,CBH,56.0,,32,17,7,140,1680,1540,.917,2.52,4,12.6,3334.0,,,,80.0,34.8,0,2,2,0,59.536,1973
815,Rocky Farr,25,BUF,1.0,,0,1,0,3,22,19,.864,6.25,0,0.0,29.0,,,,0.0,0.0,0,0,0,0,29.0,1973
816,Doug Favell,27,PHI,44.0,,20,15,4,114,1365,1251,.916,2.83,3,8.0,2413.0,,,,80.0,28.02,0,2,2,4,54.841,1973
817,Ed Giacomin*,33,NYR,43.0,,26,11,6,125,1228,1103,.898,2.91,4,8.3,2576.0,,,,98.0,2.77,0,2,2,6,59.907,1973
818,Gilles Gilbert,23,MNS,22.0,,10,10,2,67,695,628,.904,3.05,2,4.0,1318.0,,,,93.0,5.31,0,0,0,4,59.909,1973
819,Gerry Gray,25,NYI,1.0,,0,1,0,5,34,29,.853,5.00,0,0.0,60.0,,,,0.0,0.0,0,0,0,0,60.0,1973
820,Denis Herron,20,PIT,18.0,,6,7,2,55,454,399,.879,3.41,2,2.4,966.0,,,,116.0,-7.76,0,1,1,0,53.667,1973
821,Bob Johnson,24,STL,11.0,,6,5,0,26,274,248,.905,2.67,0,2.1,583.0,,,,0.0,0.0,0,0,0,2,53.0,1973
822,Eddie Johnston,37,BOS,45.0,,24,17,1,137,1204,1067,.886,3.28,5,6.7,2505.0,,,,109.0,-11.73,0,1,1,0,55.667,1973
823,Ron Low,22,TOR,42.0,,12,24,4,152,1277,1125,.881,3.90,1,4.2,2339.0,,,,114.0,-19.13,0,0,0,4,55.69,1973
824,Cesare Maniago,34,MNS,47.0,,21,18,6,132,1474,1342,.910,2.90,5,8.8,2732.0,,,,86.0,21.36,0,0,0,2,58.128,1973
825,Peter McDuffe,24,NYR,1.0,,1,0,0,1,26,25,.962,1.00,0,0.4,60.0,,,,0.0,0.0,0,0,0,0,60.0,1973
826,Dave McLelland,20,VAN,2.0,,1,1,0,10,70,60,.857,5.00,0,0.0,120.0,,,,0.0,0.0,0,0,0,0,60.0,1973
827,Gord McRae,24,TOR,11.0,,7,3,0,39,360,321,.892,3.77,0,1.2,620.0,,,,104.0,-1.54,0,0,0,0,56.364,1973
828,Gilles Meloche,22,CGS,59.0,,12,32,14,235,2041,1806,.885,4.07,1,5.3,3467.0,,,,111.0,-22.64,0,2,2,4,58.763,1973
829,Phil Myre,24,ATF,46.0,,16,23,5,138,1402,1264,.902,3.03,2,8.3,2733.0,,,,95.0,7.87,0,1,1,2,59.413,1973
830,Cam Newton,22,PIT,11.0,,3,4,0,35,296,261,.882,3.95,0,0.9,532.0,,,,0.0,0.0,0,1,1,2,48.364,1973
831,Jacques Plante*,44,BOS,40.0,,15,15,6,103,1158,1055,.911,2.82,3,7.4,2193.0,,,,85.0,17.48,0,2,2,2,54.825,1973
832,Michel Plasse,24,MTL,17.0,,11,2,3,40,456,416,.912,2.58,0,3.4,931.0,,,,84.0,7.44,0,0,0,4,54.765,1973
833,Jim Rutherford,23,PIT,49.0,,20,22,5,129,1460,1331,.912,2.92,3,8.5,2655.0,,,,85.0,22.91,0,0,0,0,54.184,1973
834,Billy Smith*,22,NYI,37.0,,7,24,3,147,1207,1060,.878,4.16,0,3.0,2121.0,,,,117.0,-21.42,0,0,0,42,57.324,1973
835,Gary Smith,28,CBH,23.0,,10,10,2,79,701,622,.887,3.54,0,3.1,1337.0,,,,108.0,-6.06,0,0,0,5,58.13,1973
836,Wayne Stephenson,28,STL,45.0,,18,15,7,128,1247,1119,.897,3.04,1,7.7,2530.0,,,,99.0,1.74,0,0,0,0,56.222,1973
837,Bobby Taylor,28,PHI,23.0,,8,8,4,78,697,619,.888,4.10,0,1.7,1141.0,,,,108.0,-5.48,0,1,1,0,49.609,1973
838,Wayne Thomas,25,MTL,10.0,,8,1,0,23,259,236,.911,2.37,1,2.3,583.0,,,,0.0,0.0,0,1,1,2,58.3,1973
839,Rogie Vachon*,27,LAK,53.0,,22,20,10,148,1476,1328,.900,2.85,4,10.3,3116.0,,,,96.0,5.57,0,1,1,2,58.792,1973
840,Gilles Villemure,32,NYR,34.0,,20,12,2,78,859,781,.909,2.30,3,8.4,2035.0,,,,87.0,11.37,0,0,0,2,59.853,1973
841,Dunc Wilson,24,VAN,43.0,,13,21,5,159,1324,1165,.880,3.94,1,4.1,2418.0,,,,115.0,-21.24,0,1,1,6,56.233,1973
842,Gump Worsley*,43,MNS,12.0,,6,2,3,30,318,288,.906,2.88,0,2.0,624.0,,,,91.0,3.09,0,1,1,22,52.0,1973
843,Dan Bouchard,23,ATF,46.0,,19,18,8,123,1356,1233,.909,2.78,5,8.8,2656.0,,,,87.0,18.04,0,0,0,10,57.739,1974
844,Ken Broderick,31,BOS,5.0,,2,2,1,16,127,111,.874,3.20,0,0.8,300.0,,,,0.0,0.0,0,1,1,0,60.0,1974
845,Gary Bromley,24,BUF,12.0,,3,5,3,33,273,240,.879,3.31,0,1.5,598.0,,,,0.0,0.0,0,0,0,2,49.833,1974
846,Ross Brooks,36,BOS,21.0,,16,3,0,46,556,510,.917,2.36,3,4.6,1170.0,,,,80.0,11.83,0,0,0,2,55.714,1974
847,Andy Brown,29,PIT,36.0,,13,16,4,115,969,854,.881,3.54,1,4.3,1951.0,,,,114.0,-14.21,0,0,0,60,54.194,1974
848,Jacques Caron,33,VAN,10.0,,2,5,1,38,226,188,.832,4.90,0,0.1,465.0,,,,0.0,0.0,0,0,0,2,46.5,1974
849,Bob Champoux,31,CGS,17.0,,2,11,3,80,527,447,.848,5.21,0,-0.3,922.0,,,,146.0,-25.18,0,0,0,0,54.235,1974
850,Roger Crozier,31,BUF,12.0,,4,5,0,39,313,274,.875,3.80,0,1.1,615.0,,,,120.0,-6.44,0,0,0,2,51.25,1974
851,John Davidson,20,STL,39.0,,13,19,7,118,1209,1091,.902,3.08,0,6.6,2297.0,,,,94.0,7.75,0,0,0,10,58.897,1974
852,Denis DeJordy,35,DET,1.0,,0,1,0,4,8,4,.500,12.00,0,-0.2,20.0,,,,0.0,0.0,0,0,0,0,20.0,1974
853,Gerry Desjardins,29,NYI,36.0,,9,17,6,101,1028,927,.902,3.12,0,5.4,1939.0,,,,94.0,5.93,0,0,0,0,53.861,1974
854,Dave Dryden,32,BUF,53.0,,23,20,8,148,1390,1242,.894,2.98,1,9.0,2977.0,,,,102.0,-3.42,0,1,1,4,56.17,1974
855,Ed Dyck,23,VAN,12.0,,2,5,2,45,291,246,.845,4.64,0,0.3,582.0,,,,0.0,0.0,0,0,0,0,48.5,1974
856,Gary Edwards,26,LAK,18.0,,5,7,2,50,454,404,.890,3.23,1,2.4,928.0,,,,106.0,-2.78,0,0,0,12,51.556,1974
857,Marv Edwards,38,CGS,14.0,,1,10,1,51,461,410,.889,3.93,0,1.2,778.0,,,,106.0,-3.05,0,1,1,4,55.571,1974
858,Roy Edwards,36,DET,4.0,,0,3,0,18,125,107,.856,5.82,0,-0.2,186.0,,,,0.0,0.0,0,0,0,0,46.5,1974
859,Tony Esposito*,30,CBH,70.0,,34,14,21,141,1977,1836,.929,2.05,10,18.2,4133.0,,,,69.0,64.64,0,1,1,0,59.043,1974
860,Rocky Farr,26,BUF,11.0,,2,4,1,25,262,237,.905,3.14,0,1.3,478.0,,,,0.0,0.0,0,0,0,2,43.455,1974
861,Doug Favell,28,TOR,32.0,,14,7,9,79,868,789,.909,2.71,0,6.0,1749.0,,,,88.0,11.28,0,0,0,20,54.656,1974
862,Ed Giacomin*,34,NYR,56.0,,30,15,10,168,1531,1363,.890,3.07,5,9.4,3281.0,,,,105.0,-8.75,0,1,1,4,58.589,1974
863,Gilles Gilbert,24,BOS,54.0,,34,12,8,158,1602,1444,.901,2.96,6,9.8,3207.0,,,,95.0,8.63,0,1,1,9,59.389,1974
864,Doug Grant,25,DET,37.0,,15,16,2,140,1074,934,.870,4.16,1,2.5,2017.0,,,,125.0,-28.29,0,0,0,2,54.514,1974
865,Denis Herron,21,PIT,5.0,,1,3,0,18,156,138,.885,4.18,0,0.3,258.0,,,,0.0,0.0,0,0,0,0,51.6,1974
866,Gary Inness,24,PIT,20.0,,7,10,1,56,487,431,.885,3.26,0,2.7,1030.0,,,,111.0,-5.35,0,0,0,0,51.5,1974
867,Eddie Johnston,38,TOR,26.0,,12,9,4,78,739,661,.894,3.09,1,4.3,1513.0,,,,101.0,-1.13,0,0,0,0,58.192,1974
868,Michel Larocque,21,MTL,27.0,,15,8,2,69,741,672,.907,2.90,0,4.5,1430.0,,,,90.0,8.07,0,2,2,0,52.963,1974
869,Cesare Maniago,35,MNS,40.0,,12,18,10,138,1354,1216,.898,3.48,1,5.4,2377.0,,,,98.0,2.84,0,0,0,2,59.425,1974
870,Peter McDuffe,25,NYR,6.0,,3,2,1,18,187,169,.904,3.18,0,0.9,340.0,,,,0.0,0.0,0,0,0,0,56.667,1974
871,Bill McKenzie,24,DET,13.0,,4,4,4,43,373,330,.885,3.59,1,1.5,720.0,,,,111.0,-4.2,0,0,0,2,55.385,1974
872,Gilles Meloche,23,CGS,47.0,,9,33,5,198,1617,1419,.878,4.25,1,3.1,2794.0,,,,118.0,-29.81,0,1,1,2,59.447,1974
873,Phil Myre,25,ATF,36.0,,11,16,6,112,1012,900,.889,3.33,0,5.0,2018.0,,,,106.0,-6.74,0,0,0,4,56.056,1974
874,Bernie Parent*,28,PHI,73.0,,47,13,12,136,2006,1870,.932,1.89,12,19.9,4307.0,,,,65.0,72.65,0,3,3,24,59.0,1974
875,Michel Plasse,25,MTL,15.0,,7,4,2,57,415,358,.863,4.08,0,1.2,838.0,,,,132.0,-13.83,0,0,0,0,55.867,1974
876,Glenn Resch,25,NYI,2.0,,1,1,0,6,57,51,.895,3.00,0,0.4,120.0,,,,0.0,0.0,0,0,0,0,60.0,1974
877,Terry Richardson,20,DET,9.0,,1,4,0,28,163,135,.828,5.35,0,-0.2,314.0,,,,0.0,0.0,0,1,1,0,34.889,1974
878,Fern Rivard,28,MNS,13.0,,3,6,2,50,383,333,.869,4.28,1,0.8,701.0,,,,126.0,-10.16,0,0,0,0,53.923,1974
879,Jim Rutherford,24,DET,51.0,,16,23,8,168,1466,1298,.885,3.54,0,6.2,2845.0,,,,110.0,-15.52,0,4,4,4,55.784,1974
880,Billy Smith*,23,NYI,46.0,,9,23,12,134,1300,1166,.897,3.08,0,7.5,2611.0,,,,99.0,1.22,0,0,0,11,56.761,1974
881,Gary Smith,29,VAN,65.0,,20,33,8,208,1955,1747,.894,3.45,3,8.4,3620.0,,,,102.0,-4.65,0,0,0,33,55.692,1974
882,Wayne Stephenson,29,STL,40.0,,13,21,5,123,1203,1080,.898,3.13,2,6.6,2357.0,,,,98.0,2.13,0,1,1,2,58.925,1974
883,Bobby Taylor,29,PHI,7.0,,3,3,0,26,203,177,.872,4.26,0,0.4,366.0,,,,0.0,0.0,0,0,0,0,52.286,1974
884,Wayne Thomas,26,MTL,42.0,,23,12,5,111,1163,1052,.905,2.77,1,8.0,2406.0,,,,92.0,9.97,0,2,2,6,57.286,1974
885,Ted Tucker,24,CGS,5.0,,1,1,1,10,93,83,.892,3.39,0,0.4,177.0,,,,0.0,0.0,0,0,0,0,35.4,1974
886,Rogie Vachon*,28,LAK,65.0,,28,26,10,175,1809,1634,.903,2.81,5,12.2,3742.0,,,,93.0,13.16,0,0,0,6,57.569,1974
887,Mike Veisor,21,CBH,10.0,,7,0,2,20,268,248,.925,2.23,1,2.2,537.0,,,,0.0,0.0,0,1,1,0,53.7,1974
888,Gilles Villemure,33,NYR,21.0,,7,7,3,62,519,457,.881,3.53,0,2.3,1053.0,,,,115.0,-8.02,0,0,0,0,50.143,1974
889,Jim Watt,23,STL,1.0,,0,0,0,2,10,8,.800,6.00,0,0.0,20.0,,,,0.0,0.0,0,0,0,0,20.0,1974
890,Dunc Wilson,25,TOR,24.0,,9,11,3,68,663,595,.897,2.91,1,4.4,1403.0,,,,99.0,0.96,0,0,0,6,58.458,1974
891,Gump Worsley*,44,MNS,29.0,,8,14,5,86,872,786,.901,3.23,0,4.2,1597.0,,,,95.0,4.7,0,0,0,0,55.069,1974
892,John Adams,28,WSH,8.0,,0,7,0,46,275,229,.833,6.90,0,-0.9,400.0,,,,0.0,0.0,0,0,0,2,50.0,1975
893,Yves Belanger,22,STL,11.0,,6,3,2,29,293,264,.901,2.72,1,2.3,640.0,,,,0.0,0.0,0,1,1,0,58.182,1975
