,name,age,team,gp,gs,wins,losses,ties,goals_against,shots,saves,save_pct,goals_avg,shutouts,gps,minutes,quality_starts,quality_start_pct,really_bad_starts,ga_pct_minus,gs_above_avg,goals_scored,assists,points,plm,mpg,season
2587,Byron Dafoe,28,BOS,41.0,,13,16,10,114,1030,916,.889,2.97,3,4.6,2307.0,,,,116.0,-15.52,0,0,0,0,56.268,2000
2588,Marc Denis,22,COL,23.0,,9,8,3,51,618,567,.917,2.54,3,4.6,1203.0,,,,86.0,8.09,0,2,2,6,52.304,2000
2589,Mike Dunham,27,NSH,52.0,,19,27,6,146,1584,1438,.908,2.85,0,10.2,3077.0,,,,96.0,5.44,0,0,0,6,59.173,2000
2590,Robert Esche,22,PHX,8.0,,2,5,0,23,215,192,.893,3.38,0,1.0,408.0,,,,0.0,0.0,0,0,0,4,51.0,2000
2591,Bob Essensa,35,PHX,30.0,,13,10,3,73,719,646,.898,2.78,1,3.9,1573.0,,,,106.0,-4.26,0,0,0,0,52.433,2000
2592,Scott Fankhouser,24,ATL,16.0,,2,11,2,49,451,402,.891,3.20,0,2.1,920.0,,,,114.0,-5.88,0,0,0,4,57.5,2000
2593,Manny Fernandez,25,DAL,24.0,,11,8,3,48,603,555,.920,2.13,1,4.7,1353.0,,,,83.0,9.65,0,2,2,2,56.375,2000
2594,Eric Fichaud,24,CAR,9.0,,3,5,1,24,206,182,.883,2.94,1,0.8,490.0,,,,0.0,0.0,0,0,0,2,54.444,2000
2595,Stephane Fiset,29,LAK,47.0,,20,15,7,119,1208,1089,.901,2.73,1,7.0,2592.0,,,,103.0,-3.51,0,2,2,4,55.149,2000
2596,Mark Fitzpatrick,31,CAR,3.0,,0,2,0,8,68,60,.882,4.48,0,0.3,107.0,,,,0.0,0.0,0,0,0,0,35.667,2000
2597,Wade Flaherty,32,NYI,4.0,,0,1,1,7,81,74,.914,2.31,0,0.6,182.0,,,,0.0,0.0,0,0,0,0,45.5,2000
2598,Mike Fountain,28,OTT,1.0,,0,0,0,1,6,5,.833,3.87,0,0.0,16.0,,,,0.0,0.0,0,0,0,0,16.0,2000
2599,Grant Fuhr*,37,CGY,23.0,,5,13,2,77,536,459,.856,3.83,0,0.5,1205.0,,,,150.0,-25.75,0,0,0,2,52.391,2000
2600,Jean-Sebastien Giguere,22,CGY,7.0,,1,3,1,15,175,160,.914,2.72,0,1.3,330.0,,,,0.0,0.0,0,0,0,2,47.143,2000
2601,John Grahame,24,BOS,24.0,,7,10,5,55,609,554,.910,2.46,2,4.1,1344.0,,,,94.0,3.23,0,1,1,8,56.0,2000
2602,Jeff Hackett,31,MTL,56.0,,23,25,7,132,1543,1411,.914,2.40,3,11.1,3301.0,,,,89.0,15.52,0,0,0,4,58.946,2000
2603,Dominik Hasek*,35,BUF,35.0,,15,11,6,76,937,861,.919,2.21,3,7.2,2066.0,,,,85.0,13.58,0,1,1,12,59.029,2000
2604,Glenn Healy,37,TOR,20.0,,9,10,0,59,527,468,.888,3.04,2,2.3,1164.0,,,,117.0,-8.61,0,1,1,2,58.2,2000
2605,Guy Hebert,33,MDA,68.0,,28,31,9,166,1805,1639,.908,2.51,4,11.7,3976.0,,,,96.0,6.57,0,2,2,2,58.471,2000
2606,Milan Hnilicka,26,NYR,2.0,,0,1,0,5,44,39,.886,3.48,0,0.2,86.0,,,,0.0,0.0,0,0,0,0,43.0,2000
2607,Kevin Hodson,27,TBL,24.0,,2,7,4,47,327,280,.856,3.67,0,0.3,769.0,,,,0.0,0.0,0,0,0,2,32.042,2000
2608,Jani Hurme,25,OTT,1.0,,1,0,0,2,19,17,.895,2.00,0,0.1,60.0,,,,0.0,0.0,0,0,0,0,60.0,2000
2609,Arturs Irbe,32,CAR,75.0,,34,28,9,175,1858,1683,.906,2.42,5,11.6,4345.0,,,,99.0,2.64,0,1,1,14,57.933,2000
2610,Curtis Joseph,32,TOR,63.0,,36,20,7,158,1854,1696,.915,2.49,4,13.4,3801.0,,,,89.0,19.26,0,1,1,14,60.333,2000
2611,Trevor Kidd,27,FLA,28.0,,14,11,2,69,809,740,.915,2.63,1,5.8,1574.0,,,,89.0,8.35,0,0,0,0,56.214,2000
2612,Dieter Kochan,25,TBL,5.0,,1,4,0,17,111,94,.847,4.28,0,0.0,238.0,,,,0.0,0.0,0,0,0,0,47.6,2000
2613,Olaf Kolzig,29,WSH,73.0,,41,20,11,163,1957,1794,.917,2.24,5,14.6,4371.0,,,,87.0,24.11,0,2,2,6,59.877,2000
2614,Jean-Francois Labbe,27,NYR,1.0,,0,1,0,3,22,19,.864,3.00,0,0.0,60.0,,,,0.0,0.0,0,0,0,0,60.0,2000
2615,Patrick Lalime,25,OTT,38.0,,19,14,3,79,834,755,.905,2.33,3,5.2,2038.0,,,,99.0,0.74,0,0,0,4,53.632,2000
2616,Marc Lamothe,25,CHI,2.0,,1,1,0,10,50,40,.800,5.16,0,-0.3,116.0,,,,0.0,0.0,0,0,0,0,58.0,2000
2617,Scott Langkow,24,ATL,15.0,,3,11,0,55,395,340,.861,4.31,0,0.5,765.0,,,,146.0,-17.23,0,0,0,0,51.0,2000
2618,Manny Legace,26,DET,4.0,,4,0,0,11,117,106,.906,2.75,0,0.7,240.0,,,,0.0,0.0,0,0,0,0,60.0,2000
2619,Roberto Luongo,20,NYI,24.0,,7,14,1,70,730,660,.904,3.25,1,4.4,1292.0,,,,100.0,-0.21,0,0,0,0,53.833,2000
2620,Norm Maracle,25,ATL,32.0,,4,19,2,94,852,758,.890,3.49,1,3.8,1618.0,,,,115.0,-12.54,0,0,0,0,50.562,2000
2621,Kirk McLean,33,NYR,22.0,,7,8,4,58,558,500,.896,2.94,0,2.9,1206.0,,,,109.0,-4.65,0,1,1,2,54.818,2000
2622,Jamie McLennan,28,STL,19.0,,9,5,2,33,341,308,.903,1.96,2,2.0,1009.0,,,,101.0,-0.4,0,0,0,2,53.105,2000
2623,Alfie Michaud,23,VAN,2.0,,0,1,0,5,27,22,.815,4.32,0,-0.1,69.0,,,,0.0,0.0,0,0,0,0,34.5,2000
2624,Mike Minard,23,EDM,1.0,,1,0,0,3,36,33,.917,3.00,0,0.3,60.0,,,,0.0,0.0,0,0,0,0,60.0,2000
2625,Evgeni Nabokov,24,SJS,11.0,,2,2,1,15,166,151,.910,2.17,1,1.1,414.0,,,,0.0,0.0,0,0,0,0,37.636,2000
2626,Chris Osgood,27,DET,53.0,,30,14,8,126,1349,1223,.907,2.40,6,8.5,3148.0,,,,98.0,2.98,0,1,1,18,59.396,2000
2627,Rich Parent,27,TBL,14.0,,2,7,1,43,353,310,.878,3.70,0,1.1,698.0,,,,127.0,-9.25,0,0,0,2,49.857,2000
2628,Steve Passmore,27,CHI,24.0,,7,12,3,63,654,591,.904,2.72,1,3.9,1388.0,,,,101.0,-0.47,0,0,0,9,57.833,2000
2629,Felix Potvin,28,NYI,56.0,,17,27,10,153,1538,1385,.901,2.78,1,8.7,3239.0,,,,104.0,-5.95,0,2,2,4,57.839,2000
2630,Daren Puppa,34,TBL,5.0,,1,2,0,19,129,110,.853,4.58,0,0.1,249.0,,,,0.0,0.0,0,0,0,2,49.8,2000
2631,Bill Ranford,33,EDM,16.0,,4,6,3,47,407,360,.885,3.59,0,1.6,785.0,,,,121.0,-8.09,0,0,0,2,49.062,2000
2632,Damian Rhodes,30,ATL,28.0,,5,19,3,101,803,702,.874,3.88,1,2.2,1561.0,,,,132.0,-24.23,0,0,0,2,55.75,2000
2633,Mike Richter,33,NYR,61.0,,22,31,8,173,1815,1642,.905,2.87,0,11.1,3622.0,,,,100.0,0.53,0,0,0,4,59.377,2000
2634,Dwayne Roloson,30,BUF,14.0,,1,7,3,32,277,245,.884,2.84,0,1.1,677.0,,,,0.0,0.0,0,0,0,0,48.357,2000
2635,Dominic Roussel,29,MDA,20.0,,6,5,3,52,445,393,.883,3.16,1,1.7,988.0,,,,122.0,-9.45,0,0,0,6,49.4,2000
2636,Patrick Roy*,34,COL,63.0,,32,21,8,141,1640,1499,.914,2.28,2,11.7,3704.0,,,,90.0,15.8,0,3,3,10,58.794,2000
2637,Tommy Salo,28,EDM,70.0,,27,28,13,162,1875,1713,.914,2.33,2,13.3,4164.0,,,,90.0,17.27,0,1,1,8,59.486,2000
2638,Corey Schwab,29,VAN,6.0,,2,1,1,16,115,99,.861,3.57,0,0.2,269.0,,,,0.0,0.0,0,0,0,2,44.833,2000
2639,Steve Shields,27,SJS,67.0,,27,30,8,162,1826,1664,.911,2.56,4,12.5,3797.0,,,,93.0,12.58,0,1,1,29,56.672,2000
2640,Mikhail Shtalenkov,34,FLA,30.0,,15,10,4,70,739,669,.905,2.35,2,4.6,1786.0,,,,99.0,0.65,0,3,3,4,59.533,2000
2641,Richard Shulmistra,28,FLA,1.0,,1,0,0,1,21,20,.952,1.00,0,0.2,60.0,,,,0.0,0.0,0,0,0,0,60.0,2000
2642,Peter Skudra,26,PIT,20.0,,5,7,3,48,374,326,.872,3.19,1,0.9,922.0,,,,134.0,-12.24,0,0,0,0,46.1,2000
2643,Garth Snow,30,VAN,32.0,,10,15,3,76,775,699,.902,2.68,0,4.5,1712.0,,,,103.0,-1.9,0,2,2,8,53.5,2000
2644,Jamie Storr,24,LAK,42.0,,18,15,5,93,1008,915,.908,2.55,1,6.5,2206.0,,,,96.0,3.37,0,1,1,4,52.524,2000
2645,Rick Tabaracci,31,ATL,3.0,,1,1,0,6,50,44,.880,3.01,0,0.2,119.0,,,,0.0,0.0,0,0,0,0,39.667,2000
2646,Robbie Tallas,26,BOS,27.0,,4,13,4,72,628,556,.885,3.17,0,2.5,1363.0,,,,120.0,-11.96,0,0,0,6,50.481,2000
2647,Chris Terreri,35,NJD,12.0,,2,9,0,37,299,262,.876,3.42,0,0.9,649.0,,,,0.0,0.0,0,0,0,2,54.083,2000
2648,Jose Theodore,23,MTL,30.0,,12,13,2,58,717,659,.919,2.10,5,5.5,1655.0,,,,85.0,10.55,0,0,0,0,55.167,2000
2649,Jocelyn Thibault,25,CHI,60.0,,25,26,7,158,1679,1521,.906,2.76,3,10.5,3438.0,,,,98.0,2.53,0,0,0,2,57.3,2000
2650,Ron Tugnutt,32,PIT,51.0,,22,14,8,118,1217,1099,.903,2.52,4,7.2,2809.0,,,,101.0,-1.64,0,0,0,0,55.078,2000
2651,Roman Turek,29,STL,67.0,,42,15,9,129,1470,1341,.912,1.95,7,10.2,3960.0,,,,92.0,11.54,0,1,1,4,59.104,2000
2652,Steve Valiquette,22,NYI,6.0,,2,0,0,6,117,111,.949,1.87,0,1.3,193.0,,,,0.0,0.0,0,0,0,0,32.167,2000
2653,John Vanbiesbrouck,36,PHI,50.0,,25,15,9,108,1143,1035,.906,2.20,3,7.1,2950.0,,,,99.0,1.28,0,1,1,6,59.0,2000
2654,Mike Vernon,36,SJS,49.0,,24,18,3,115,1380,1265,.917,2.53,1,10.3,2791.0,,,,87.0,16.94,0,3,3,2,56.959,2000
2655,Tomas Vokoun,23,NSH,33.0,,9,20,1,87,908,821,.904,2.78,1,5.5,1879.0,,,,100.0,-0.19,0,1,1,8,56.939,2000
2656,Kevin Weekes,24,VAN,56.0,,16,27,8,162,1634,1472,.901,3.29,2,9.3,3013.0,,,,104.0,-5.78,0,1,1,0,53.804,2000
2657,Ken Wregget,35,DET,29.0,,14,10,2,70,700,630,.900,2.66,0,3.9,1579.0,,,,105.0,-3.07,0,1,1,0,54.448,2000
2658,David Aebischer,22,COL,26.0,,12,7,3,52,538,486,.903,2.24,3,3.3,1393.0,,,,100.0,0.04,0,1,1,0,53.577,2001
2659,Jean-Sebastien Aubin,23,PIT,36.0,,20,14,1,107,973,866,.890,3.33,0,4.6,2050.0,,,,114.0,-12.87,0,1,1,4,56.944,2001
2660,Ed Belfour*,35,DAL,63.0,,35,20,7,144,1508,1364,.905,2.34,8,9.5,3687.0,,,,99.0,1.88,0,1,1,4,58.524,2001
2661,Zac Bierk,24,MIN,1.0,,0,1,0,6,27,21,.778,6.00,0,-0.2,60.0,,,,0.0,0.0,0,0,0,2,60.0,2001
2662,Craig Billington,34,WSH,12.0,,3,5,2,27,317,290,.915,2.45,0,2.3,660.0,,,,0.0,0.0,0,1,1,0,55.0,2001
2663,Martin Biron,23,BUF,18.0,,7,7,1,39,427,388,.909,2.55,2,2.9,918.0,,,,94.0,2.31,0,0,0,0,51.0,2001
2664,Brian Boucher,24,PHI,27.0,,8,12,5,80,644,564,.876,3.27,1,2.0,1470.0,,,,128.0,-17.7,0,0,0,2,54.444,2001
2665,Fred Brathwaite,28,CGY,49.0,,15,17,10,106,1181,1075,.910,2.32,5,8.1,2742.0,,,,93.0,8.25,0,1,1,2,55.959,2001
2666,Martin Brodeur*,28,NJD,72.0,,42,17,11,166,1762,1596,.906,2.32,9,11.3,4297.0,,,,97.0,4.45,0,1,1,14,59.681,2001
2667,Sean Burke,34,PHX,62.0,,25,22,13,138,1767,1629,.922,2.27,4,14.4,3644.0,,,,81.0,32.84,0,1,1,16,58.774,2001
2668,Roman Cechmanek,29,PHI,59.0,,35,15,6,115,1464,1349,.921,2.01,10,11.9,3431.0,,,,81.0,26.62,0,1,1,4,58.153,2001
2669,Dan Cloutier,24,VAN,40.0,,7,19,8,96,889,793,.892,3.00,1,4.4,1919.0,,,,112.0,-10.0,0,0,0,4,47.975,2001
2670,Byron Dafoe,29,BOS,45.0,,22,14,7,101,1076,975,.906,2.39,2,6.9,2536.0,,,,97.0,3.09,0,2,2,6,56.356,2001
2671,Marc Denis,23,CBJ,32.0,,6,20,4,99,940,841,.895,3.25,0,4.9,1830.0,,,,109.0,-8.07,0,0,0,2,57.188,2001
2672,Rick DiPietro,19,NYI,20.0,,3,15,1,63,515,452,.878,3.49,0,1.7,1083.0,,,,126.0,-13.18,0,2,2,6,54.15,2001
2673,Mike Dunham,28,NSH,48.0,,21,21,4,107,1381,1274,.923,2.33,4,11.4,2810.0,,,,80.0,26.59,0,0,0,2,58.542,2001
2674,Robert Esche,23,PHX,25.0,,10,8,4,68,657,589,.896,3.02,2,3.5,1350.0,,,,107.0,-4.44,0,3,3,2,54.0,2001
2675,Bob Essensa,36,VAN,39.0,,18,12,3,92,854,762,.892,2.68,1,4.2,2059.0,,,,111.0,-9.39,0,0,0,4,52.795,2001
2676,Scott Fankhouser,25,ATL,7.0,,2,1,0,16,160,144,.900,3.44,0,0.9,260.0,,,,0.0,0.0,0,0,0,2,37.143,2001
2677,Manny Fernandez,26,MIN,42.0,,19,17,4,92,1147,1055,.920,2.24,4,9.1,2461.0,,,,83.0,18.96,0,0,0,6,58.595,2001
2678,Eric Fichaud,25,MTL,2.0,,0,2,0,4,32,28,.875,3.89,0,0.1,62.0,,,,0.0,0.0,0,0,0,0,31.0,2001
2679,Stephane Fiset,30,LAK,7.0,,3,0,1,19,129,110,.853,3.58,0,0.1,318.0,,,,0.0,0.0,0,0,0,2,45.429,2001
2680,Wade Flaherty,33,TBL,22.0,,6,12,0,64,525,461,.878,3.38,1,1.8,1135.0,,,,126.0,-13.21,0,0,0,2,51.591,2001
2681,Mike Fountain,29,OTT,1.0,,0,1,0,3,25,22,.880,3.07,0,0.1,59.0,,,,0.0,0.0,0,0,0,0,59.0,2001
2682,Joaquin Gage,27,EDM,5.0,,2,2,0,15,125,110,.880,3.46,0,0.5,260.0,,,,0.0,0.0,0,0,0,0,52.0,2001
2683,Mathieu Garon,23,MTL,11.0,,4,5,1,24,233,209,.897,2.44,2,1.3,589.0,,,,0.0,0.0,0,0,0,0,53.545,2001
2684,Jean-Sebastien Giguere,23,MDA,34.0,,11,17,5,87,976,889,.911,2.57,4,6.8,2031.0,,,,92.0,7.42,0,2,2,8,59.735,2001
2685,John Grahame,25,BOS,10.0,,3,4,0,28,211,183,.867,3.57,0,0.5,471.0,,,,0.0,0.0,0,0,0,2,47.1,2001
2686,Derek Gustafson,21,MIN,4.0,,1,3,0,10,97,87,.897,2.51,0,0.5,239.0,,,,0.0,0.0,0,0,0,0,59.75,2001
2687,Jeff Hackett,32,MTL,19.0,,4,10,2,54,477,423,.887,3.25,0,2.1,998.0,,,,117.0,-7.86,0,1,1,0,52.526,2001
2688,Dominik Hasek*,36,BUF,67.0,,37,24,4,137,1726,1589,.921,2.11,11,13.9,3904.0,,,,82.0,29.97,0,3,3,22,58.269,2001
2689,Glenn Healy,38,TOR,15.0,,4,7,3,38,331,293,.885,2.62,0,1.4,871.0,,,,119.0,-5.98,0,0,0,0,58.067,2001
2690,Guy Hebert,34,NYR,54.0,,17,30,5,157,1521,1364,.897,3.19,2,8.3,2950.0,,,,107.0,-9.86,0,0,0,0,54.63,2001
2691,Johan Hedberg,27,PIT,9.0,,7,1,1,24,253,229,.905,2.64,0,1.6,545.0,,,,0.0,0.0,0,0,0,0,60.556,2001
2692,Corey Hirsch,28,WSH,1.0,,1,0,0,0,8,8,1.000,0.00,0,0.1,20.0,,,,0.0,0.0,0,0,0,0,20.0,2001
2693,Milan Hnilicka,27,ATL,36.0,,12,19,2,105,951,846,.890,3.41,2,4.4,1879.0,,,,114.0,-13.0,0,0,0,4,52.194,2001
2694,Johan Holmqvist,22,NYR,2.0,,0,2,0,10,71,61,.859,5.05,0,0.1,119.0,,,,0.0,0.0,0,0,0,2,59.5,2001
2695,Jani Hurme,26,OTT,22.0,,12,5,4,54,563,509,.904,2.50,2,3.5,1296.0,,,,99.0,0.46,0,0,0,0,58.909,2001
2696,Arturs Irbe,33,CAR,77.0,,37,29,9,180,1947,1767,.908,2.45,6,12.9,4406.0,,,,96.0,8.35,0,2,2,6,57.221,2001
2697,Brent Johnson,23,STL,31.0,,19,9,2,63,676,613,.907,2.17,4,4.4,1744.0,,,,96.0,2.39,0,0,0,2,56.258,2001
2698,Curtis Joseph,33,TOR,68.0,,33,27,8,163,1907,1744,.915,2.39,6,14.0,4100.0,,,,88.0,21.48,0,1,1,8,60.294,2001
2699,Nikolai Khabibulin,28,TBL,2.0,,1,1,0,6,69,63,.913,2.92,0,0.5,123.0,,,,0.0,0.0,0,0,0,0,61.5,2001
2700,Trevor Kidd,28,FLA,42.0,,10,23,6,130,1217,1087,.893,3.31,1,6.1,2354.0,,,,110.0,-12.27,0,1,1,6,56.048,2001
2701,Miikka Kiprusoff,24,SJS,5.0,,2,1,0,5,51,46,.902,1.94,0,0.3,154.0,,,,0.0,0.0,0,0,0,0,30.8,2001
2702,Dieter Kochan,26,TBL,10.0,,0,3,0,18,138,120,.870,3.44,0,0.3,314.0,,,,0.0,0.0,0,0,0,0,31.4,2001
2703,Olaf Kolzig,30,WSH,72.0,,37,26,8,177,1941,1764,.909,2.48,5,13.1,4279.0,,,,94.0,10.77,0,2,2,14,59.431,2001
2704,Evgeny Konstantinov,19,TBL,1.0,,0,0,0,0,0,0,,0.00,0,0.0,1.0,,,,0.0,0.0,0,0,0,0,1.0,2001
2705,Jason LaBarbera,21,NYR,1.0,,0,0,0,0,2,2,1.000,0.00,0,0.0,10.0,,,,0.0,0.0,0,0,0,0,10.0,2001
2706,Patrick Lalime,26,OTT,60.0,,36,19,5,141,1640,1499,.914,2.35,7,12.0,3607.0,,,,89.0,17.65,0,1,1,2,60.117,2001
2707,Michel Larocque,24,CHI,3.0,,0,2,0,9,59,50,.847,3.55,0,0.0,152.0,,,,0.0,0.0,0,0,0,0,50.667,2001
2708,Manny Legace,27,DET,39.0,,24,5,5,73,909,836,.920,2.05,2,7.2,2136.0,,,,83.0,14.93,0,2,2,4,54.769,2001
2709,Roberto Luongo,21,FLA,47.0,,12,24,7,107,1333,1226,.920,2.44,5,10.6,2628.0,,,,83.0,21.95,0,0,0,2,55.915,2001
2710,Norm Maracle,26,ATL,13.0,,2,8,3,43,406,363,.894,3.43,0,2.1,753.0,,,,109.0,-3.72,0,0,0,0,57.923,2001
2711,Chris Mason,24,NSH,1.0,,0,1,0,2,20,18,.900,2.05,0,0.1,59.0,,,,0.0,0.0,0,0,0,0,59.0,2001
2712,Kirk McLean,34,NYR,23.0,,8,10,1,71,639,568,.889,3.49,0,2.9,1220.0,,,,115.0,-9.18,0,0,0,0,53.043,2001
2713,Jamie McLennan,29,MIN,38.0,,5,23,9,98,1032,934,.905,2.64,2,6.5,2230.0,,,,98.0,1.83,0,1,1,4,58.684,2001
2714,Tyler Moss,25,CAR,12.0,,1,6,0,37,251,214,.853,3.99,0,0.2,557.0,,,,0.0,0.0,0,0,0,0,46.417,2001
2715,Evgeni Nabokov,25,SJS,66.0,,32,21,7,135,1582,1447,.915,2.19,6,11.7,3700.0,,,,88.0,18.04,0,2,2,8,56.061,2001
2716,Gregg Naumenko,23,MDA,2.0,,0,1,0,7,29,22,.759,5.99,0,-0.3,70.0,,,,0.0,0.0,0,0,0,2,35.0,2001
2717,Mika Noronen,21,BUF,2.0,,2,0,0,5,39,34,.872,2.77,0,0.1,108.0,,,,0.0,0.0,0,0,0,0,54.0,2001
2718,Chris Osgood,28,DET,52.0,,25,19,4,127,1310,1183,.903,2.69,1,8.0,2834.0,,,,100.0,-0.27,0,0,0,8,54.5,2001
2719,Maxime Ouellet,19,PHI,2.0,,0,1,0,3,27,24,.889,2.38,0,0.1,76.0,,,,0.0,0.0,0,0,0,0,38.0,2001
2720,Rich Parent,28,PIT,7.0,,1,1,3,17,150,133,.887,3.08,0,0.6,332.0,,,,0.0,0.0,0,0,0,0,47.429,2001
2721,Steve Passmore,28,CHI,20.0,,3,12,2,51,457,406,.888,2.89,1,2.1,1058.0,,,,115.0,-6.79,0,0,0,4,52.9,2001
2722,Felix Potvin,29,LAK,58.0,,27,22,8,149,1485,1336,.900,2.62,6,8.5,3416.0,,,,104.0,-5.34,0,5,5,4,58.897,2001
2723,Andrew Raycroft,20,BOS,15.0,,4,6,0,32,291,259,.890,2.96,0,1.4,649.0,,,,0.0,0.0,0,0,0,0,43.267,2001
2724,Damian Rhodes,31,ATL,38.0,,7,19,7,116,1129,1013,.897,3.40,0,6.2,2072.0,,,,106.0,-6.78,0,0,0,16,54.526,2001
2725,Mike Richter,34,NYR,45.0,,20,21,3,144,1343,1199,.893,3.28,0,6.7,2635.0,,,,111.0,-14.08,0,0,0,0,58.556,2001
2726,Dominic Roussel,30,EDM,21.0,,3,9,2,52,446,394,.883,3.12,0,1.8,1001.0,,,,121.0,-8.86,0,0,0,2,47.667,2001
2727,Patrick Roy*,35,COL,62.0,,40,13,7,132,1513,1381,.913,2.22,4,10.8,3585.0,,,,90.0,14.36,0,5,5,10,57.823,2001
2728,Tommy Salo,29,EDM,73.0,,36,25,12,179,1856,1677,.904,2.46,8,11.5,4364.0,,,,100.0,0.55,0,1,1,4,59.781,2001
2729,Travis Scott,25,LAK,1.0,,0,0,0,3,10,7,.700,7.28,0,-0.2,25.0,,,,0.0,0.0,0,0,0,0,25.0,2001
2730,Steve Shields,28,SJS,21.0,,6,8,5,47,531,484,.911,2.48,2,3.7,1135.0,,,,91.0,4.37,0,0,0,2,54.048,2001
2731,Peter Skudra,27,BUF,26.0,,6,12,1,62,511,449,.879,3.33,0,1.8,1117.0,,,,125.0,-12.57,0,0,0,0,42.962,2001
2732,Garth Snow,31,PIT,35.0,,14,15,4,101,1014,913,.900,2.98,3,5.9,2032.0,,,,103.0,-2.91,0,0,0,8,58.057,2001
2733,Jamie Storr,25,LAK,45.0,,19,18,6,114,1131,1017,.899,2.74,4,6.4,2498.0,,,,104.0,-4.59,0,0,0,4,55.511,2001
2734,Robbie Tallas,27,CHI,12.0,,2,7,0,35,265,230,.868,3.35,0,0.6,627.0,,,,0.0,0.0,0,0,0,0,52.25,2001
2735,Chris Terreri,36,NYI,18.0,,4,9,2,39,372,333,.895,2.67,0,2.0,896.0,,,,108.0,-3.01,0,0,0,2,49.778,2001
2736,Jose Theodore,24,MTL,59.0,,20,29,5,141,1546,1405,.909,2.57,2,10.4,3298.0,,,,94.0,8.56,1,0,1,6,55.898,2001
2737,Jocelyn Thibault,26,CHI,66.0,,27,32,7,180,1711,1531,.895,2.81,6,8.9,3844.0,,,,109.0,-14.48,0,3,3,2,58.242,2001
2738,Ron Tugnutt,33,CBJ,53.0,,22,25,5,127,1528,1401,.917,2.44,4,11.6,3129.0,,,,86.0,20.82,0,1,1,2,59.038,2001
2739,Marty Turco,25,DAL,26.0,,13,6,1,40,532,492,.925,1.90,3,4.5,1266.0,,,,78.0,11.46,0,0,0,12,48.692,2001
2740,Roman Turek,30,STL,54.0,,24,18,10,123,1248,1125,.901,2.27,6,7.4,3232.0,,,,102.0,-2.27,0,1,1,6,59.852,2001
2741,John Vanbiesbrouck,37,NJD,48.0,,14,25,5,126,1270,1144,.901,2.90,2,7.5,2630.0,,,,103.0,-3.14,0,0,0,8,54.792,2001
2742,Mike Vernon,37,CGY,41.0,,12,23,5,121,1034,913,.883,3.23,3,4.1,2246.0,,,,121.0,-20.97,0,1,1,16,54.78,2001
2743,Tomas Vokoun,24,NSH,37.0,,13,17,5,85,940,855,.910,2.51,2,6.4,2088.0,,,,93.0,5.93,0,0,0,2,56.432,2001
2744,Kevin Weekes,25,TBL,61.0,,20,33,3,177,1742,1565,.898,3.15,4,9.8,3378.0,,,,105.0,-8.48,0,1,1,4,55.377,2001
2745,Kay Whitmore,33,BOS,5.0,,1,2,0,18,94,76,.809,5.33,0,-0.4,203.0,,,,0.0,0.0,0,0,0,0,40.6,2001
2746,Vitali Yeremeyev,25,NYR,4.0,,0,4,0,16,104,88,.846,4.52,0,0.0,212.0,,,,0.0,0.0,0,0,0,0,53.0,2001
2747,David Aebischer,23,COL,21.0,,13,6,0,37,538,501,.931,1.88,2,4.8,1184.0,,,,75.0,12.63,0,0,0,4,56.381,2002
2748,Jean-Sebastien Aubin,24,PIT,21.0,,3,12,1,65,537,472,.879,3.56,0,1.5,1094.0,,,,131.0,-15.46,0,0,0,0,52.095,2002
2749,Alex Auld,21,VAN,1.0,,1,0,0,2,22,20,.909,2.00,0,0.1,60.0,,,,0.0,0.0,0,1,1,0,60.0,2002
2750,Tom Barrasso,36,TOR,38.0,,15,14,5,93,996,903,.907,2.62,2,6.0,2127.0,,,,101.0,-1.12,0,0,0,4,55.974,2002
2751,Ed Belfour*,36,DAL,60.0,,21,27,11,153,1458,1305,.895,2.65,1,6.9,3467.0,,,,114.0,-18.5,0,5,5,12,57.783,2002
2752,Craig Billington,35,WSH,17.0,,4,5,3,36,295,259,.878,3.04,0,0.8,710.0,,,,0.0,0.0,0,0,0,0,41.765,2002
2753,Martin Biron,24,BUF,72.0,,31,28,10,151,1781,1630,.915,2.22,4,12.5,4085.0,,,,92.0,13.3,0,1,1,8,56.736,2002
2754,Dan Blackburn,18,NYR,31.0,,12,16,0,95,935,840,.898,3.32,0,4.8,1737.0,,,,110.0,-8.75,0,0,0,10,56.032,2002
2755,Brian Boucher,25,PHI,41.0,,18,16,4,92,972,880,.905,2.41,2,5.7,2295.0,,,,103.0,-2.33,0,0,0,4,55.976,2002
2756,Fred Brathwaite,29,STL,25.0,,9,11,4,54,543,489,.901,2.24,2,2.9,1446.0,,,,108.0,-3.91,0,0,0,0,57.84,2002
2757,Martin Brochu,28,VAN,6.0,,0,3,0,15,104,89,.856,4.16,0,0.0,216.0,,,,0.0,0.0,0,0,0,0,36.0,2002
2758,Martin Brodeur*,29,NJD,73.0,,38,26,9,156,1655,1499,.906,2.15,4,9.8,4347.0,,,,102.0,-3.33,0,4,4,8,59.548,2002
2759,Ilya Bryzgalov,21,MDA,1.0,,0,0,0,1,12,11,.917,1.87,0,0.1,32.0,,,,0.0,0.0,0,0,0,0,32.0,2002
2760,Sean Burke,35,PHX,60.0,,33,21,6,137,1711,1574,.920,2.29,5,12.9,3587.0,,,,87.0,20.84,0,1,1,14,59.783,2002
