,level_0,index,Year,age,gp,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,fouls,pts,selection,name,pos,team,school
14,14,2.0,1957,26,1.2531645569620253,,1.4114234315268717,1.3415460425007697,1.4498385608856093,0.9629807150107138,,,,1.3415460425007697,1.4498385608856093,0.9629807150107138,0.9629807150107138,0.7533039647577091,0.800299401197605,1.0019208715596324,,,2.0121164744967754,0.7478210342823938,,,,1.4558823529411762,1.1680765805877118,,Jim Loscutoff,SF,BOS,N/A
15,15,2.142857142857143,1957,30,1.0920433996383363,,1.0017989655947828,0.9756698490914688,1.0046125461254616,1.0132231870982293,,,,0.9756698490914688,1.0046125461254616,1.0132231870982293,1.0132231870982293,0.7136563876651981,0.6520958083832337,1.12680619266055,,,1.1801837013875316,0.8053457292271933,,,,1.2478991596638653,0.9036064113980412,,Jack Nichols,PF,BOS,N/A
16,16,2.2857142857142856,1957,34,1.1994575045207956,,0.9795367663593432,0.4878349245457344,0.46805811808118086,1.057883162287132,,,,0.4878349245457344,0.46805811808118086,1.057883162287132,1.057883162287132,0.5154185022026431,0.5928143712574852,0.911095183486238,,,0.5223763924174321,1.438117373619988,,,,0.7487394957983192,0.48486197684772947,,Andy Phillip*,PG,BOS,N/A
17,17,2.4285714285714284,1957,25,0.6265822784810127,,1.0285136046773102,1.1890976285802275,1.1416051660516608,1.0969606405774217,,,,1.1890976285802275,1.1416051660516608,1.0969606405774217,1.0969606405774217,1.625550660792951,1.5413173652694614,1.1225487385321093,,,0.9867109634551493,1.092969203951191,,,,1.3310924369747898,1.3113312555654502,,Frank Ramsey*,SG,BOS,N/A
18,18,2.5714285714285716,1957,32,0.7698010849909583,,0.9661794468180793,0.8537111179550351,0.8105396678966791,1.0830043983308897,,,,0.8537111179550351,0.8105396678966791,1.0830043983308897,1.0830043983308897,0.9911894273127752,1.0670658682634733,0.9636037844036692,,,1.296267344146961,0.6902963393375943,,,,1.5806722689075627,0.8815672306322354,,Arnie Risen*,C,BOS,N/A
19,19,2.7142857142857144,1957,22,0.8593128390596745,,1.5717112660220367,1.768401601478287,1.541166974169742,1.19186308785384,,,,1.768401601478287,1.541166974169742,1.19186308785384,1.19186308785384,1.2687224669603523,1.8970059880239525,0.6982224770642198,,,3.792065663474692,1.0354445090063915,,,,1.2478991596638653,1.6198797862867325,,Bill Russell*,C,BOS,N/A
20,20,2.857142857142857,1957,30,1.1994575045207956,,1.5984259051045644,2.347705574376347,2.1119695571955726,1.1611593549114696,,,,2.347705574376347,2.1119695571955726,1.1611593549114696,1.1611593549114696,2.2599118942731273,1.867365269461078,1.2843319954128434,,,0.8319327731092436,2.013364323067983,,,,1.1647058823529408,2.325133570792521,,Bill Sharman*,SG,BOS,N/A
21,21,3.0,1957,26,0.9309222423146474,,0.5743647402743421,0.457345241761626,0.5593865313653138,0.8624957708356829,,,,0.457345241761626,0.5593865313653138,0.8624957708356829,0.8624957708356829,0.5154185022026431,0.5038922155688623,1.0998423165137607,,,0.7738909517295289,0.34514816966879713,,,,1.0815126050420167,0.48486197684772947,,Lou Tsioropoulos,SF,BOS,N/A
22,22,2.75,1958,29,1.171277757553695,,1.5271300347300536,1.9124999999999994,2.0552166934189406,0.9969760077596784,,,,1.9124999999999994,2.0552166934189406,0.9969760077596784,0.9969760077596784,1.6812796208530805,1.440628637951106,1.2340519137703476,,,0.8779709116708051,3.9028317601332576,,,,0.8801862828111772,1.8616798997074804,,Bob Cousy*,PG,BOS,N/A
23,23,2.875,1958,23,1.2433563887877686,,1.4288935997474184,1.9124999999999994,1.8857142857142861,1.0788805523065075,,,,1.9124999999999994,1.8857142857142861,1.0788805523065075,1.0788805523065075,1.6812796208530805,1.642316647264261,1.0830620325560933,,,1.7910606598084422,0.9894503053858964,,,,1.6765453005927182,1.8409945674885084,,Tom Heinsohn*,PF,BOS,N/A
24,24,3.0,1958,24,1.0091008372770296,,0.47332100491633233,0.5062499999999999,0.4449438202247192,1.2116224003651617,,,,0.5062499999999999,0.4449438202247192,1.2116224003651617,1.2116224003651617,0.43009478672985785,0.43218859138533183,1.0366036075670921,,,0.509223128769067,0.384786229872293,,,,0.33530906011854367,0.47576264103635607,,Sam Jones*,SG,BOS,N/A
25,25,3.125,1958,27,0.09009828904259191,,0.5001127599115964,0.6187499999999998,0.6568218298555378,1.0026245970387702,,,,0.6187499999999998,0.6568218298555378,1.0026245970387702,1.0026245970387702,0.07819905213270142,0.17287543655413273,0.483457985041795,,,0.7023767293366441,0.10993892282065515,,,,0.6706181202370873,0.47576264103635607,,Jim Loscutoff,SF,BOS,N/A
26,26,3.25,1958,31,1.2433563887877686,,0.7903567723602908,0.7031249999999998,0.7415730337078653,0.9913274184805869,,,,0.7031249999999998,0.7415730337078653,0.9913274184805869,0.9913274184805869,0.3518957345971564,0.34575087310826547,1.071447426308843,,,0.7726144022703085,0.4947251526929482,,,,0.7544453852667232,0.5998746343501881,,Jack Nichols,PF,BOS,N/A
27,27,3.375,1958,35,1.2613760465962869,,0.7412385548689734,0.3937499999999998,0.4131621187800964,1.0026245970387702,,,,0.3937499999999998,0.4131621187800964,1.0026245970387702,1.0026245970387702,0.23459715639810425,0.2881257275902212,0.8594808622965247,,,0.4038666193685703,0.9344808439755687,,,,0.7125317527519053,0.3516506477225241,,Andy Phillip*,PG,BOS,N/A
28,28,3.5,1958,26,1.2433563887877686,,1.3261918722655726,1.5468749999999996,1.3772070626003212,1.1833794539697033,,,,1.5468749999999996,1.3772070626003212,1.1833794539697033,1.1833794539697033,2.1895734597156395,1.9592549476135042,1.1774307083150022,,,1.2818375310393755,1.3192670738478618,,,,1.5088907705334464,1.7065399080651904,,Frank Ramsey*,SG,BOS,N/A
29,29,3.625,1958,33,1.1352384419366581,,0.7948220648595015,0.5906249999999998,0.6674157303370788,0.9546115881664909,,,,0.5906249999999998,0.6674157303370788,0.9546115881664909,0.9546115881664909,0.7037914691943128,0.7779394644935973,0.9915970083589969,,,1.000886839304718,0.4397556912826206,,,,1.2993226079593567,0.6309026326786461,,Arnie Risen*,C,BOS,N/A
30,30,3.75,1958,23,1.2433563887877686,,1.7102070271976912,1.8562499999999993,1.58908507223114,1.2483382306792574,,,,1.8562499999999993,1.58908507223114,1.2483382306792574,1.2483382306792574,1.2902843601895733,1.844004656577416,0.7534975802903653,,,3.985987938985455,1.5941143808994995,,,,1.089754445385267,1.7168825741746765,,Bill Russell*,C,BOS,N/A
31,31,3.875,1958,31,1.1352384419366581,,1.5673176672229496,2.446874999999999,2.182343499197432,1.1975009271674324,,,,2.446874999999999,2.182343499197432,1.1975009271674324,1.1975009271674324,1.876777251184834,1.5558789289871946,1.2964804223493183,,,0.8252926569705569,1.4841754580788447,,,,1.047840812870449,2.3064145424153786,,Bill Sharman*,SG,BOS,N/A
32,32,4.0,1958,27,1.2613760465962869,,1.1609760497947774,0.7874999999999996,0.9428571428571431,0.8953014007360285,,,,0.7874999999999996,0.9428571428571431,0.8953014007360285,0.8953014007360285,0.7819905213270142,0.8643771827706637,0.9959524857017158,,,1.0886839304717983,0.8795113825652412,,,,1.4669771380186285,0.7963852904304222,,Lou Tsioropoulos,SF,BOS,N/A
33,33,3.6666666666666665,1959,25,1.1954520844612886,,0.7068684516880095,0.4965909090909092,0.5420186749666519,0.8871401258001052,,,,0.4965909090909092,0.5420186749666519,0.8871401258001052,0.8871401258001052,0.7747368421052632,0.8144166930129625,1.0250500542572867,,,0.34749763928234184,0.8932038834951457,,,,0.8739205526770296,0.5568061159481843,,Al Ferrari,SG,STL,N/A
34,34,3.7777777777777777,1959,21,0.0332070023461469,,0.14994179278230504,0.1306818181818182,0.0511338372610049,2.5492532350577735,,,,0.1306818181818182,0.0511338372610049,2.5492532350577735,2.5492532350577735,0.0,0.0,0.0,,,0.17374881964117092,0.0,,,,0.3972366148531952,0.09768528349968146,,Dave Gambee,SF,STL,N/A
35,35,3.888888888888889,1959,25,0.7637610539613788,,1.032456344586729,0.8363636363636365,0.9204090706980882,0.8973371387403364,,,,0.8363636363636365,0.9204090706980882,0.8973371387403364,0.8973371387403364,0.8909473684210526,1.0180208662662031,0.9139678124379098,,,0.9556185080264401,1.313535122786979,,,,1.1122625215889466,0.8400934380972604,,Si Green,PG,STL,N/A
36,36,4.0,1959,27,1.1954520844612886,,1.6065192083818398,2.352272727272728,2.014673188083593,1.1624594751863448,,,,2.352272727272728,2.014673188083593,1.1624594751863448,1.1624594751863448,2.246736842105263,2.1523869743914013,1.0883247489645265,,,1.8938621340887631,1.7864077669902914,,,,1.509499136442142,2.3151412189424505,,Cliff Hagan*,SF,STL,N/A
37,37,4.111111111111111,1959,29,1.1622450821151415,,0.9767636786961585,1.4897727272727277,1.2885726989773234,1.157360968716229,,,,1.4897727272727277,1.2885726989773234,1.157360968716229,1.157360968716229,1.1233684210526316,1.0471071767309519,1.153005547998594,,,1.4942398489140698,0.683038263849229,,,,1.2314335060449053,1.406668082395413,,Clyde Lovellette*,C,STL,N/A
38,38,4.222222222222222,1959,30,0.23244901642302834,,0.5997671711292202,0.41818181818181827,0.552245442418853,0.7469311978719276,,,,0.41818181818181827,0.552245442418853,0.7469311978719276,0.7469311978719276,0.5810526315789474,0.7271577616187166,0.843662596096532,,,0.5038715769593957,0.47287264420331243,,,,0.5561312607944733,0.44935230409853466,,Ed Macauley*,C,STL,N/A
39,39,4.333333333333333,1959,33,1.1788485832882152,,1.512270081490105,0.9147727272727274,1.012449977767897,0.8845908725650474,,,,0.9147727272727274,1.012449977767897,0.8845908725650474,0.8845908725650474,1.0846315789473684,1.0471071767309519,1.0911369576181813,,,0.6254957507082154,2.4694460308395203,,,,1.271157167530225,0.9475472499469101,,Slater Martin*,PG,STL,N/A
40,40,4.444444444444445,1959,30,1.1954520844612886,,1.3280558789289876,0.8886363636363638,0.981769675411294,0.9126326581506828,,,,0.8886363636363638,0.981769675411294,0.9126326581506828,0.9126326581506828,0.5035789473684211,0.6398988302244707,0.8647541609989454,,,0.3996222851746931,2.154197601370645,,,,1.2314335060449053,0.8010193246973879,,Jack McMahon,SG,STL,N/A
41,41,4.555555555555555,1959,26,1.1954520844612886,,1.7093364377182774,2.613636363636364,2.3317029791018236,1.1165729169553047,,,,2.613636363636364,2.3317029791018236,1.1165729169553047,1.1165729169553047,3.6025263157894742,3.548529876699337,1.0672331840621132,,,2.849480642115203,1.6287835522558538,,,,1.1122625215889466,2.8524102781906984,,Bob Pettit*,PF,STL,N/A
42,42,4.666666666666667,1959,22,1.0792275762497743,,0.6254714784633296,0.5488636363636364,0.501111605157848,1.0936296378397847,,,,0.5488636363636364,0.501111605157848,1.0936296378397847,1.0936296378397847,0.3098947368421053,0.31994941511223535,1.048953827813355,,,0.8513692162417376,0.2627070245573958,,,,1.0328151986183076,0.48842641749840726,,Hub Reed,C,STL,N/A
43,43,4.777777777777778,1959,31,1.1954520844612886,,1.0196041909196742,0.5227272727272728,0.5420186749666519,0.9840117487323006,,,,0.5227272727272728,0.5420186749666519,0.9840117487323006,0.9840117487323006,0.736,0.7562440720834653,1.0616087667548029,,,1.5811142587346554,0.7355796687607081,,,,1.430051813471503,0.5861117009980887,,Chuck Share,C,STL,N/A
44,44,4.888888888888889,1959,25,1.0460205739036275,,0.5055180442374856,0.41818181818181827,0.4602045353490441,0.8845908725650474,,,,0.41818181818181827,0.4602045353490441,0.8845908725650474,0.8845908725650474,0.3873684210526316,0.37812203604173267,1.0630148710816303,,,0.33012275731822477,0.42033123929183325,,,,0.6355785837651124,0.40050966234869395,,Win Wilfong,PG,STL,N/A
45,45,4.5,1960,31,1.2402992865843048,,1.6002486788933792,1.9999999999999996,1.9154283434726243,1.104457190969847,,,,1.9999999999999996,1.9154283434726243,1.104457190969847,1.104457190969847,2.4361476453118374,2.236768802228412,1.1614354390555859,,,1.4430508474576271,1.075070821529745,,,,1.4914495114006512,2.1092003439380913,,Paul Arizin*,SF,PHW,N/A
46,46,4.6,1960,28,1.1369410127022794,,0.5407433722634222,0.41463414634146334,0.44430038894983553,1.0106825238120296,,,,0.41463414634146334,0.44430038894983553,1.0106825238120296,1.0106825238120296,0.16801018243529917,0.15320334261838436,1.2283853515825998,,,0.3188135593220339,0.5141643059490086,,,,0.5643322475570032,0.3688736027515047,,Ernie Beck,SG,PHW,N/A
47,47,4.7,1960,23,1.2402992865843048,,2.0398774368311208,3.6097560975609753,3.169342774508827,1.2008367099931592,,,,3.6097560975609753,3.169342774508827,1.2008367099931592,1.2008367099931592,3.360203648705983,4.228412256267409,0.847061936754826,,,4.530508474576272,1.075070821529745,,,,0.8464983713355048,3.556319862424764,,Wilt Chamberlain*,C,PHW,N/A
48,48,4.8,1960,27,1.2919784235253176,,1.6837781429015501,1.3902439024390243,1.2934077989428545,1.1279008577593013,,,,1.3902439024390243,1.2934077989428545,1.1279008577593013,1.1279008577593013,1.5120916419176924,1.3788300835654592,1.1556137075314978,,,1.745084745762712,2.570821529745043,,,,1.6526872964169377,1.418744625967326,,Tom Gola*,SG,PHW,N/A
49,49,4.9,1960,30,1.2575256655646423,,0.7649540388116702,0.7317073170731706,0.789867358133041,0.9690048939641112,,,,0.7317073170731706,0.789867358133041,0.9690048939641112,0.9690048939641112,0.7560458209588462,0.7353760445682449,1.0959409594095944,,,0.8222033898305086,0.7011331444759208,,,,0.8061889250814331,0.7282889079965607,,Joe Graboski,PF,PHW,N/A
50,50,5.0,1960,24,1.154167391682617,,0.6902171499622543,0.4634146341463414,0.5232871247631397,0.9299321159816873,,,,0.4634146341463414,0.5232871247631397,0.9299321159816873,0.9299321159816873,0.33602036487059833,0.39832869080779937,0.8863586245424209,,,0.40271186440677964,0.5609065155807366,,,,0.3627850162866449,0.4350816852966466,,Vern Hatton,SG,PHW,N/A
51,51,5.1,1960,27,1.2919784235253176,,0.8308983525023315,0.8048780487804876,0.849107409993019,0.9846340051570804,,,,0.8048780487804876,0.849107409993019,0.9846340051570804,0.9846340051570804,0.7140432753500213,0.8579387186629523,0.8747151614942446,,,0.6376271186440678,0.934844192634561,,,,1.048045602605863,0.7755803955288048,,Andy Johnson,SF,PHW,N/A
52,52,5.2,1960,24,1.1713937706629545,,1.6046449664727567,1.219512195121951,1.2637877730128657,1.0132873756775247,,,,1.219512195121951,1.2637877730128657,1.0132873756775247,1.0132873756775247,0.6720407297411967,0.8272980501392756,0.892180356066509,,,0.9732203389830508,3.3186968838526916,,,,1.168973941368078,1.0971625107480654,,Guy Rodgers*,PG,PHW,N/A
53,53,5.3,1960,21,0.6718287802331652,,0.4308361827789868,0.5365853658536585,0.5430338087164657,1.0341261906014843,,,,0.5365853658536585,0.5430338087164657,1.0341261906014843,1.0341261906014843,0.2940178192617735,0.27576601671309187,1.050822540097911,,,0.5872881355932204,0.2804532577903683,,,,0.7255700325732898,0.472914875322442,,Joe Ruklick,PF,PHW,N/A
54,54,5.4,1960,25,1.2230729076039673,,1.143034770638128,1.1219512195121948,1.3526478508028326,0.8700205230753039,,,,1.1219512195121948,1.3526478508028326,0.8700205230753039,0.8700205230753039,0.33602036487059833,0.4596100278551531,0.7772011584657681,,,1.0571186440677967,0.7478753541076488,,,,1.168973941368078,0.9363714531384352,,Woody Sauldsberry,PF,PHW,N/A
55,55,5.5,1960,27,0.18949016878371325,,0.3209289932945513,0.31707317073170727,0.40480702104318345,0.8101089301689208,,,,0.31707317073170727,0.40480702104318345,0.8101089301689208,0.8101089301689208,0.08400509121764958,0.2144846796657381,0.3638582202555094,,,0.35237288135593225,0.23371104815864024,,,,0.7255700325732898,0.2553740326741187,,Guy Sparrow,F,PHW,N/A
56,56,5.090909090909091,1961,30,1.1586378737541527,,0.714656050365707,0.5595387315116569,0.6316764433467119,0.9385740003273145,,,,0.5595387315116569,0.6316764433467119,0.9385740003273145,0.9385740003273145,0.5429524603836531,0.5670731707317075,0.982424316331819,,,1.1900087642418926,0.21577726218097443,,,,1.3875000000000002,0.5651041666666666,,Gene Conley,PF,BOS,N/A
57,57,5.181818181818182,1961,32,1.1740863787375415,,1.3991760022220165,1.585359739283028,1.7418956468045692,0.9411106868146857,,,,1.585359739283028,1.7418956468045692,0.9411106868146857,0.9411106868146857,1.7839866555462887,1.6728658536585372,1.10434133105698,,,0.71726555652936,3.322969837587006,,,,0.9750000000000001,1.623553240740741,,Bob Cousy*,PG,BOS,N/A
58,58,5.2727272727272725,1961,23,0.3862126245847176,,0.36163318211276735,0.3497117071947856,0.3636924976844705,1.0248213408979325,,,,0.3497117071947856,0.3636924976844705,1.0248213408979325,1.0248213408979325,0.03878231859883237,0.11341463414634151,0.4252919118319563,,,0.45644171779141085,0.08631090487238978,,,,0.41250000000000003,0.28703703703703703,,Gene Guarilia,SF,BOS,N/A
59,59,5.363636363636363,1961,26,1.1431893687707642,,1.3130728636237385,1.9816996741037851,2.0290213028712563,1.0146745949484481,,,,1.9816996741037851,2.0290213028712563,1.0146745949484481,1.0146745949484481,1.7064220183486243,1.6161585365853666,1.0873296545837017,,,1.6138475021910599,0.8199535962877028,,,,1.3125,1.910590277777778,,Tom Heinsohn*,PF,BOS,N/A
60,60,5.454545454545454,1961,28,1.2049833887043189,,0.8868623275622629,0.6061669591376284,0.7369558505711639,0.8574000327314386,,,,0.6061669591376284,0.7369558505711639,0.8574000327314386,0.8574000327314386,0.9307756463719767,1.0207317073170736,0.94131276485473,,,0.5868536371603854,1.3809744779582365,,,,0.9,0.6817129629629629,,K.C. Jones*,PG,BOS,N/A
61,61,5.545454545454546,1961,27,1.2049833887043189,,1.1193408017776132,1.4454750564051138,1.3112071627045383,1.138972232829633,,,,1.4454750564051138,1.3112071627045383,1.138972232829633,1.138972232829633,1.0471226021684739,0.9640243902439027,1.115682448705832,,,0.8802804557405782,1.2083526682134567,,,,0.7125,1.3454861111111112,,Sam Jones*,SG,BOS,N/A
62,62,5.636363636363637,1961,30,1.1740863787375415,,0.6543838533469123,0.44296816244672843,0.6029638777400431,0.7635426326987073,,,,0.44296816244672843,0.6029638777400431,0.7635426326987073,0.7635426326987073,0.23269391159299418,0.28353658536585374,0.9143776104387061,,,0.619456617002629,0.12946635730858466,,,,1.1625,0.39467592592592593,,Jim Loscutoff,SF,BOS,N/A
63,63,5.7272727272727275,1961,29,1.2204318936877077,,1.1021201740579578,1.3289044873401854,1.330348873108984,1.032431400360046,,,,1.3289044873401854,1.330348873108984,1.032431400360046,1.032431400360046,1.4349457881567975,1.2759146341463419,1.180893875186732,,,0.8965819456616999,0.7767981438515079,,,,1.35,1.3544560185185184,,Frank Ramsey*,SG,BOS,N/A
64,64,5.818181818181818,1961,26,1.2049833887043189,,1.9071845199518562,1.585359739283028,1.5313368323556653,1.0806284436200972,,,,1.585359739283028,1.5313368323556653,1.0806284436200972,1.0806284436200972,1.2798165137614679,1.7012195121951226,0.7797018383585866,,,3.896056091148114,1.467285382830626,,,,0.75,1.5159143518518516,,Bill Russell*,C,BOS,N/A
65,65,5.909090909090909,1961,22,1.0504983388704319,,0.6845199518563096,0.5129105038856856,0.4976844705155912,1.0654083246958705,,,,0.5129105038856856,0.4976844705155912,1.0654083246958705,1.0654083246958705,0.38782318598832366,0.42530487804878064,0.9498186030913692,,,0.9291849255039436,0.2589327146171693,,,,0.7125,0.47540509259259256,,Tom Sanders*,SF,BOS,N/A
66,66,6.0,1961,34,0.9423588039867109,,1.084899546338302,1.4687891702180995,1.4260574251312133,1.0704816976706129,,,,1.4687891702180995,1.4260574251312133,1.0704816976706129,1.0704816976706129,1.3185988323603004,1.049085365853659,1.305646169324106,,,0.6031551270815073,1.0357308584686773,,,,0.7875000000000001,1.4351851851851851,,Bill Sharman*,SG,BOS,N/A
67,67,5.583333333333333,1962,34,0.7914781847366117,,0.3790762989545951,0.3795130142737195,0.42705220601160127,0.9601090802551216,,,,0.3795130142737195,0.42705220601160127,0.9601090802551216,0.9601090802551216,0.1621233859397417,0.17637877211238287,1.1005770166007278,,,0.1756567697808177,0.658252427184466,,,,0.4070605187319885,0.3393118000324623,,Carl Braun*,PG,BOS,N/A
68,68,5.666666666666667,1962,33,1.2366846636509559,,1.2430176314557653,1.470612930310663,1.5592371242749161,0.9957629983547813,,,,1.470612930310663,1.5592371242749161,0.9957629983547813,0.9957629983547813,1.3375179340028691,1.293444328824141,1.1198853853130213,,,0.6147986942328619,3.422912621359223,,,,0.7327089337175793,1.439782502840448,,Bob Cousy*,PG,BOS,N/A
69,69,5.75,1962,24,0.7420107981905735,,0.36144484318926506,0.3320738874895045,0.35753207945157317,0.9652024971265015,,,,0.3320738874895045,0.35753207945157317,0.9652024971265015,0.9652024971265015,0.36477761836441885,0.4115504682622267,0.9520511034292395,,,0.4918389553862895,0.08776699029126213,,,,0.4884726224783862,0.3301412108423957,,Gene Guarilia,SF,BOS,N/A
70,70,5.833333333333333,1962,27,1.3026411790456736,,1.3311749102824153,2.087321578505457,2.0260151168922476,1.0925379189110005,,,,2.087321578505457,2.0260151168922476,1.0925379189110005,1.0925379189110005,1.8238880918220943,1.6168054110301764,1.2164272288744888,,,1.6687393129177681,0.9215533980582523,,,,1.4247118155619598,2.0267002110047074,,Tom Heinsohn*,PF,BOS,N/A
71,71,5.916666666666667,1962,29,1.3191303078943528,,1.1328210329224528,0.8776238455079763,0.9037616452803654,1.033963624890131,,,,0.8776238455079763,0.9037616452803654,1.033963624890131,1.033963624890131,0.7295552367288377,0.8524973985431838,0.9416542895072355,,,0.6499300481890256,1.8869902912621357,,,,1.05835734870317,0.8436942054861224,,K.C. Jones*,PG,BOS,N/A
72,72,6.0,1962,28,1.286152050196994,,1.3488063660477454,1.8026868178001674,1.638688697486377,1.1816727141601495,,,,1.8026868178001674,1.638688697486377,1.1816727141601495,1.1816727141601495,1.2564562410329982,1.1170655567117582,1.2149419697427737,,,1.0363749417068244,1.316504854368932,,,,0.773414985590778,1.6873884109722448,,Sam Jones*,SG,BOS,N/A
73,73,6.083333333333333,1962,31,1.3026411790456736,,0.6391402714932126,0.5692695214105792,0.6554754789945507,0.921908453719772,,,,0.5692695214105792,0.6554754789945507,0.921908453719772,0.921908453719772,0.24318507890961255,0.32336108220603527,0.796098894599177,,,0.7377584330794343,0.26330097087378634,,,,0.9362391930835734,0.48604122707352704,,Jim Loscutoff,SF,BOS,N/A
