,season,Unnamed: 0,age,gp,gs,wins,losses,ties,goals_against,shots,saves,save_pct,goals_avg,shutouts,gps,minutes,quality_starts,quality_start_pct,really_bad_starts,ga_pct_minus,gs_above_avg,goals_scored,assists,points,plm,mpg,name,team
551,1964,0.9927927927927928,25,0.21176470588235294,,0.17142857142857143,0.2571428571428572,0.21428571428571427,0.24718126626192544,0.2222060852516157,0.21992391821207796,1.0178811910818497,0.9250736377025037,0.0,0.130246020260492,0.20243718493232246,,,,0.0,0.0,,0.0,0.0,0.0,1.0091116308335213,Denis DeJordy,CBH
552,1964,0.9945945945945946,22,0.03529411764705882,,0.0,0.08571428571428572,0.0,0.06504770164787511,0.033766610994118075,0.030908226343319065,0.9415681580128686,2.071060382916053,0.0,-0.04341534008683068,0.023816139403802644,,,,0.0,0.0,,0.0,0.0,0.0,0.712309902294825,Harrison Gray,DET
553,1964,0.9963963963963964,32,2.294117647058824,,2.9142857142857146,1.6285714285714286,2.357142857142857,1.9254119687771034,2.2983080386319075,2.332382310984308,1.0436929522669463,0.6351251840942562,2.625,2.9305354558610706,2.29766204898186,,,,1.5422276621787026,24.356940509915017,,10.0,10.0,1.875,1.0572281647335369,Glenn Hall*,CBH
554,1964,0.9981981981981982,30,2.1882352941176473,,2.8285714285714287,1.542857142857143,2.357142857142857,1.8213356461405033,1.90944738944158,1.9174988112220637,1.0324704474038606,0.624079528718704,3.0,2.88712011577424,2.214900964553646,,,,1.744186046511628,5.753541076487252,,0.0,0.0,1.875,1.0684648534422376,Charlie Hodge,MTL
555,1964,1.0,28,2.4705882352941178,,1.542857142857143,3.428571428571429,2.571428571428571,2.74501300954033,2.673008496115024,2.6664289110794104,1.0257369444860094,0.8311855670103092,2.25,2.083936324167872,2.5006946373992776,,,,1.891064871481028,-4.6997167138810205,,0.0,0.0,1.875,1.0684648534422376,Eddie Johnston,BOS
556,1964,1.0018018018018018,26,0.03529411764705882,,0.0,0.08571428571428572,0.0,0.052038161318300094,0.018517173770967975,0.015454113171659532,0.8585216220260363,1.8225331369661266,0.0,-0.02170767004341534,0.02143452546342238,,,,0.0,0.0,,0.0,0.0,0.0,0.6410789120653426,Jean-Guy Morissette,MTL
557,1964,1.0036036036036036,35,2.294117647058824,,1.885714285714286,3.085714285714286,1.5,2.862098872506505,2.662116040955631,2.6438421302900617,1.0212479425407752,0.936119293078056,1.125,1.3892908827785817,2.3208827849005678,,,,1.9828641370869033,-13.06232294617564,,5.0,5.0,5.625,1.067912813267959,Jacques Plante*,NYR
558,1964,1.0054054054054054,21,0.03529411764705882,,0.0,0.08571428571428572,0.0,0.052038161318300094,0.03267736547817878,0.030908226343319065,0.9729911716295078,1.1045655375552283,0.0,0.0,0.035724209105703966,,,,0.0,0.0,,0.0,0.0,0.0,1.0684648534422376,Pat Rupp,DET
559,1964,1.0072072072072071,34,1.8705882352941177,,2.142857142857143,1.7142857142857144,1.5,1.7953165654813532,1.7994335923317115,1.7998097955301948,1.0279814454586265,0.7290132547864507,1.875,1.9971056439942108,1.8689715397134126,,,,1.835985312117503,0.2719546742209632,,0.0,0.0,0.0,1.054681656832833,Terry Sawchuk*,DET
560,1964,1.009009009009009,32,0.7411764705882353,,0.7714285714285715,0.8571428571428572,0.21428571428571427,0.8196010407632265,0.6481010819838792,0.6324298621017593,1.0032919347598386,0.8781296023564066,1.125,0.520984081041968,0.7079347437780336,,,,2.313341493268054,-11.201133144475921,,0.0,0.0,0.0,1.0082568589507674,Don Simmons,TOR
561,1964,1.0108108108108107,23,0.17647058823529413,,0.0,0.17142857142857143,0.6428571428571428,0.23417172593235042,0.1949749473531334,0.1913932477413219,1.0089031871913812,0.9941089837997055,0.0,0.08683068017366136,0.17862104552851982,,,,0.0,0.0,,0.0,0.0,0.0,1.0684648534422376,Gilles Villemure,NYR
562,1964,1.0126126126126127,34,0.2823529411764706,,0.2571428571428572,0.17142857142857143,0.42857142857142855,0.2862098872506505,0.2200275942197371,0.21398002853067047,0.9999251833009127,0.822901325478645,0.375,0.21707670043415336,0.26435914738220934,,,,0.0,0.0,,0.0,0.0,0.0,0.9883299894340698,Gump Worsley*,MTL
563,1965,0.990325417766051,40,0.955503512880562,,0.9281767955801105,0.861878453038674,1.4482758620689655,0.8133891213389122,0.9801730077317615,0.9969666329625885,1.029048723897912,0.7267175572519083,1.3333333333333333,1.246753246753247,0.9714535276134515,,,,0.9087591240875913,84.81702127659565,,0.0,0.0,1.2857142857142856,1.0808214610761175,Johnny Bower*,TOR
564,1965,0.9920844327176781,22,1.9672131147540983,,2.6519337016574585,1.4585635359116023,1.4482758620689655,1.687029288702929,1.773865115210901,1.7826086956521738,1.0167981438515081,0.7389312977099237,2.6666666666666665,2.493506493506494,1.9843570095684282,,,,1.0401459854014599,44.1702127659574,,0.0,0.0,2.142857142857143,1.07233290980689,Roger Crozier,DET
565,1965,0.9938434476693052,26,0.8430913348946135,,0.994475138121547,0.7955801104972375,0.6206896551724138,0.7430962343096235,0.8194136109622598,0.8270980788675429,1.0212529002320188,0.7725190839694656,1.3333333333333333,1.0043290043290043,0.8375749394528924,,,,0.9963503649635037,38.80851063829783,,2.4,2.4,0.0,1.0561127481459454,Denis DeJordy,CBH
566,1965,0.9956024626209323,33,1.1522248243559718,,1.2596685082872927,1.0607734806629834,1.0344827586206897,0.994142259414226,1.182270535099135,1.2012133468149646,1.0279350348027843,0.7450381679389313,1.7777777777777777,1.4545454545454548,1.1620280303331085,,,,0.9197080291970804,95.64255319148927,,0.0,0.0,0.42857142857142855,1.0721166409847438,Glenn Hall*,CBH
567,1965,0.9973614775725593,31,1.4894613583138172,,1.723756906077348,1.0607734806629834,2.0689655172413794,1.3556485355648535,1.3108780525147363,1.3063700707785642,1.0078886310904873,0.7938931297709925,1.3333333333333333,1.7142857142857144,1.4864811212133244,,,,1.1277372262773724,-22.77446808510636,,0.0,0.0,0.42857142857142855,1.0609427518405377,Charlie Hodge,MTL
568,1965,0.9991204925241864,29,1.3208430913348945,,0.7292817679558011,2.1215469613259668,0.8275862068965518,1.6368200836820084,1.4789864502794152,1.4630940343781598,1.0012064965197216,1.0595419847328245,1.3333333333333333,0.8311688311688312,1.3421209354031842,,,,1.2153284671532847,-80.27234042553184,,0.0,0.0,0.8571428571428571,1.0801906770115253,Eddie Johnston,BOS
569,1965,1.0008795074758134,22,0.6463700234192037,,0.6629834254143646,0.7292817679558011,0.4137931034482759,0.8535564853556485,0.7624588532496365,0.7532861476238625,1.000092807424594,1.1297709923664123,0.4444444444444444,0.31168831168831174,0.6570055981260174,,,,1.2262773722627738,-46.314893617021234,,0.0,0.0,0.0,1.0805691474502805,Jack Norris,BOS
570,1965,1.0026385224274406,32,1.0960187353629975,,0.6629834254143646,1.3922651933701657,1.4482758620689655,1.3556485355648535,1.1537931562428234,1.1334681496461072,0.994524361948956,1.0931297709923664,0.0,0.6060606060606061,1.076745940366062,,,,1.281021897810219,-102.63829787234033,,2.4,2.4,0.42857142857142855,1.0443801645445288,Marcel Paille,NYR
571,1965,1.0043975373790677,36,0.9274004683840749,,0.6629834254143646,1.12707182320442,1.0344827586206897,1.094560669456067,1.0261042639516191,1.019211324570273,1.0045475638051045,1.03206106870229,0.8888888888888888,0.6233766233766235,0.923333465676738,,,,1.1715328467153285,-34.82553191489358,,2.4,2.4,1.2857142857142856,1.058401593180323,Jacques Plante*,NYR
572,1965,1.0061565523306948,35,1.0117096018735363,,1.0607734806629834,0.861878453038674,1.4482758620689655,0.9238493723849373,0.9939523845977188,1.0010111223458038,1.0190255220417634,0.7816793893129771,0.4444444444444444,1.2121212121212122,1.0291023146861478,,,,1.018248175182482,35.64255319148933,,4.8,4.8,5.142857142857142,1.0813441107296369,Terry Sawchuk*,TOR
573,1965,1.007915567282322,26,0.05620608899297423,,0.0,0.06629834254143646,0.0,0.0401673640167364,0.016535252239148743,0.014155712841253791,0.8664501160092809,2.2778625954198475,0.0,-0.03463203463203464,0.015245960217572558,,,,0.0,0.0,,0.0,0.0,0.0,0.28835842952790314,Carl Wetzel,DET
574,1965,1.009674582233949,35,0.5339578454332552,,0.6629834254143646,0.46408839779005523,0.20689655172413796,0.502092050209205,0.5015693179208451,0.5015166835187057,1.0112296983758702,0.848854961832061,0.4444444444444444,0.5367965367965368,0.5145511573430739,,,,1.094890510948905,-0.25531914893616997,,0.0,0.0,0.0,1.0244293657015668,Gump Worsley*,MTL
575,1966,0.9845890410958904,33,0.45336225596529284,,0.3131868131868132,0.20879120879120877,0.0,0.2551342812006319,0.2543872919818457,0.25430818136188726,1.0061507820280007,0.7657124580201504,0.0,0.38273381294964026,0.30483300901473337,,,,0.0,0.0,,0.0,0.0,0.0,0.7398827321500521,Hank Bassen,DET
576,1966,0.9863013698630136,41,1.4425162689804771,,1.879120879120879,1.0439560439560438,1.6964285714285716,1.1255924170616114,1.540695915279879,1.5846578551112598,1.0350887469978325,0.6867103790180713,2.28,2.1597122302158276,1.5053016162980024,,,,1.2252650176678446,48.03839122486287,,2.375,2.375,0.0,1.1482918760735419,Johnny Bower*,TOR
577,1966,0.988013698630137,25,0.2885032537960954,,0.0,0.41758241758241754,0.3392857142857143,0.5102685624012638,0.2802571860816944,0.255897607495399,0.9193368871185049,1.8231249000479772,0.0,-0.19136690647482013,0.256542631349033,,,,0.0,0.0,,0.0,0.0,0.0,0.9784856967152281,Gerry Cheevers*,BOS
578,1966,0.9897260273972602,23,2.637744034707158,,2.8186813186813184,2.60989010989011,4.071428571428572,2.5963665086887833,2.5999243570347956,2.600301154425297,1.0061507820280007,0.8447145370222293,4.56,3.1985611510791365,2.815178110480124,,,,1.6784452296819787,0.4168190127970748,,0.0,0.0,1.4615384615384615,1.1744205526220923,Roger Crozier,DET
579,1966,0.9914383561643836,24,0.45336225596529284,,0.3131868131868132,0.3131868131868132,0.0,0.3451816745655608,0.32768532526475036,0.32583235736991806,1.0005857887645715,0.9237166160243084,0.0,0.3280575539568345,0.34255986656606174,,,,0.0,0.0,,2.375,2.375,0.0,0.8314640456347946,Dave Dryden,CBH
580,1966,0.9931506849315068,27,0.4121475054229935,,0.5219780219780219,0.20879120879120877,1.017857142857143,0.31516587677725116,0.40098335854765504,0.41007194244604317,1.0295237537344033,0.7626739165200704,3.0399999999999996,0.4920863309352518,0.37877764981533696,,,,0.0,0.0,,0.0,0.0,0.0,1.0113026698051193,Bruce Gamble,TOR
581,1966,0.9948630136986302,23,0.041214750542299346,,0.10439560439560439,0.0,0.0,0.015007898894154818,0.034493192133131616,0.03655680107077129,1.066252709273036,0.3038541500079962,0.0,0.10935251798561152,0.04527222906159406,,,,0.0,0.0,,0.0,0.0,0.0,1.2087282906037282,George Gardner,DET
582,1966,0.9965753424657534,26,1.4837310195227766,,0.8351648351648351,2.0879120879120876,2.035714285714286,1.875987361769352,1.5708774583963692,1.538564497239418,0.9861168062796554,1.121221813529506,0.0,0.9568345323741007,1.533974028037012,,,,1.9973498233215548,-35.30804387568554,,0.0,0.0,3.6538461538461537,1.137655067116229,Ed Giacomin*,NYR
583,1966,0.9982876712328768,34,2.637744034707158,,3.5494505494505493,2.2967032967032965,2.7142857142857144,2.4612954186413902,2.8183812405446296,2.8561987619206963,1.0195067658602306,0.79913641452103,3.0399999999999996,3.4446043165467626,2.825741630594496,,,,1.4602473498233215,41.31718464351004,,4.75,4.75,5.115384615384615,1.1788324108827961,Glenn Hall*,CBH
584,1966,1.0,32,1.0715835140997831,,1.357142857142857,0.8351648351648351,0.6785714285714286,0.8404423380726698,0.8436459909228442,0.8439852768947633,1.0072637806806866,0.7839437070206302,0.7599999999999999,1.2302158273381294,0.9816528334855645,,,,1.6784452296819787,0.36471663619744044,,0.0,0.0,0.0,1.0080391034204892,Charlie Hodge,MTL
585,1966,1.0017123287671232,30,1.3600867678958786,,0.9395604395604396,1.9835164835164834,0.6785714285714286,1.6208530805687202,1.4760211800302572,1.46068261669734,0.9961337941538281,1.130337438029746,0.7599999999999999,0.7928057553956834,1.3151582542393074,,,,1.8462897526501767,-16.759597806215716,,0.0,0.0,0.7307692307692307,1.064043514218462,Eddie Johnston,BOS
586,1966,1.0034246575342465,27,1.1540130151843817,,0.9395604395604396,1.4615384615384615,1.3571428571428572,1.4107424960505528,1.279122541603631,1.265183202275389,0.9950207955011422,1.0634895250279868,1.5199999999999998,0.8748201438848922,1.2155593503038005,,,,1.8462897526501767,-15.231261425959774,,4.75,4.75,0.7307692307692307,1.159089848802935,Cesare Maniago,NYR
587,1966,1.00513698630137,20,1.6073752711496745,,1.2527472527472527,2.0879120879120876,1.017857142857143,1.9210110584518167,1.81089258698941,1.7992303831353522,0.9994727901118855,1.121221813529506,0.7599999999999999,0.9568345323741007,1.5701918112862874,,,,1.7791519434628975,-12.74771480804387,,0.0,0.0,1.4615384615384615,1.0749422143054055,Bernie Parent*,BOS
588,1966,1.0068493150684932,19,0.041214750542299346,,0.0,0.0,0.0,0.06003159557661927,0.030181543116490166,0.02702024426970052,0.9015289086755316,2.1999040460578927,0.0,-0.02733812949640288,0.024899725983876735,,,,0.0,0.0,,0.0,0.0,0.0,0.6648005598320506,Bob Ring,BOS
589,1966,1.0085616438356164,36,1.1127982646420824,,1.0439560439560438,1.1483516483516483,1.017857142857143,1.2006319115323854,1.1914523449319214,1.1904801740003346,1.0050377833753148,0.960179114025268,0.7599999999999999,1.0388489208633094,1.1461419324093562,,,,1.6952296819787984,-1.0594149908592319,,2.375,2.375,4.384615384615384,1.1333640816845856,Terry Sawchuk*,TOR
590,1966,1.0102739726027397,34,0.4945770065075922,,0.10439560439560439,0.7307692307692307,0.3392857142857143,0.6003159557661927,0.43116490166414523,0.41325079471306675,0.9649698318786244,1.3248040940348635,0.0,0.10935251798561152,0.4157499702156388,,,,2.3330388692579502,-19.57312614259597,,0.0,0.0,0.0,0.9250196153275232,Don Simmons,NYR
591,1966,1.0119863013698631,20,0.08242950108459869,,0.10439560439560439,0.0,0.0,0.030015797788309637,0.044553706505295006,0.046093357871842065,1.0406537402612617,0.5833999680153527,0.0,0.08201438848920863,0.0467813033636472,,,,0.0,0.0,,0.0,0.0,0.0,0.6245096168119263,Al Smith,TOR
592,1966,1.0136986301369864,21,0.12364425162689804,,0.0,0.20879120879120877,0.0,0.10505529225908372,0.0991679273827534,0.0985444202777313,1.0005857887645715,1.0847593155285464,0.0,0.05467625899280576,0.08903538382113499,,,,0.0,0.0,,0.0,0.0,0.0,0.792381830905274,Gary Smith,TOR
593,1966,1.0154109589041096,36,2.1019522776572668,,2.923076923076923,1.357142857142857,2.035714285714286,1.7109004739336493,1.9661119515885024,1.9931403714237912,1.0206197645129165,0.717095794018871,1.5199999999999998,3.0071942446043165,2.186648663674993,,,,1.4602473498233215,29.54204753199268,,2.375,2.375,1.4615384615384615,1.1447462730877709,Gump Worsley*,MTL
594,1967,0.9850746268656716,34,0.3318777292576419,,0.2122905027932961,0.4245810055865922,0.0,0.3365539452495974,0.3061989356120231,0.3030828994131746,0.9977777777777778,1.073411069141074,0.0,0.21933621933621936,0.2897998093422307,,,,0.0,0.0,,0.0,0.0,0.0,0.8879446903925747,Hank Bassen,DET
595,1967,0.9867330016583747,26,0.08296943231441048,,0.10614525139664804,0.10614525139664804,0.0,0.07648953301127215,0.08117832246458287,0.08165964129266881,1.0133333333333334,0.7800952537362457,0.0,0.10966810966810968,0.0905624404194471,,,,0.0,0.0,,0.0,0.0,0.0,1.1099308629907183,Garry Bauman,MTL
596,1967,0.988391376451078,42,1.1200873362445416,,1.1675977653631286,0.8491620111731844,0.9193548387096775,0.963768115942029,1.194887939434825,1.2186131085213654,1.027777777777778,0.8269009689604203,1.3103448275862069,1.2611832611832612,1.0769383539879251,,,,1.083040112596763,32.69817767653757,,0.0,0.0,0.0,0.9777010995130907,Johnny Bower*,TOR
597,1967,0.9900497512437811,26,0.9126637554585153,,0.5307262569832403,1.0614525139664805,1.838709677419355,1.1014492753623188,1.001199310396522,0.9909083395321927,0.9977777777777778,1.0390868779766793,0.6551724137931034,0.7676767676767676,0.9788290435335241,,,,1.4707952146375793,-14.174259681093387,,0.0,0.0,5.428571428571428,1.0905995671269633,Gerry Cheevers*,BOS
598,1967,0.9917081260364843,24,2.406113537117904,,2.3351955307262573,2.9720670391061454,1.2258064516129032,2.7842190016103063,2.469530020238363,2.437226217042731,0.9944444444444445,1.0484480210215141,2.6206896551724137,1.8917748917748918,2.4549968223705116,,,,1.5109078114004224,-44.51366742596809,,0.0,0.0,0.9047619047619047,1.0375263730282906,Roger Crozier,DET
599,1967,0.9933665008291874,28,1.8253275109170306,,2.3351955307262573,1.2737430167597765,2.1451612903225805,1.5909822866344607,1.9197961172325912,1.9535498801553848,1.0255555555555556,0.7676137296764657,2.6206896551724137,2.4675324675324677,1.91313155386082,,,,1.1097818437719917,46.50455580865601,,0.0,0.0,0.0,1.0657926123391208,Denis DeJordy,CBH
600,1967,0.9950248756218906,28,0.9541484716157206,,0.5307262569832403,1.0614525139664805,1.532258064516129,1.0249597423510468,0.955625515328686,0.9485081411686916,1.0,1.0609295450812941,0.0,0.6580086580086579,0.8912853511280585,,,,1.4306826178747363,-9.80296127562642,,0.0,0.0,0.0,0.9498788325474568,Bruce Gamble,TOR
601,1967,0.9966832504145937,24,0.45633187772925765,,0.31843575418994413,0.7430167597765364,0.0,0.5507246376811594,0.4471928641031407,0.4365650053723448,0.9833333333333333,1.2044670717687633,0.0,0.1919191919191919,0.4226247219574198,,,,1.644616467276566,-14.650341685649195,,0.0,0.0,0.0,0.941757838399908,George Gardner,DET
602,1967,0.9983416252072969,27,2.8209606986899565,,3.1843575418994416,2.8659217877094973,3.370967741935484,2.6465378421900163,2.975114309272169,3.0088437060914126,1.018888888888889,0.8144194449006404,5.896551724137931,3.6190476190476186,3.0006355258976805,,,,1.1900070372976779,46.48291571753984,,0.0,0.0,3.6190476190476186,1.0816461248321716,Ed Giacomin*,NYR
603,1967,1.0,35,1.3275109170305677,,2.016759776536313,0.5307262569832403,1.532258064516129,1.0096618357487923,1.2005846638183044,1.2201834862385321,1.0244444444444445,0.7426506815569058,1.3103448275862069,1.6724386724386724,1.2565538608198286,,,,1.123152709359606,27.006833712984044,,0.0,0.0,4.523809523809524,0.9625135455378345,Glenn Hall*,CBH
604,1967,1.0016583747927033,33,1.534934497816594,,1.4860335195530727,1.5921787709497208,2.1451612903225805,1.3462157809983897,1.3743347575144294,1.377221257955203,1.01,0.8019379208408605,1.9655172413793103,1.9191919191919191,1.5508817921830316,,,,1.310344827586207,3.9817767653758525,,0.0,0.0,0.9047619047619047,1.0274445010227915,Charlie Hodge,MTL
605,1967,1.0033167495854063,31,1.4104803493449782,,0.8491620111731844,2.229050279329609,0.6129032258064516,1.7745571658615138,1.3814556629937786,1.3411025704603687,0.9777777777777777,1.1576613565445886,0.0,0.7950937950937951,1.4157928185573563,,,,1.7114707952146377,-55.61503416856489,,9.5,9.5,0.0,1.0206924216062647,Eddie Johnston,BOS
606,1967,1.0049751243781095,28,0.24890829694323144,,0.0,0.10614525139664804,0.3064516129032258,0.214170692431562,0.14669065287459712,0.139763616827837,0.9600000000000001,1.1982263097388732,0.0,0.08225108225108224,0.16527645376549097,,,,0.0,0.0,,0.0,0.0,0.0,0.675207941652687,Cesare Maniago,NYR
607,1967,1.0066334991708126,21,0.7467248908296943,,0.4245810055865922,1.2737430167597765,0.6129032258064516,0.9484702093397747,0.8132074057416986,0.7993222580378544,0.9899999999999999,1.1389390704549187,0.0,0.46608946608946605,0.7697807435653004,,,,1.5643912737508798,-19.12984054669703,,0.0,0.0,0.9047619047619047,1.048274203551584,Bernie Parent*,BOS
608,1967,1.0082918739635158,37,1.1615720524017468,,1.6983240223463687,0.6368715083798883,0.9193548387096775,1.0096618357487923,1.1307997901206805,1.1432349780973634,1.018888888888889,0.8768270651995401,1.3103448275862069,1.1515151515151516,1.063353987925008,,,,1.1900070372976779,17.138952164009105,,0.0,0.0,0.9047619047619047,0.9308805159425991,Terry Sawchuk*,TOR
609,1967,1.0099502487562189,21,0.04148471615720524,,0.0,0.10614525139664804,0.0,0.07648953301127215,0.04984633835544562,0.04711133151500124,0.9522222222222222,1.5601905074724913,0.0,0.0,0.04528122020972355,,,,0.0,0.0,,0.0,0.0,0.0,1.1099308629907183,Al Smith,TOR
610,1967,1.0116086235489221,22,0.08296943231441048,,0.0,0.2122905027932961,0.0,0.107085346215781,0.09257177123154187,0.09108190759566906,0.991111111111111,1.1420594514698637,0.0,0.05483405483405484,0.08678900540197014,,,,0.0,0.0,,0.0,0.0,0.0,1.0636837436994384,Gary Smith,TOR
611,1967,1.0132669983416251,21,0.7882096069868996,,1.1675977653631286,0.31843575418994413,1.532258064516129,0.7190016103059582,0.7918446893036504,0.7993222580378544,1.0166666666666666,0.7738544917063557,0.6551724137931034,1.0966810966810967,0.8580791229742613,,,,1.2167487684729066,10.3006833712984,,9.5,9.5,0.0,1.1070080450515094,Rogie Vachon*,MTL
612,1967,1.0149253731343284,37,0.7467248908296943,,0.6368715083798883,0.6368715083798883,0.3064516129032258,0.7190016103059582,0.6679409339629713,0.6626993966443507,1.0,0.9922811627525046,0.6551724137931034,0.5757575757575758,0.6694073721004131,,,,1.4440534834623506,-7.227790432801818,,0.0,0.0,1.8095238095238093,0.911586217774277,Gump Worsley*,MTL
613,1968,0.9761146496815286,35,0.8014477766287487,,0.5896739130434783,0.842391304347826,0.6118421052631579,0.7880278802788029,0.7876483679525222,0.7876106194690266,1.0057104107926764,0.9536927859363277,0.4189189189189189,0.7002053388090349,0.7544067350697186,,,,1.3367830961621388,-0.04718417047184168,,0.0,0.0,1.823529411764706,0.9690341159389155,Hank Bassen,PIT
614,1968,0.9777070063694268,27,0.8335056876938987,,0.33695652173913043,1.0951086956521738,1.019736842105263,0.953259532595326,0.7543026706231455,0.7345132743362832,0.9802633926978122,1.1563940400900419,0.0,0.4031485284052019,0.7538241816063442,,,,1.6843467011642947,-24.614408929477413,,0.0,0.0,0.4558823529411765,0.9310397474162914,Garry Bauman,MNS
615,1968,0.9792993630573248,33,1.731127197518097,,1.684782608695652,2.0217391304347827,2.039473684210526,1.906519065190652,1.8225148367952524,1.8141592920353982,1.0012848424283523,0.9536927859363277,2.5135135135135136,1.6974674880219027,1.8286353215319278,,,,1.4036222509702456,-10.396245560629119,,0.0,0.0,0.0,1.0874508331955437,Les Binkley,PIT
616,1968,0.9808917197452229,43,1.3784901758014476,,1.0951086956521738,1.4320652173913044,1.631578947368421,1.067650676506765,1.4660608308605343,1.5056890012642226,1.033370213069703,0.7509915317826134,1.6756756756756757,1.6974674880219027,1.2990942233246892,,,,0.9758516601983613,49.30745814307456,,5.166666666666667,5.166666666666667,3.1911764705882355,0.970156549277841,Johnny Bower*,TOR
617,1968,0.982484076433121,22,0.03205791106514995,,0.0,0.0,0.0,0.03813038130381304,0.025296735905044512,0.02402022756005057,0.9559227666940292,1.9937828277414513,0.0,-0.021218343600273786,0.017476603901229,,,,0.0,0.0,,0.0,0.0,0.0,0.5612166694626924,Don Caley,STL
618,1968,0.9840764331210191,27,0.03205791106514995,,0.0,0.08423913043478261,0.0,0.050840508405084056,0.04254451038575668,0.041719342604298354,0.9869017452442986,1.3291885518276343,0.0,0.0,0.034953207802458,,,,0.0,0.0,,0.0,0.0,0.0,1.1224333389253849,Jacques Caron,LAK
619,1968,0.9856687898089171,27,1.5067218200620476,,1.7690217391304348,1.6005434782608696,1.2236842105263157,1.5887658876588766,1.5373516320474778,1.5322376738305943,1.0034976266105144,0.9437238717976203,1.2567567567567568,1.4640657084188913,1.5402713571616493,,,,1.376886589047003,-6.369863013698627,,10.333333333333334,10.333333333333334,1.823529411764706,1.0523747913541255,Gerry Cheevers*,BOS
620,1968,0.9872611464968153,25,1.0899689762150981,,0.842391304347826,1.3478260869565217,0.8157894736842105,1.2074620746207463,0.9957715133531158,0.9747155499367889,0.9846889610621364,1.0965805552577983,0.4189189189189189,0.6577686516084874,1.0066523847107904,,,,1.6175075463561879,-26.202942668696082,,0.0,0.0,0.4558823529411765,0.9507758669590627,Roger Crozier,DET
621,1968,0.9888535031847133,29,1.6028955532574973,,1.7690217391304348,1.1793478260869565,2.8552631578947367,1.6268962689626898,1.655786350148368,1.6586599241466498,1.0079231949748384,0.9005252438632222,1.6756756756756757,1.6974674880219027,1.652704175592889,,,,1.310047434238896,3.5702688990360207,,0.0,0.0,0.0,1.0614477941771057,Denis DeJordy,CBH
622,1968,0.9904458598726115,26,0.8655635987590485,,0.7581521739130435,0.7581521739130435,0.40789473684210525,0.8769987699877,0.7910979228486648,0.7825537294563844,0.995752881972947,1.0866116411190911,0.4189189189189189,0.48802190280629704,0.7375126846318638,,,,1.483829236739974,-10.632166412988326,,0.0,0.0,0.0,0.8771629471478728,Dave Dryden,CBH
623,1968,0.9920382165605095,30,1.3143743536711479,,1.1793478260869565,1.4320652173913044,1.019736842105263,1.6141861418614187,1.2544881305637983,1.2187104930467763,0.9780506085156502,1.16303998284918,0.0,0.6789869952087612,1.2670537828391026,,,,1.724450194049159,-44.51040081177066,,0.0,0.0,0.0,0.992399436610879,Roy Edwards,DET
624,1968,0.9936305732484076,22,1.1861427094105481,,1.3478260869565217,1.263586956521739,1.2236842105263157,1.0549405494054942,1.3844213649851633,1.4171934260429835,1.0300510367964595,0.7543145031621825,1.6756756756756757,1.6550308008213552,1.2763746382530914,,,,1.0159551530832254,40.76712328767122,,0.0,0.0,8.433823529411764,1.1077668766300932,Doug Favell,PHI
625,1968,0.9952229299363057,29,1.3143743536711479,,1.684782608695652,1.1793478260869565,0.40789473684210525,1.080360803608036,1.4879080118694363,1.5284450063211126,1.033370213069703,0.7709293600600279,2.0945945945945943,1.6125941136208075,1.2781222986432141,,,,0.9758516601983613,50.424150177574816,,0.0,0.0,0.4558823529411765,1.00106088054292,Bruce Gamble,TOR
626,1968,0.9968152866242038,25,0.38469493278179934,,0.25271739130434784,0.16847826086956522,0.6118421052631579,0.40672406724067245,0.3277077151335312,0.3198482932996207,0.9824761768799743,1.196269696644871,0.0,0.14852840520191649,0.3110835494418762,,,,0.0,0.0,,0.0,0.0,0.0,0.8324713930363271,George Gardner,DET
627,1968,0.9984076433121019,28,2.1158221302998963,,3.032608695652174,1.684782608695652,2.039473684210526,2.033620336203362,2.158271513353116,2.170670037926675,1.0123487633391628,0.8108050166148569,3.3513513513513513,2.7371663244353184,2.291182771451122,,,,1.2565761103924105,15.429223744292232,,0.0,0.0,0.911764705882353,1.114782084998377,Ed Giacomin*,NYR
628,1968,1.0,26,0.16028955532574973,,0.25271739130434784,0.08423913043478261,0.0,0.16523165231652318,0.15408011869436203,0.1529709228824273,0.9990720582461902,0.9603387286954658,0.4189189189189189,0.14852840520191649,0.157289435111061,,,,0.0,0.0,,0.0,0.0,0.0,1.0101900050328465,Andre Gill,BOS
629,1968,1.0015923566878981,36,1.5708376421923473,,1.516304347826087,1.7690217391304348,1.8355263157894737,1.4997949979499796,1.5408011869436202,1.5448798988621997,1.0090295870659196,0.8240969021331332,2.0945945945945943,1.9308692676249144,1.6614424775435037,,,,1.2966796032772745,5.080162354134955,,0.0,0.0,0.0,1.0888351676468848,Glenn Hall*,STL
630,1968,1.0031847133757963,34,1.8593588417786968,,1.0951086956521738,2.6114130434782608,2.651315789473684,2.0082000820008203,1.917952522255193,1.90897597977244,1.0012848424283523,0.9536927859363277,1.2567567567567568,1.782340862422998,1.9270868568421844,,,,1.4036222509702456,-11.16692034500253,,0.0,0.0,0.911764705882353,1.0669477175378401,Charlie Hodge,OAK
