,season,Unnamed: 0,age,gp,gs,wins,losses,ties,goals_against,shots,saves,save_pct,goals_avg,shutouts,gps,minutes,quality_starts,quality_start_pct,really_bad_starts,ga_pct_minus,gs_above_avg,goals_scored,assists,points,plm,mpg,name,team
1783,1989,0.9974825174825175,28,2.419407008086253,,2.562584118438762,2.562584118438762,1.7525773195876289,2.541436464088398,2.593186372745491,2.6003039513677813,1.0217550554523924,0.9624502107583432,1.5454545454545454,2.6822498173849523,2.5218596149877657,,,,1.4402420574886534,6.9787234042553195,,2.292134831460674,2.217391304347826,2.142620232172471,1.1374569180121468,Kelly Hrudey,LAK
1784,1989,0.998041958041958,31,0.036657681940700806,,0.0,0.0,0.0,0.022099447513812154,0.029392117568470273,0.030395136778115502,1.053033271435629,1.0544877992188404,0.0,0.049671292914536154,0.020046578815483034,,,,0.0,0.0,,0.0,0.0,0.0,0.5967561040251199,Bob Janecyk,LAK
1785,1989,0.9986013986013986,26,0.6231805929919138,,0.4576043068640646,0.6406460296096905,0.7010309278350515,0.7071823204419889,0.663994655978624,0.6580547112462006,1.0090120785703331,1.0834138984492825,0.0,0.5960555149744338,0.6234486011615223,,,,1.5725091852172033,-5.75886524822695,,3.056179775280899,2.9565217391304346,0.45107794361525705,1.0917056167035544,Mark LaForest,PHI
1786,1989,0.9991608391608392,34,1.4663072776280321,,1.7388963660834456,1.372812920592194,2.1030927835051547,1.3259668508287292,1.413493653974616,1.425531914893617,1.0275473176715104,0.7915232607602768,0.0,1.5646457268078886,1.5983805508878473,,,,1.3814566673870758,11.276595744680852,,0.7640449438202247,0.7391304347826086,0.6766169154228856,1.1895338340234056,Reggie Lemelin,BOS
1787,1989,0.9997202797202798,33,1.2830188679245282,,1.189771197846568,1.7388963660834456,0.35051546391752575,1.569060773480663,1.3667334669338678,1.3389057750759878,0.9974275541320974,1.1175992884488959,1.5454545454545454,1.018261504747991,1.3404479034619656,,,,1.6900799654203587,-25.74468085106383,,0.0,0.0,0.0,1.1400826448698573,Mike Liut,HAR
1788,1989,1.0002797202797202,27,1.7962264150943394,,1.7388963660834456,1.7388963660834456,2.804123711340206,1.701657458563536,1.7181028724114897,1.7203647416413375,1.0194381505647454,0.883560849220774,3.090909090909091,1.738495252008765,1.839607715967493,,,,1.454938405014048,1.7163120567375887,,0.7640449438202247,0.7391304347826086,2.029850746268657,1.1176048316182445,Clint Malarchuk,BUF
1789,1989,1.000839160839161,27,0.8064690026954178,,0.4576043068640646,1.281292059219381,0.35051546391752575,1.0165745856353592,0.8363393453573814,0.8115501519756839,0.9881599345815087,1.2411926215244207,0.0,0.5215485756026296,0.7804801352161395,,,,1.7929543980981197,-23.248226950354614,,0.7640449438202247,0.7391304347826086,0.22553897180762852,1.0560792772932548,Bob Mason,QUE
1790,1989,1.0013986013986014,22,1.5396226415094338,,1.8304172274562585,1.5558546433378198,1.0515463917525774,1.4033149171270718,1.5577822311289244,1.5790273556231003,1.0321811274468045,0.8099307784523763,6.181818181818182,1.8130021913805694,1.6551791908650493,,,,1.322671277285498,19.829787234042556,,0.7640449438202247,0.7391304347826086,0.6766169154228856,1.1731429330328491,Kirk McLean,VAN
1791,1989,1.001958041958042,28,0.14663072776280323,,0.09152086137281293,0.09152086137281293,0.0,0.20994475138121546,0.14562458249833,0.13677811550151975,0.9568817185982722,1.6882323369039791,0.0,0.024835646457268077,0.11894303430519934,,,,0.0,0.0,,0.0,0.0,0.45107794361525705,0.8851882209705945,Roland Melanson,LAK
1792,1989,1.0025174825174825,31,1.9061994609164419,,2.0134589502018843,1.8304172274562585,2.45360824742268,1.8784530386740332,1.8810955243820975,1.8814589665653496,1.0182796981209217,0.8888201399899454,9.272727272727272,1.8875091307523735,2.0173540481314425,,,,1.4696347525394424,0.2269503546099291,,0.0,0.0,0.45107794361525705,1.1548821962496802,Greg Millen,STL
1793,1989,1.003076923076923,28,1.502964959568733,,1.6473755047106327,1.281292059219381,2.804123711340206,1.4696132596685083,1.4415497661990648,1.4376899696048633,1.0159627932332747,0.8467458138365752,1.5454545454545454,1.3907962016070121,1.6585202873342964,,,,1.4990274475902312,-4.085106382978723,,0.7640449438202247,0.7391304347826086,0.6766169154228856,1.2041941423122895,Andy Moog,BOS
1794,1989,1.0036363636363637,23,0.21994609164420484,,0.09152086137281293,0.3660834454912517,0.0,0.2430939226519337,0.1843687374749499,0.1762917933130699,0.9742585052556259,1.4594531884450286,0.0,0.07450693937180422,0.15903619193616542,,,,0.0,0.0,,0.0,0.0,0.0,0.7890508126121477,Jarmo Myllys,MNS
1795,1989,1.0041958041958041,24,1.2830188679245282,,0.9152086137281292,1.0067294751009421,2.1030927835051547,1.3259668508287292,1.2211088844355378,1.2066869300911853,1.0066951736826861,1.151784678448509,0.0,1.0430971512052591,1.0985525190884702,,,,1.601901880267992,-13.687943262411348,,2.292134831460674,2.217391304347826,0.45107794361525705,0.9343410320721303,Darren Pang,CHI
1796,1989,1.0047552447552448,31,1.2097035040431265,,1.8304172274562585,0.6406460296096905,1.0515463917525774,0.9723756906077348,1.0554442217768871,1.0668693009118542,1.0298642225591574,0.7494489346069066,6.181818181818182,1.1921110299488675,1.2388785707968515,,,,1.352063972336287,10.312056737588652,,0.7640449438202247,0.7391304347826086,0.9021558872305141,1.1175650478779762,Pete Peeters,WSH
1797,1989,1.0053146853146853,24,0.549865229110512,,0.4576043068640646,0.27456258411843876,0.0,0.4972375690607735,0.5450901803607214,0.5516717325227963,1.031022675002981,1.059747089988012,0.0,0.6208911614317019,0.44703870758527164,,,,1.3373676248108926,6.127659574468086,,0.0,0.0,0.22553897180762852,0.8871774079840116,Frank Pietrangelo,PIT
1798,1989,1.005874125874126,23,1.35633423180593,,1.5558546433378198,0.9152086137281292,2.1030927835051547,1.1823204419889504,1.282565130260521,1.296352583586626,1.0298642225591574,0.8861904946053598,1.5454545454545454,1.4404674945215483,1.274962412664721,,,,1.352063972336287,12.609929078014186,,3.056179775280899,2.9565217391304346,1.3532338308457712,1.0257839590789128,Daren Puppa,BUF
1799,1989,1.0064335664335664,22,1.0630727762803234,,1.372812920592194,0.7321668909825034,0.7010309278350515,0.9723756906077348,0.9579158316633266,0.9559270516717325,1.0159627932332747,0.920375884604973,1.5454545454545454,0.9189189189189187,1.0083429144187965,,,,1.4990274475902312,-2.0,,0.0,0.0,0.22553897180762852,1.0350535705614363,Bill Ranford,EDM
1800,1989,1.006993006993007,24,1.502964959568733,,1.0067294751009421,1.5558546433378198,2.45360824742268,1.591160220994475,1.5083500334001336,1.4969604863221884,1.0101705310141567,1.0781546076801112,0.0,1.365960555149744,1.4092744907284573,,,,1.5431164901664145,-10.624113475177307,,0.7640449438202247,0.7391304347826086,0.6766169154228856,1.0232179078316046,Pokey Reddick,WIN
1801,1989,1.0075524475524475,22,0.36657681940700804,,0.18304172274562586,0.5491251682368775,0.35051546391752575,0.4419889502762431,0.3807615230460922,0.3723404255319149,0.9962691016882738,1.2990448199853049,0.0,0.27319211102994884,0.32475457681082515,,,,0.0,0.0,,0.0,0.0,0.45107794361525705,0.9667448885206943,Jeff Reese,TOR
1802,1989,1.008111888111888,22,1.1730458221024258,,1.0067294751009421,1.372812920592194,1.7525773195876289,1.1933701657458564,1.111556446225785,1.1003039513677813,1.0078536261265096,0.9256351753741443,0.0,0.9685902118334548,1.2308599392706583,,,,1.5725091852172033,-10.184397163120568,,0.7640449438202247,0.7391304347826086,0.45107794361525705,1.1450158286631316,Vincent Riendeau,STL
1803,1989,1.0086713286713287,23,1.7595687331536387,,3.0201884253028264,0.4576043068640646,2.1030927835051547,1.2486187845303867,1.637942551770207,1.6914893617021276,1.0518748189918052,0.6495224099926524,6.181818181818182,2.309715120525931,1.833593742322848,,,,1.116922411929976,49.77304964539008,,4.584269662921348,4.434782608695652,0.22553897180762852,1.1371585399601343,Patrick Roy*,MTL
1804,1989,1.0092307692307692,33,0.549865229110512,,0.3660834454912517,0.4576043068640646,0.35051546391752575,0.6187845303867403,0.4422177688710755,0.41793313069908816,0.9626739808173901,1.225414749216907,0.0,0.14901387874360844,0.48178611086544226,,,,2.042792306029825,-22.46808510638298,,0.0,0.0,0.0,0.9561425217391812,Bob Sauve,NJD
1805,1989,1.0097902097902098,25,1.6129380053908355,,2.0134589502018843,1.6473755047106327,1.402061855670103,1.4696132596685083,1.6112224448897796,1.6306990881458967,1.031022675002981,0.796782551529448,6.181818181818182,1.8378378378378375,1.76075783929326,,,,1.3373676248108926,17.815602836879435,,2.292134831460674,2.217391304347826,0.0,1.1912445348549443,Peter Sidorkiewicz,HAR
1806,1989,1.0103496503496503,38,0.6231805929919138,,0.27456258411843876,1.0067294751009421,0.0,0.5966850828729282,0.48363393453573816,0.46808510638297873,0.9858430296938616,1.167562550756023,0.0,0.2980277574872169,0.48780008451008716,,,,1.807650745623514,-14.326241134751774,,0.0,0.0,0.9021558872305141,0.8541767954314224,Billy Smith*,NYI
1807,1989,1.010909090909091,29,0.14663072776280323,,0.0,0.09152086137281293,0.35051546391752575,0.09944751381215469,0.12157648630594522,0.12462006079027356,1.0437656518850402,1.007154182296299,0.0,0.14901387874360844,0.09421892043277026,,,,0.0,0.0,,0.0,0.0,0.0,0.7011884222295158,Sam St. Laurent,DET
1808,1989,1.0114685314685314,27,1.686253369272237,,1.9219380888290714,1.5558546433378198,1.0515463917525774,1.8453038674033149,1.7181028724114897,1.7006079027355623,1.0078536261265096,1.0544877992188404,0.0,1.5149744338933524,1.6698800153297368,,,,1.5725091852172033,-16.21276595744681,,1.5280898876404494,1.4782608695652173,4.623548922056385,1.0806457369089555,Greg Stefan,DET
1809,1989,1.0120279720279721,20,0.036657681940700806,,0.0,0.0,0.0,0.04419889502762431,0.028056112224448898,0.025835866261398176,0.9383464794970952,1.906492903824587,0.0,0.0,0.022051236697031337,,,,0.0,0.0,,0.0,0.0,0.22553897180762852,0.6564317144276319,Rick Tabaracci,PIT
1810,1989,1.0125874125874126,26,1.1730458221024258,,0.7321668909825034,1.372812920592194,1.402061855670103,1.0276243093922652,1.225116900467602,1.2522796352583587,1.0414487469973932,0.9151165938358018,0.0,1.5646457268078886,1.0711555280406435,,,,1.2344931921331315,25.801418439716315,,0.0,0.0,0.6766169154228856,0.9964633425011451,Kari Takko,MNS
1811,1989,1.013146853146853,24,0.29326145552560645,,0.0,0.3660834454912517,0.7010309278350515,0.19889502762430938,0.22578490313961255,0.22948328267477203,1.0344980323344517,0.7073746084535364,0.0,0.27319211102994884,0.26862415612747265,,,,0.0,0.0,,0.0,0.0,0.22553897180762852,0.9995664742420758,Chris Terreri,NJD
1812,1989,1.0137062937062937,21,0.9530997304582209,,0.9152086137281292,0.9152086137281292,1.0515463917525774,0.9060773480662984,1.008684034736139,1.0227963525835866,1.0321811274468045,0.9466723384508294,0.0,1.1921110299488675,0.913455774692177,,,,1.322671277285498,13.00709219858156,,2.292134831460674,2.217391304347826,0.22553897180762852,1.0458548560442908,Ron Tugnutt,QUE
1813,1989,1.0142657342657342,25,2.0528301886792453,,2.562584118438762,1.9219380888290714,1.402061855670103,2.1767955801104972,2.220440881763527,2.2264437689969605,1.0205966030085687,0.9703391469121001,0.0,2.2848794740686627,2.1429792753751364,,,,1.4402420574886534,5.546099290780142,,1.5280898876404494,3.6956521739130435,3.383084577114428,1.1391676188436854,John Vanbiesbrouck,NYR
1814,1989,1.0148251748251749,25,1.9061994609164419,,3.3862718707940784,0.5491251682368775,1.7525773195876289,1.4364640883977902,1.687374749498998,1.721884498480243,1.0391318421097462,0.6994856722997795,0.0,2.1110299488677864,1.9632282853296386,,,,1.249189539658526,31.645390070921987,,3.056179775280899,2.9565217391304346,2.029850746268657,1.1238906625806424,Mike Vernon,CGY
1815,1989,1.0153846153846153,19,0.4032345013477089,,0.0,0.6406460296096905,0.35051546391752575,0.47513812154696133,0.3353373413493654,0.3161094224924012,0.9603570759297431,1.3726748907537025,0.0,0.09934258582907231,0.33010033116162063,,,,0.0,0.0,,0.0,0.0,0.0,0.8933239958554703,Jimmy Waite,CHI
1816,1989,1.015944055944056,22,0.21994609164420484,,0.09152086137281293,0.27456258411843876,0.0,0.16574585635359115,0.11890447561790247,0.11246200607902736,0.9626739808173901,1.1044510615259677,0.0,0.049671292914536154,0.14299892888377896,,,,0.0,0.0,,0.0,0.0,0.0,0.7094833320754651,Darcy Wakaluk,BUF
1817,1989,1.0165034965034965,29,1.2830188679245282,,1.5558546433378198,1.0067294751009421,1.402061855670103,1.0497237569060773,1.062124248496994,1.0638297872340425,1.0205966030085687,0.7783750338373486,3.090909090909091,1.0927684441197953,1.2876585792478603,,,,1.454938405014048,1.4042553191489362,,0.7640449438202247,0.7391304347826086,0.9021558872305141,1.095186693977034,Rick Wamsley,CGY
1818,1989,1.0170629370629372,30,1.2830188679245282,,1.0067294751009421,1.7388963660834456,1.7525773195876289,1.12707182320442,1.2638610554442218,1.2826747720364742,1.0333395798906282,0.7836343246065199,0.0,1.5149744338933524,1.3738588681544373,,,,1.3079749297601038,18.340425531914896,,0.0,0.0,0.45107794361525705,1.1685081272915874,Steve Weeks,VAN
1819,1989,1.0176223776223776,21,0.10997304582210242,,0.18304172274562586,0.09152086137281293,0.0,0.11049723756906077,0.1282565130260521,0.13069908814589665,1.0379733896659225,0.8756719130670172,0.0,0.14901387874360844,0.12027947289289821,,,,0.0,0.0,,1.5280898876404494,1.4782608695652173,0.0,1.1935122080502398,Kay Whitmore,HAR
1820,1989,1.018181818181818,24,1.2830188679245282,,0.9152086137281292,1.9219380888290714,0.7010309278350515,1.6795580110497237,1.4816299265197062,1.4544072948328268,0.9997444590197445,1.188599713832708,0.0,1.1424397370343313,1.3484665349881588,,,,1.6753836178949644,-25.730496453900713,,2.292134831460674,2.217391304347826,2.255389718076285,1.1469055563258779,Ken Wregget,PHI
1821,1989,1.0187412587412588,25,0.8064690026954178,,1.098250336473755,0.8236877523553163,0.0,1.0165745856353592,0.8991315965263861,0.8829787234042553,0.9997444590197445,1.262229784601106,0.0,0.6953981008035061,0.7684521879268497,,,,1.6606872703695699,-15.375886524822695,,1.5280898876404494,1.4782608695652173,0.45107794361525705,1.0398077275235031,Wendell Young,PIT
1822,1990,0.9814166442230002,24,0.9100758396533045,,0.6621621621621622,1.135135135135135,1.05,1.1697551290536068,1.0299396473511893,1.0110170630122264,1.0019028708529825,1.1224944320712698,0.0,0.7928388746803068,0.8900374369908913,,,,1.5839618896387455,-12.236842105263163,,0.0,0.0,1.2698412698412698,1.0195002701242568,Tom Barrasso,PIT
1823,1990,0.9819552922165365,28,1.820151679306609,,2.175675675675676,1.7027027027027029,1.75,1.7372600926538717,1.8762573468502228,1.895069192529894,1.0308596012244562,0.7723145451430533,3.4146341463414633,2.097186700767263,1.9210777136905404,,,,1.2921794362842398,12.044534412955471,,1.09375,1.1111111111111112,3.8095238095238098,1.1002593192868717,Don Beaupre,WSH
1824,1990,0.9824939402100727,22,0.7204767063921994,,0.6621621621621622,0.7567567567567568,1.05,0.6833223031105229,0.7814287404836101,0.7947064355770523,1.0378092165136097,0.7867054994003772,0.0,0.9462915601023016,0.7421564099792671,,,,1.2088130210400951,8.856275303643729,,0.0,0.0,0.6349206349206349,1.07380605078336,Stephane Beauregard,WIN
1825,1990,0.983032588203609,24,1.0996749729144095,,1.0405405405405406,1.3243243243243243,1.05,1.158173395102581,1.0616938187842688,1.0486363025661696,1.0076942169272773,0.8850436868254243,1.7073170731707317,0.8951406649616367,1.119081074176337,,,,1.5144898769352917,-8.451417004048587,,1.09375,1.1111111111111112,1.2698412698412698,1.0608346839546188,Daniel Berthiaume,MNS
1826,1990,0.9835712361971451,25,1.5926327193932828,,1.8918918918918919,1.5135135135135136,0.0,1.9109861019192589,1.783756064849513,1.7665367907205878,1.0100107553569952,1.0769230769230773,0.0,1.560102301790281,1.5173281190122923,,,,1.4867010718539102,-11.082995951417008,,2.1875,2.2222222222222223,0.6349206349206349,0.9931604538087516,Allan Bester,TOR
1827,1990,0.9841098841906813,23,0.22751895991332613,,0.0945945945945946,0.1891891891891892,0.0,0.15056254136333555,0.13668099877716855,0.13480227506829684,1.0065359477124185,0.9785848894980302,0.0,0.10230179028132991,0.13137337748474515,,,,0.0,0.0,,0.0,0.0,0.0,0.6019205834683954,Mario Brunetta,QUE
1828,1990,0.9846485321842177,23,1.971830985915493,,2.081081081081081,2.081081081081081,2.1,2.026803441429517,2.0060352648810698,2.003224506247481,1.0192769090758667,0.8634572554394384,0.0,1.9437340153452682,2.004303780055222,,,,1.4033346566097658,-2.3178137651821875,,1.09375,1.1111111111111112,6.031746031746032,1.0596056185845486,Sean Burke,NJD
1829,1990,0.9851871801777539,27,2.3131094257854823,,2.9324324324324325,2.081081081081081,1.4,2.1194573130377234,2.418839493511104,2.4593577858390434,1.0378092165136097,0.7723145451430533,5.121951219512195,2.941176470588235,2.3433984140865274,,,,1.222707423580786,26.163967611336044,,3.28125,3.333333333333333,2.857142857142857,1.0560886007563475,Jon Casey,MNS
1830,1990,0.9857258281712901,21,1.0617551462621886,,0.9459459459459459,0.8513513513513514,2.8,1.1697551290536068,1.1776655753224725,1.1787361726902235,1.0215934475055846,0.909028610587631,0.0,1.176470588235294,1.1005099684585982,,,,1.3755458515283843,0.5161943319838059,,1.09375,1.1111111111111112,0.31746031746031744,1.0804997298757426,Tim Cheveldae,DET
1831,1990,0.9862644761648263,28,1.5926327193932828,,1.6081081081081081,1.5135135135135136,1.05,1.6909331568497683,1.3612875231746282,1.3166733843880156,0.9868453710598164,1.0193592598937815,0.0,0.7928388746803068,1.4169065843904451,,,,1.722905915045653,-29.028340080971674,,3.28125,3.333333333333333,1.2698412698412698,0.927433819556996,Alain Chevrier,PIT
1832,1990,0.9868031241583625,30,1.630552546045504,,1.7027027027027029,1.4189189189189189,0.7,1.2971542025148908,1.2825924026665616,1.28062161314882,1.0181186398610078,0.7411341442521846,3.4146341463414633,1.2531969309462914,1.4980691945642668,,,,1.4033346566097658,-1.3562753036437254,,0.0,0.0,1.2698412698412698,0.957744462452728,Jacques Cloutier,CHI
1833,1990,0.9873417721518988,23,0.22751895991332613,,0.1891891891891892,0.3783783783783784,0.0,0.3011250827266711,0.209853654688178,0.19750100765820236,0.9602051791180608,1.0409456912797674,0.0,0.051150895140664954,0.24692692417289797,,,,0.0,0.0,,0.0,0.0,0.0,1.131364127498649,Tom Draper,WIN
1834,1990,0.987880420145435,25,1.3651137594799567,,1.7027027027027029,0.8513513513513514,1.75,1.2392455327597618,1.3571456747268353,1.3731022437189306,1.0320178704393148,0.7555250985095086,1.7073170731707317,1.560102301790281,1.3997111161332796,,,,1.264390631202858,10.566801619433203,,2.1875,2.2222222222222223,0.0,1.068870880605078,Bob Essensa,WIN
1835,1990,0.9884190681389712,24,0.03791982665222102,,0.0,0.0945945945945946,0.0,0.05790866975512905,0.040037868328665537,0.03761923955394331,0.9590469099032017,1.2016446804865517,0.0,0.025575447570332477,0.04126912381719743,,,,0.0,0.0,,0.0,0.0,0.0,1.1345218800648296,Randy Exelby,EDM
1836,1990,0.9889577161325074,19,0.22751895991332613,,0.0,0.47297297297297297,0.35,0.3937789543348776,0.2733619975543371,0.25706480361861256,0.9590469099032017,1.4318999486037354,0.0,0.07672634271099743,0.23523400575802536,,,,0.0,0.0,,0.0,0.0,0.0,1.077795786061588,Stephane Fiset,QUE
1837,1990,0.9894963641260436,21,1.7822318526543879,,1.7972972972972974,1.7972972972972974,1.75,1.7372600926538717,2.0267445071200347,2.0659232388373865,1.0401257549433276,0.8130889155388045,5.121951219512195,2.5319693094629154,1.824783091450413,,,,1.1949186184994045,25.27327935222673,,2.1875,2.2222222222222223,2.857142857142857,1.0673392760669904,Mark Fitzpatrick,NYI
1838,1990,0.9900350121195799,31,0.5687973997833153,,0.47297297297297297,0.6621621621621622,0.35,0.5211780277961615,0.4887381168395724,0.48434770925702003,1.011169024571854,0.7986979612814805,0.0,0.4347826086956521,0.5585088089927386,,,,1.4867010718539102,-2.834008097165993,,0.0,0.0,0.0,1.0235845488924904,Bob Froese,NYR
1839,1990,0.9905736601131161,27,0.7963163596966414,,0.8513513513513514,0.6621621621621622,1.05,0.8107213765718068,0.734487791408623,0.7241703614134086,1.0053776784975594,0.9330135343498376,1.7073170731707317,0.588235294117647,0.7435320474398404,,,,1.5422786820166732,-6.842105263157897,,0.0,0.0,0.31746031746031744,0.9733441383036195,Grant Fuhr*,EDM
1840,1990,0.9911123081066523,26,0.3791982665222102,,0.1891891891891892,0.7567567567567568,0.0,0.613831899404368,0.5066861267800087,0.49218505083075825,0.9914784479192521,1.278396436525613,0.0,0.3324808184143222,0.41062778198111444,,,,1.6812227074235806,-9.372469635627535,,0.0,0.0,0.0,1.1288492706645055,Scott Gordon,QUE
1841,1990,0.9916509561001885,26,0.9859154929577465,,0.6621621621621622,1.0405405405405406,0.35,0.914956982131039,0.8048992150211037,0.7900040306328094,1.0007446016381238,0.9282165495973963,0.0,0.6138107416879794,0.8432657633314009,,,,1.5700674870980547,-9.3421052631579,,0.0,0.0,0.0,0.8916207455429495,Mario Gosselin,LAK
1842,1990,0.9921896040937247,21,0.07583965330444203,,0.0,0.0,0.0,0.04632693580410324,0.02347047453749359,0.02037708809171929,0.8860759493670887,2.8182285420592783,0.0,-0.025575447570332477,0.013756374605732478,,,,0.0,0.0,,1.09375,0.0,0.0,0.18908698001080493,Mike Greenlay,EDM
1843,1990,0.992728252087261,24,0.07583965330444203,,0.0945945945945946,0.0945945945945946,0.0,0.09265387160820648,0.06903080746321644,0.06583366921940079,0.9729461404815091,0.9641939352407061,0.0,0.025575447570332477,0.08185042890410824,,,,0.0,0.0,,0.0,0.0,0.31746031746031744,1.1250675310642893,Steve Guenette,CGY
1844,1990,0.9932669000807972,32,1.706392199349946,,1.4189189189189189,1.7027027027027029,1.75,1.783587028457975,1.5959922685495642,1.570603251377133,1.0042194092827004,0.9665924276169269,1.7073170731707317,1.2787723785166238,1.5751048923563686,,,,1.556173084557364,-16.427125506072883,,3.28125,3.333333333333333,3.8095238095238098,0.9622447325769851,Glen Hanlon,DET
1845,1990,0.9938055480743334,29,1.0996749729144095,,0.9459459459459459,1.135135135135135,2.1,1.0886829913964262,1.0616938187842688,1.0580411124546554,1.0169603706461487,0.8082919307863632,1.7073170731707317,0.9974424552429666,1.1514085544998083,,,,1.4311234616911472,-2.5000000000000013,,0.0,0.0,0.6349206349206349,1.0914856834143702,Brian Hayward,MTL
1846,1990,0.9943441960678696,27,1.4788732394366197,,1.135135135135135,1.7972972972972974,2.1,1.4824619457313037,1.662261843714252,1.6865959066684582,1.0354926780838918,0.8370738393010112,3.4146341463414633,1.9693094629156007,1.5111377504397125,,,,1.2366018261214766,16.02226720647774,,1.09375,1.1111111111111112,1.1111111111111112,1.0651836844948672,Glenn Healy,NYI
1847,1990,0.9948828440614059,25,0.30335861321776814,,0.3783783783783784,0.1891891891891892,0.35,0.3358702845797485,0.302354936688888,0.2978189798020512,1.0053776784975594,0.9953743361315749,0.0,0.2301790281329923,0.2881960479900954,,,,0.0,0.0,,0.0,0.0,2.2222222222222223,0.9903430578065907,Ron Hextall,PHI
1848,1990,0.9954214920549421,23,0.26543878656554715,,0.28378378378378377,0.0,0.7,0.2200529450694904,0.21951796773302829,0.21944556406466928,1.0204351782907255,0.8322768545485698,0.0,0.20460358056265981,0.22629236226429925,,,,0.0,0.0,,0.0,0.0,0.31746031746031744,0.8887088060507831,Bruce Hoffort,PHI
1849,1990,0.9959601400484783,21,0.4171180931744312,,0.47297297297297297,0.47297297297297297,0.0,0.4169424222369292,0.4017592994359197,0.3997044202606476,1.0146438322164308,0.851464793558335,0.0,0.38363171355498715,0.41888160674455394,,,,0.0,0.0,,1.09375,1.1111111111111112,0.0,1.0468611561318204,Jim Hrivnak,WSH
1850,1990,0.9964987880420145,29,1.971830985915493,,2.081081081081081,1.9864864864864866,2.1,2.246856386499007,2.1054396276281016,2.0863003269291056,1.011169024571854,0.9761863971218095,3.4146341463414633,1.8670076726342708,1.9671615686197443,,,,1.4867010718539102,-12.044534412955471,,0.0,0.0,2.857142857142857,1.039978390059427,Kelly Hrudey,LAK
1851,1990,0.9970374360355507,20,0.11375947995666306,,0.0,0.1891891891891892,0.35,0.2084712111184646,0.14634531182201885,0.1379372116977921,0.9613634483329196,1.4247044714750734,0.0,0.051150895140664954,0.12518300891216555,,,,0.0,0.0,,0.0,0.0,0.0,1.1471339816315502,Peter Ing,TOR
1852,1990,0.997576084029087,22,0.15167930660888407,,0.0,0.28378378378378377,0.0,0.1968894771674388,0.13530038262790423,0.12696493349455865,0.957888640688343,1.1728627719719038,0.0,0.025575447570332477,0.14306629589961775,,,,0.0,0.0,,0.0,0.0,0.0,0.9832522960561856,Pat Jablonski,STL
1853,1990,0.9981147320226232,22,0.5687973997833153,,0.8513513513513514,0.47297297297297297,0.35,0.5559232296492389,0.6005680249299831,0.6066102378073358,1.0308596012244562,0.8106904231625838,0.0,0.6649616368286444,0.5860215582042035,,,,1.2921794362842398,3.755060728744941,,1.09375,1.1111111111111112,0.0,1.0740140464613719,Curtis Joseph,STL
1854,1990,0.9986533800161594,19,0.07583965330444203,,0.0,0.1891891891891892,0.0,0.13898080741230973,0.08697881740365272,0.07994088405212953,0.938198064035741,1.4390954257323973,0.0,0.0,0.08253824763439487,,,,0.0,0.0,,0.0,0.0,0.0,1.1345218800648296,Olaf Kolzig,WSH
1855,1990,0.9991920280096956,27,1.0238353196099677,,0.8513513513513514,1.3243243243243243,0.0,1.0076108537392456,1.0534101218886829,1.0596085807694031,1.0262265243650202,0.9330135343498376,0.0,1.125319693094629,0.9237405547749359,,,,1.333862643906312,3.9777327935222693,,1.09375,1.1111111111111112,3.6507936507936507,0.9405375472717449,Mark LaForest,TOR
1856,1990,0.9997306760032318,35,1.630552546045504,,2.081081081081081,1.4189189189189189,0.7,1.2508272667107876,1.380616149264329,1.3981817367548928,1.0331761396541739,0.6715778653417854,3.4146341463414633,1.5856777493606136,1.5888612669621012,,,,1.264390631202858,11.234817813765186,,0.0,0.0,5.079365079365079,1.0157941653160452,Reggie Lemelin,BOS
1857,1990,1.0002693239967682,34,1.4030335861321777,,1.7972972972972974,1.5135135135135136,0.35,1.0539377895433488,1.3198690386966985,1.3558600922567066,1.0482336394473402,0.6068185711838275,6.829268292682927,1.7902813299232734,1.4863762761493942,,,,1.11155220325526,23.63360323886641,,0.0,0.0,0.0,1.1043625067531062,Mike Liut,WSH
1858,1990,1.0008079719903042,28,1.0996749729144095,,1.3243243243243243,1.0405405405405406,0.7,1.0307743216412972,1.2605025442783322,1.2915938913520535,1.0459171010176223,0.8034949460339219,0.0,1.6368286445012785,1.0977586935374517,,,,1.1393410083366415,19.878542510121466,,2.1875,2.2222222222222223,2.2222222222222223,1.0406212857914638,Clint Malarchuk,BUF
1859,1990,1.0013466199838406,28,0.6067172264355363,,0.3783783783783784,0.8513513513513514,0.35,0.5559232296492389,0.5315372174667666,0.5282368220699539,1.013485563001572,0.8394723316772318,0.0,0.5115089514066495,0.5653869962956048,,,,1.4450178642318379,-1.7813765182186243,,0.0,0.0,0.6349206349206349,0.9714343598055103,Bob Mason,WSH
1860,1990,1.0018852679773769,23,2.388949079089924,,1.9864864864864866,2.8378378378378377,3.5,2.501654533421575,2.480967220227999,2.478167405616015,1.0192769090758667,0.8322768545485698,0.0,2.4552429667519178,2.5717542325416867,,,,1.4033346566097658,-1.589068825910932,,3.28125,3.333333333333333,0.9523809523809524,1.122212317666126,Kirk McLean,VAN
