,Year,team,name,age,pos,school,selection,gp,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,fouls,pts,mean_mtrc,max_mtrc,final_mtrc
938,1957,BOS,Dick Hemric,23,PF,,,0.7071598376924093,,0.3214131197444468,0.10283387524495041,0.1298703254946313,0.30986132184585263,,,,0.10283387524495041,0.1275686174076719,0.30986132184585263,0.30861609676327945,0.12187022014435203,0.14515132377401302,0.6476292144495405,,,0.17281799134033785,0.04989301581509928,,,,-0.13606295459360218,0.12874531545334708,0.27502645458310726,0.4776369839900336,57.99999999999999
953,1957,BOS,Jim Loscutoff,26,SF,,,0.7388237110219201,,0.6489678914585326,0.2827931569236137,0.35092619867698244,0.31076208150238127,,,,0.2827931569236137,0.3447066895909432,0.31076208150238127,0.3095132365794518,0.10525155376103129,0.12642212070639844,0.6578794610091735,,,0.3994015799865586,0.10810153426604843,,,,-0.31748022738507176,0.25272228588990353,0.34974118410331456,0.4776369839900336,73.0
965,1957,BOS,Jack Nichols,30,PF,,,0.6438320910333876,,0.4606238977229333,0.20566775048990082,0.24316146050058626,0.32697575531989675,,,,0.20566775048990082,0.23885187940159844,0.32697575531989675,0.3256617532705536,0.09971199829992439,0.10301061687188019,0.7398814334862378,,,0.23426438826134685,0.11641703690189831,,,,-0.2721259091872043,0.19550214568841592,0.3055071046471961,0.4776369839900336,64.0
971,1957,BOS,Andy Phillip*,34,PG,,,0.7071598376924093,,0.4503878111068681,0.10283387524495041,0.11329113500595495,0.34138790982435513,,,,0.10283387524495041,0.11128326199392653,0.34138790982435513,0.34001599032931085,0.07201422099438984,0.0936460153380729,0.598241662844036,,,0.10369079480420272,0.20788756589624696,,,,-0.1632755455123226,0.10490359036939394,0.2936264634412682,0.4776369839900336,61.0
973,1957,BOS,Frank Ramsey*,25,SG,,,0.3694118555109601,,0.47290720166221145,0.25065757090956664,0.2763198414779389,0.35399854501575606,,,,0.25065757090956664,0.2714225902290891,0.35399854501575606,0.3525759477557233,0.2271217739053833,0.24347963987898955,0.7370859116972467,,,0.1958603901857162,0.1579945500811477,,,,-0.29026763646635134,0.28371652849904266,0.28491059361571214,0.4776369839900336,60.0
977,1957,BOS,Arnie Risen*,32,C,,,0.4538488510563224,,0.4442461591372289,0.1799592816786632,0.1961870874493366,0.34949474673311287,,,,0.1799592816786632,0.19271003906265324,0.34949474673311287,0.34809024867486166,0.13848888652767277,0.16856282760853122,0.6327197649082562,,,0.2573067871067252,0.09978603163019856,,,,-0.34469281830379217,0.19073380067162532,0.26025485311017826,0.4776369839900336,54.0
980,1957,BOS,Bill Russell*,22,C,,,0.5066219732721738,,0.7226677150942019,0.37277279776294525,0.37303178599521747,0.3846243733377299,,,,0.37277279776294525,0.36642049680927025,0.3846243733377299,0.3830787015055824,0.17726577475542116,0.2996672490818333,0.4584655733944949,,,0.7527183622823604,0.14967904744529784,,,,-0.2721259091872043,0.3504733587341115,0.38144735281762726,0.4776369839900336,80.0
988,1957,BOS,Bill Sharman*,30,SG,,,0.7071598376924093,,0.7349510190334801,0.49488802461632386,0.5111917067341871,0.3747160171159149,,,,0.49488802461632386,0.502131791923815,0.3747160171159149,0.3732101635276869,0.31575466128309393,0.2949849483149296,0.8433157396788982,,,0.16513719172521174,0.29104259225474577,,,,-0.2539841819080573,0.5030603992714118,0.4204865951594733,0.4776369839900336,88.0
998,1957,BOS,Lou Tsioropoulos,26,SF,,,0.548840471044855,,0.26409103469448175,0.09640675804214101,0.13539672232419006,0.27833473386735025,,,,0.09640675804214101,0.13299706921225365,0.27833473386735025,0.27721620319724816,0.07201422099438984,0.07959911303736196,0.7221764621559624,,,0.15361599230252254,0.04989301581509928,,,,-0.23584245462891046,0.10490359036939394,0.23561178936883165,0.4776369839900336,49.0
1016,1958,BOS,Bob Cousy*,29,PG,,,0.6905460058422936,,0.7021694103162479,0.4031482300884956,0.49745495887379027,0.3217326521184642,,,,0.4031482300884956,0.48863850217071386,0.3217326521184642,0.3204397202807177,0.23490821856813196,0.22757398954391983,0.8103009238891329,,,0.17427568122827417,0.5641752263060147,,,,-0.19193978183991645,0.4027886592954694,0.4340944806647792,0.4759001302568789,91.0
1037,1958,BOS,Tom Heinsohn*,23,PF,,,0.7330411446633577,,0.657000617839764,0.4031482300884956,0.4564277457707973,0.348163946485137,,,,0.4031482300884956,0.4483384195174591,0.348163946485137,0.3467647964510884,0.23490821856813196,0.25943434808006866,0.7111582226132859,,,0.35552238970567923,0.1430303390634967,,,,-0.36559958445698365,0.39831322974774197,0.3724038944534288,0.4759001302568789,78.0
1045,1958,BOS,Sam Jones*,24,SG,,,0.5949319434948991,,0.21763145465942182,0.10671570796460178,0.10769643439535667,0.3910008718380203,,,,0.10671570796460178,0.10578771696479373,0.3910008718380203,0.38942957507203374,0.060092800098824464,0.06827219686317597,0.6806527760668716,,,0.10107989511239902,0.055622909635804255,,,,-0.07311991689139676,0.10293487959773108,0.25864543959347047,0.4759001302568789,54.0
1053,1958,BOS,Jim Loscutoff,27,SF,,,0.05311892352633027,,0.22995021624391743,0.13043030973451328,0.15898045077409795,0.32355550000582095,,,,0.13043030973451328,0.1561628202813622,0.32355550000582095,0.3222552427752261,0.010925963654331721,0.027308878745270385,0.317447303123625,,,0.13942054498261933,0.015892259895944078,,,,-0.14623983378279345,0.10293487959773108,0.129347442045325,0.4759001302568789,27.0
1065,1958,BOS,Jack Nichols,31,PF,,,0.7330411446633577,,0.3634034667426195,0.1482162610619469,0.17949405732559445,0.3199098042311075,,,,0.1482162610619469,0.17631286160798956,0.3199098042311075,0.31862419778620943,0.04916683644449274,0.05461775749054078,0.7035318609766825,,,0.15336259948088127,0.07151516953174834,,,,-0.16451981300564264,0.12978745688409568,0.288593260382494,0.4759001302568789,61.0
1073,1958,BOS,Andy Phillip*,35,PG,,,0.7436649293686237,,0.34081907050437765,0.08300110619469026,0.10000383193854549,0.32355550000582095,,,,0.08300110619469026,0.09823145146730847,0.32355550000582095,0.3222552427752261,0.03277789096299516,0.045514797908783974,0.5643507611086668,,,0.08016681336500611,0.13508420911552466,,,,-0.15537982339421805,0.07608230231136644,0.2633804381443217,0.4759001302568789,55.00000000000001
1076,1958,BOS,Frank Ramsey*,26,SG,,,0.7330411446633577,,0.609778698432531,0.3260757743362832,0.3333461064618183,0.3818866324012365,,,,0.3260757743362832,0.3274381715576949,0.3818866324012365,0.3803519625994921,0.3059269823212881,0.309500625779731,0.7731224109106902,,,0.25444249459328033,0.1907071187513289,,,,-0.3290396260112853,0.36922293768751363,0.37270339270336356,0.4759001302568789,78.0
1079,1958,BOS,Arnie Risen*,33,C,,,0.6692984364317612,,0.36545659367336875,0.1245016592920354,0.16154465159303502,0.30806129296328866,,,,0.1245016592920354,0.1586815754471906,0.30806129296328866,0.30682330157190535,0.09833367288898548,0.12288995435371673,0.6511006247250325,,,0.1986742766002326,0.0635690395837763,,,,-0.28333967795416237,0.13650060120568686,0.2635103994797002,0.4759001302568789,55.00000000000001
1081,1958,BOS,Bill Russell*,23,C,,,0.7330411446633577,,0.7863476144769675,0.39129092920353986,0.38463012284055953,0.40284938310583907,,,,0.39129092920353986,0.3778132748742633,0.40284938310583907,0.4012304712863378,0.18027840029647335,0.2912947066162175,0.49476021117465885,,,0.7912115927763647,0.23043776849118908,,,,-0.23763972989703946,0.3714606524613774,0.4463562156791517,0.4759001302568789,94.0
1089,1958,BOS,Bill Sharman*,31,SG,,,0.6692984364317612,,0.7206475526929912,0.5157925884955752,0.528225368701035,0.3864437521196284,,,,0.5157925884955752,0.5188635641606549,0.3864437521196284,0.38489076883576295,0.2622231277039613,0.24577990870743346,0.8512926176858775,,,0.16381914035457773,0.21454550859524507,,,,-0.22849974028561482,0.49901039457160934,0.4093755848602763,0.4759001302568789,86.0
1097,1958,BOS,Lou Tsioropoulos,27,SF,,,0.7436649293686237,,0.5338130019948083,0.1660022123893805,0.2282138728853987,0.28892139014604296,,,,0.1660022123893805,0.22416920975872962,0.28892139014604296,0.2877603153795681,0.1092596365433172,0.13654439372635194,0.653960510338759,,,0.21610184472305996,0.1271380791675526,,,,-0.3198996363998607,0.17230403758750634,0.30185538527000216,0.4759001302568789,63.0
1125,1959,STL,Al Ferrari,25,SG,,,0.7047983766248057,,0.32501580913551065,0.10467960579243771,0.13119291923219117,0.28628767718869413,,,,0.10467960579243771,0.12886777065033883,0.28628767718869413,0.285137186400288,0.10824615321614665,0.12865220855509332,0.673066502899048,,,0.06897766999580768,0.12911740348527836,,,,-0.19057343144511707,0.1204692541212517,0.2645010964021091,0.4657561231914036,56.99999999999999
1128,1959,STL,Dave Gambee,21,SF,,,0.019577732684022377,,0.06894274739238104,0.02754726468222045,0.012376690493602942,0.8226657390479715,,,,0.02754726468222045,0.01215733685380555,0.8226657390479715,0.8193597310353103,0.0,0.0,0.0,,,0.03448883499790384,0.0,,,,-0.08662428702050773,0.02113495686337749,0.10960996449406094,0.4657561231914036,24.0
1133,1959,STL,Si Green,25,PG,,,0.45028785173251473,,0.47472006061610944,0.17630249396621087,0.22278042888485297,0.28957834014488604,,,,0.17630249396621087,0.21883206336849992,0.28957834014488604,0.2884146253244293,0.12448307619856865,0.16081526069386665,0.600127883243321,,,0.18968859248847109,0.18987853453717407,,,,-0.24254800365742163,0.18176062902504642,0.26654127166370556,0.4657561231914036,56.99999999999999
1136,1959,STL,Cliff Hagan*,27,SF,,,0.7047983766248057,,0.7386722934897969,0.4958507642799681,0.48764160544795593,0.3751355770058751,,,,0.4958507642799681,0.47899907203993863,0.3751355770058751,0.3736280373521016,0.3139138443268253,0.34000940832417526,0.7146138178928161,,,0.37592830147715184,0.25823480697055673,,,,-0.32917229067792936,0.5008984776620465,0.4172002275989182,0.4657561231914036,90.0
1154,1959,STL,Clyde Lovellette*,29,C,,,0.6852206439407832,,0.44911275444179644,0.31403881737731315,0.31189260043879413,0.37349024552777904,,,,0.31403881737731315,0.30636488871589984,0.37349024552777904,0.37198931789003087,0.15695692216341264,0.16540998242797716,0.7570844065531128,,,0.296603980981973,0.09873683795933051,,,,-0.26853528976357394,0.3043433788326359,0.3368195038545111,0.4657561231914036,72.0
1155,1959,STL,Ed Macauley*,30,C,,,0.13704412878815667,,0.27577098956952417,0.08815124698310545,0.13366825733091184,0.24104106154105567,,,,0.08815124698310545,0.1312992380211,0.24104106154105567,0.24007240119334597,0.08118461491210999,0.1148680433527619,0.5539641999169117,,,0.10001762149392113,0.06835627243338266,,,,-0.12127400182871081,0.09722080157153645,0.16889655164225847,0.4657561231914036,36.0
1157,1959,STL,Slater Martin*,33,PG,,,0.6950095102827945,,0.6953368522717288,0.19283085277554313,0.24505847177333828,0.28546501144964614,,,,0.19283085277554313,0.2407152697053499,0.28546501144964614,0.28431782666925276,0.1515446145026053,0.16540998242797716,0.7164603652258723,,,0.12415980599245384,0.3569716449298872,,,,-0.2771977184656248,0.20500908157476164,0.35000842106014074,0.4657561231914036,75.0
1161,1959,STL,Jack McMahon,30,SG,,,0.7047983766248057,,0.610635762618232,0.18732139983909904,0.2376324574771765,0.2945143345791738,,,,0.18732139983909904,0.2334208675930666,0.2945143345791738,0.29333078371064114,0.07035999959049534,0.10108387815043049,0.5678133049148345,,,0.07932432049517883,0.3114007966409654,,,,-0.26853528976357394,0.17330664627969541,0.3090093376900974,0.4657561231914036,66.0
1170,1959,STL,Bob Pettit*,26,PF,,,0.7047983766248057,,0.7859473202731438,0.550945293644409,0.5643770865082943,0.36032759370301154,,,,0.550945293644409,0.5543745605335333,0.36032759370301154,0.35887956219346595,0.503344612455082,0.5605560515614781,0.7007647128948934,,,0.565616893965623,0.23544938282609582,,,,-0.24254800365742163,0.6171407404106227,0.4657561231914036,0.4657561231914036,100.0
1173,1959,STL,Hub Reed,22,C,,,0.6362763122307273,,0.28758974626536093,0.11569851166532588,0.12129156683730882,0.3529236020515798,,,,0.11569851166532588,0.11914190116729438,0.3529236020515798,0.3515053246141482,0.043298461286458666,0.05054193907521524,0.6887621552300269,,,0.16899529148972883,0.03797570690743481,,,,-0.2252231462533201,0.10567478431688747,0.2564445218501243,0.4657561231914036,55.00000000000001
1183,1959,STL,Chuck Share,31,C,,,0.7047983766248057,,0.46881068226819106,0.1101890587288818,0.13119291923219117,0.317548975272517,,,,0.1101890587288818,0.12886777065033883,0.317548975272517,0.31627285617962986,0.10283384555533932,0.1194627650868724,0.6970716182287805,,,0.31384839848092494,0.10633197934081746,,,,-0.3118474332738279,0.12680974118026495,0.30276202737869823,0.4657561231914036,65.0
1193,1959,STL,Win Wilfong,25,PG,,,0.616698579546705,,0.23243554835145608,0.08815124698310545,0.11139021444242649,0.28546501144964614,,,,0.08815124698310545,0.10941603168424996,0.28546501144964614,0.28431782666925276,0.05412307660807333,0.059731382543436205,0.6979948918953087,,,0.0655287864960173,0.060761131051895706,,,,-0.1385988592328124,0.08665332313984772,0.23822390348970884,0.4657561231914036,51.0
1197,1960,PHW,Paul Arizin*,31,SF,,,0.7312387799360852,,0.7357891244778919,0.42159292035398244,0.46361988537703913,0.35641774569934576,,,,0.42159292035398244,0.45540309193032036,0.35641774569934576,0.3549854265116034,0.3403783025923927,0.3533390817042546,0.7626196262918802,,,0.28644305425691813,0.15540724307594234,,,,-0.32523625899871356,0.4563415970994024,0.3946985740813763,0.5313594469495079,74.0
1200,1960,PHW,Ernie Beck,28,SG,,,0.6703022149414115,,0.24863203931533165,0.08740341031728903,0.10754069506168432,0.3261558616305333,,,,0.08740341031728903,0.10563473781888871,0.3261558616305333,0.32484515444929735,0.023474365696027087,0.02420130696604483,0.8065801561282542,,,0.06328393059164471,0.07432520321023331,,,,-0.1230623682697835,0.07980862012052327,0.2680893688108641,0.5313594469495079,50.0
1206,1960,PHW,Wilt Chamberlain*,23,C,,,0.7312387799360852,,0.9379289938399502,0.7609238074681633,0.7671236247733482,0.38752023765895843,,,,0.7609238074681633,0.7535277964414062,0.38752023765895843,0.38596292835341783,0.46948731392054177,0.6679560722628373,0.5561962687993411,,,0.8992979610391617,0.15540724307594234,,,,-0.18459355240467526,0.7694369529568397,0.5313594469495079,0.5313594469495079,100.0
1225,1960,PHW,Tom Gola*,27,SG,,,0.7617070624334222,,0.7741956996566829,0.29305849341679263,0.31306291229068095,0.3639832167165488,,,,0.29305849341679263,0.307514458983876,0.3639832167165488,0.3625204945271798,0.2112692912642438,0.21781176269440344,0.7587969715234998,,,0.3463962516595289,0.3716260160511665,,,,-0.36039693564722314,0.30695623123278176,0.41522522392962985,0.5313594469495079,78.0
1226,1960,PHW,Joe Graboski,30,PF,,,0.7413948741018642,,0.3517233726899813,0.15424131232462768,0.19118345788743882,0.3127061353777279,,,,0.15424131232462768,0.1877950894558022,0.3127061353777279,0.31144947797716144,0.1056346456321219,0.11616627343701517,0.7196147601476013,,,0.16320592626266267,0.10135254983213632,,,,-0.17580338324254788,0.15757086536616133,0.29631355539187754,0.5313594469495079,56.00000000000001
1234,1960,PHW,Vern Hatton,24,SG,,,0.6804583091071904,,0.3173595948984314,0.0976861644722642,0.1266590408504282,0.30009701701572267,,,,0.0976861644722642,0.12441424676446895,0.30009701701572267,0.298891031284534,0.04694873139205418,0.06292339811171656,0.5819991884859085,,,0.07993759653681437,0.08108203986570904,,,,-0.07911152245914654,0.09413324424471975,0.25684368524552004,0.5313594469495079,48.0
1240,1960,PHW,Andy Johnson,27,SF,,,0.7617070624334222,,0.38204435309429,0.16966544355709046,0.20552221722899675,0.31774978272252985,,,,0.16966544355709046,0.2018797211649874,0.31774978272252985,0.3164728566542124,0.09976605420811512,0.13552731900985102,0.5743538789491478,,,0.12656786118328942,0.13513673310951507,,,,-0.2285443982153122,0.16780273974058738,0.279442635868644,0.5313594469495079,53.0
1272,1960,PHW,Guy Rodgers*,24,PG,,,0.6906144032729694,,0.7378105231715126,0.2570688538743795,0.30589353261990204,0.32699646952133365,,,,0.2570688538743795,0.3004721431292835,0.32699646952133365,0.3256823842288059,0.09389746278410836,0.1306870576166421,0.5858218432542889,,,0.19318252496396804,0.4797354025387786,,,,-0.2549149057016944,0.2373794854866846,0.3744139576519142,0.5313594469495079,70.0
1274,1960,PHW,Joe Ruklick,21,PF,,,0.39608767246537957,,0.1980970719748171,0.11311029570472697,0.13143862729761419,0.33372133264773657,,,,0.11311029570472697,0.12910912400086402,0.33372133264773657,0.33238022246487403,0.0410801399680474,0.0435623525388807,0.6899891856926533,,,0.11657566161618761,0.04054101993285452,,,,-0.1582230449182931,0.1023187437442606,0.2147208166215917,0.5313594469495079,40.0
1276,1960,PHW,Woody Sauldsberry,25,PF,,,0.7210826857703063,,0.5255636603413513,0.2365033455644291,0.32740167163223893,0.28076303552731474,,,,0.2365033455644291,0.32159909069306125,0.28076303552731474,0.27963474635583846,0.04694873139205418,0.07260392089813449,0.510324411578777,,,0.20983619090913774,0.10810938648761206,,,,-0.2549149057016944,0.20259111261363602,0.2877784110443705,0.5313594469495079,54.0
1286,1960,PHW,Guy Sparrow,27,F,,,0.1117170358235686,,0.1475621046343025,0.06683790200733868,0.09798152216731237,0.26142905403890687,,,,0.06683790200733868,0.09624498334609861,0.26142905403890687,0.26037846142714305,0.011737182848013544,0.033881829752462754,0.238915923023772,,,0.06994539696971258,0.03378418327737877,,,,-0.1582230449182931,0.05525212162190073,0.09491652273243563,0.5313594469495079,18.0
1308,1961,BOS,Gene Conley,30,PF,,,0.6830939551089862,,0.3285965216137804,0.11794878393458116,0.15289413527672582,0.30288582672446135,,,,0.11794878393458116,0.15018437331782744,0.30288582672446135,0.3016686337352026,0.07586126284644575,0.08957971570680034,0.645077668363769,,,0.23621464595131506,0.03119175849857463,,,,-0.3025682773109245,0.12226460074565715,0.2556924383382951,0.5203666615854234,49.0
1311,1961,BOS,Bob Cousy*,32,PG,,,0.6922018745104394,,0.6433365634004735,0.33418822114797997,0.4216171609146076,0.3037044370669599,,,,0.33418822114797997,0.4141447870279484,0.3037044370669599,0.3024839543669193,0.2492584350668932,0.26426016133506103,0.7251305969053047,,,0.1423759509843543,0.48035308087804923,,,,-0.2126155462184875,0.3512681386502214,0.3905668266846593,0.5203666615854234,75.0
1329,1961,BOS,Gene Guarilia,23,SF,,,0.22769798503632874,,0.16627775792504548,0.07371798995911323,0.08802995667447851,0.33071857836941176,,,,0.07371798995911323,0.08646979069814308,0.33071857836941176,0.32938953521357245,0.005418661631888983,0.017915943141360073,0.27925440188907746,,,0.09060287789913454,0.012476703399429852,,,,-0.08995273109243701,0.06210265434700046,0.13473114807714398,0.5203666615854234,26.0
1335,1961,BOS,Tom Heinsohn*,26,PF,,,0.673986035707533,,0.6037466210373674,0.41773527643497493,0.4911144951313011,0.3274441369994176,,,,0.41773527643497493,0.48241041126332446,0.3274441369994176,0.3261282526867055,0.2384211118031153,0.255302189764381,0.7139604208297414,,,0.32034588971479716,0.11852868229458358,,,,-0.28621323529411774,0.4133707929972219,0.3604816824967291,0.5203666615854234,69.0
1342,1961,BOS,K.C. Jones*,28,PG,,,0.7104177133133456,,0.4077764063399925,0.12777784926246294,0.17837649115618012,0.27669029576450793,,,,0.12777784926246294,0.175215102204132,0.27669029576450793,0.27557837352026615,0.13004787916533558,0.16124348827224064,0.6180830761811581,,,0.11648941444174442,0.19962725439087764,,,,-0.19626050420168076,0.14749380407412607,0.2849006922574787,0.5203666615854234,55.00000000000001
1343,1961,BOS,Sam Jones*,27,SG,,,0.7104177133133456,,0.5146692507203788,0.30470102516433467,0.31737115958956724,0.36755604378184636,,,,0.30470102516433467,0.3117463506748842,0.36755604378184636,0.3660789636408269,0.14630386406100257,0.1522855167015606,0.7325773809556799,,,0.17473412166261665,0.17467384759201793,,,,-0.15537289915966393,0.2911061922515647,0.35111057137209584,0.5203666615854234,67.0
1353,1961,BOS,Jim Loscutoff,30,SF,,,0.6922018745104394,,0.3008835619596061,0.09337612061487675,0.14594440185505647,0.24640171309206182,,,,0.09337612061487675,0.1433578108942898,0.24640171309206182,0.24541151014674595,0.03251196979133389,0.044789857853400165,0.6003969640615165,,,0.12296104857739687,0.018715055099144777,,,,-0.2535031512605043,0.08539114972712562,0.22655725160268386,0.5203666615854234,44.0
1366,1961,BOS,Frank Ramsey*,29,SG,,,0.7195256327147987,,0.5067512622477577,0.2801283618446303,0.32200431520401346,0.33317440939690746,,,,0.2801283618446303,0.31629739229057596,0.33317440939690746,0.33183549710872284,0.20049048037989237,0.20155436034030083,0.7753963892453384,,,0.17796993873044284,0.11229033059486865,,,,-0.29439075630252115,0.2930469001999084,0.32780314931741455,0.5203666615854234,63.0
1373,1961,BOS,Bill Russell*,26,C,,,0.7104177133133456,,0.8769172233427992,0.33418822114797997,0.37065244915569895,0.3487280059043798,,,,0.33418822114797997,0.3640833292553392,0.3487280059043798,0.3473265891113414,0.17881583385233643,0.26873914712040103,0.5119664034633088,,,0.7733602792104698,0.21210395779030744,,,,-0.16355042016806728,0.32797964327009616,0.4495651736667001,0.5203666615854234,86.0
1374,1961,BOS,Tom Sanders*,22,SF,,,0.6193385192988142,,0.31474004178669324,0.10811971860669942,0.12046204597560219,0.3438163438493885,,,,0.10811971860669942,0.11832708200798527,0.3438163438493885,0.3424346653210407,0.05418661631888984,0.06718478678010026,0.6236681642189398,,,0.18444157286609533,0.037430110198289554,,,,-0.15537289915966393,0.10285752126221952,0.25869221197405357,0.5203666615854234,50.0
1379,1961,BOS,Bill Sharman*,34,SG,,,0.555583083488642,,0.4988332737751364,0.3096155578282756,0.3451700932762447,0.3454535645343857,,,,0.3096155578282756,0.3390526003690347,0.3454535645343857,0.3440653065844744,0.1842344954842254,0.16572247405758067,0.857311013799468,,,0.11972523150957066,0.14972044079315822,,,,-0.17172794117647067,0.3105132717350023,0.3330029600636226,0.5203666615854234,64.0
1397,1962,BOS,Carl Braun*,34,PG,,,0.4666289406218153,,0.1742980461705508,0.08,0.10336585833441281,0.3098353804999085,,,,0.08,0.1015338922471818,0.3098353804999085,0.308590259666599,0.022651863085103356,0.02786229551674034,0.7226588795912484,,,0.034867559743697235,0.09515391256849863,,,,-0.08876655849659754,0.07341269841269842,0.22335546728481379,0.5859845986129866,38.0
