,season,age,gp,goals,assists,points,plusmin,plm,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shots,toi,hits,faceoff_wins,faceoff_losses,block,faceoff_pct,shot_pct,gpg,ppg,toi_avg
84,2002,26.92219679633867,50.64759725400457,7.369565217391305,12.367276887871853,19.736842105263158,-0.3684210526315789,41.76086956521739,5.287185354691076,1.8306636155606408,0.2517162471395881,1.236842105263158,8.651029748283753,3.4496567505720823,0.2665903890160183,77.63272311212815,828.2311212814645,0.0,0.0,0.0,0.0,0.0,0.07519021570285557,0.11470279492990729,0.3155487186669934,14.62946579448916
85,2003,27.03490990990991,49.83896396396396,7.353603603603603,12.518018018018019,19.87162162162162,-0.36261261261261263,39.078828828828826,5.082207207207207,2.0123873873873874,0.25900900900900903,1.2083333333333333,8.423423423423424,3.820945945945946,0.2747747747747748,78.58445945945945,818.4662162162163,0.0,0.0,0.0,0.0,0.0,0.07910644447799432,0.1249732660309054,0.3280484783976891,14.684924967598857
86,2004,26.8646288209607,48.3264192139738,6.896288209606987,11.683406113537117,18.579694323144103,-0.34497816593886466,38.76091703056768,4.755458515283843,1.8744541484716157,0.2663755458515284,1.1572052401746724,7.867903930131004,3.5283842794759823,0.287117903930131,75.33515283842794,791.6386462882097,0.0,0.0,0.0,0.0,0.0,0.07249869451471246,0.11277193172083982,0.31463618173020735,14.59470726702641
87,2006,27.179723502304146,50.95161290322581,8.571428571428571,14.75,23.321428571428573,-0.39055299539170507,44.294930875576036,5.273041474654378,2.9320276497695854,0.3663594470046083,1.25,8.805299539170507,5.563364055299539,0.3824884792626728,84.93778801843318,825.9988479262673,0.0,0.0,0.0,0.0,0.0,0.07917104505118036,0.13637893720870808,0.3748931600293991,14.381904468652818
88,2007,26.998833138856476,51.61260210035006,8.263710618436406,14.388564760793466,22.65227537922987,-0.3838973162193699,39.2975495915986,5.501750291715286,2.4492415402567094,0.31271878646441076,1.2438739789964994,9.365227537922987,4.676779463243874,0.34655775962660446,84.89498249708285,842.7467911318553,0.0,0.0,0.0,0.0,0.0,0.07905447886656355,0.13067844229823575,0.3531759636486319,14.511166592982015
89,2008,27.0117508813161,52.01292596944771,7.862514688601645,13.500587544065805,21.36310223266745,-0.3807285546415981,39.467685076380725,5.383078730904818,2.198589894242068,0.2808460634547591,1.262044653349001,9.043478260869565,4.144535840188014,0.3125734430082256,84.0129259694477,853.8143360752057,54.83901292596945,81.48648648648648,81.48531139835488,34.80493537015276,0.27967097532314933,0.07453264577443718,0.1236101494597855,0.340677306841599,14.810800225991489
90,2009,26.828054298642535,50.04864253393665,7.925339366515837,13.671945701357465,21.597285067873305,-0.3574660633484163,37.76018099547511,5.467194570135747,2.1923076923076925,0.2658371040723982,1.2115384615384615,9.228506787330316,4.143665158371041,0.2997737556561086,84.03619909502262,822.9796380090497,58.126696832579185,79.44117647058823,79.44117647058823,36.46266968325792,0.2579604072398189,0.0743705880959744,0.1265026387893477,0.351058986992382,14.837373930961643
91,2010,26.72779043280182,50.413439635535305,7.748291571753986,13.345102505694761,21.093394077448746,-0.3097949886104784,35.06719817767654,5.635535307517085,1.8952164009111618,0.21753986332574032,1.1913439635535308,9.509111617312072,3.6013667425968108,0.23462414578587698,84.91457858769931,831.5956719817767,61.37357630979499,79.11503416856492,79.1138952164009,37.94646924829157,0.2639009111617312,0.07357070239535264,0.12309085728521212,0.3391821806335001,14.733960908598382
92,2011,26.58249158249158,49.676767676767675,7.54320987654321,12.891133557800224,20.434343434343436,-0.32435465768799104,32.991021324354655,5.548821548821548,1.7631874298540966,0.23120089786756454,1.2132435465768798,9.305274971941639,3.351290684624018,0.2345679012345679,83.9023569023569,820.317620650954,62.656565656565654,79.79797979797979,79.79797979797979,39.07744107744108,0.26606621773288425,0.07220276726576416,0.1212479259584129,0.3300854199861488,14.864142662438613
93,2012,26.585011185682326,49.52460850111857,7.319910514541387,12.526845637583893,19.84675615212528,-0.3098434004474273,30.156599552572708,5.538031319910514,1.574944071588367,0.20693512304250558,1.1733780760626398,9.332214765100671,2.9832214765100673,0.21140939597315436,81.85234899328859,819.2662192393736,62.55480984340045,79.23489932885906,79.23489932885906,38.90156599552573,0.2734507829977631,0.0744179049792227,0.11910853964791612,0.3242516083743391,14.747855385896438
94,2013,26.75446960667461,30.891537544696067,4.554231227651966,7.827175208581645,12.381406436233611,-0.18951132300357568,19.475566150178786,3.4052443384982123,1.0381406436233611,0.11084624553039332,0.7425506555423123,5.750893921334923,1.9713945172824792,0.10488676996424315,50.01668653158522,510.4278903456496,40.841477949940405,51.12634088200238,51.12634088200238,24.549463647199048,0.2628212157330156,0.07503561536829116,0.12272434319849884,0.33542396261126434,15.279635722092854
95,2014,26.607223476297968,49.972911963882616,7.417607223476298,12.678329571106095,20.095936794582393,-0.30812641083521447,29.68058690744921,5.563205417607223,1.6264108352144468,0.22799097065462753,1.1873589164785554,9.311512415349886,3.110609480812641,0.2562076749435666,83.40067720090293,826.7539503386005,65.23476297968398,83.79458239277652,83.79458239277652,39.191873589164786,0.27986230248306987,0.0754724983597337,0.12213298926462171,0.3278535073589109,14.97811495899785
96,2015,26.524943310657598,50.197278911564624,7.425170068027211,12.748299319727892,20.1734693877551,-0.35147392290249435,26.317460317460316,5.6439909297052155,1.590702947845805,0.19047619047619047,1.2018140589569162,9.51814058956916,3.0306122448979593,0.19954648526077098,83.44104308390023,831.5442176870748,69.64625850340136,85.00340136054422,84.9920634920635,40.37981859410431,0.2759308390022678,0.07054343259171096,0.11682473122592113,0.3239146049942,15.069579864101248
97,2016,26.253897550111358,49.30734966592428,7.310690423162583,12.239420935412026,19.55011135857461,-0.4365256124721604,25.972160356347437,5.508908685968819,1.5902004454342984,0.21158129175946547,1.2505567928730512,8.996659242761693,3.0122494432071267,0.23051224944320714,81.4532293986637,812.9175946547884,63.670378619153674,82.32516703786192,82.32516703786192,38.79844097995546,0.25705456570155905,0.07218308418177329,0.11794627262136174,0.32043824882944827,14.979931678532234
98,2017,26.06756756756757,49.858108108108105,7.54954954954955,12.656531531531531,20.20608108108108,-0.4009009009009009,24.754504504504503,5.760135135135135,1.5822072072072073,0.2072072072072072,1.2736486486486487,9.431306306306306,3.02027027027027,0.20495495495495494,83.7072072072072,822.3963963963964,60.21283783783784,83.0822072072072,83.0822072072072,39.391891891891895,0.2741936936936936,0.07207319667353289,0.11998282544539407,0.32285932796521,14.995118740621459
99,2018,26.087739032620924,51.44431946006749,8.377952755905511,14.119235095613048,22.49718785151856,-0.41394825646794153,23.835770528683913,6.3858267716535435,1.7547806524184477,0.2373453318335208,1.3138357705286838,10.526434195725534,3.358830146231721,0.23397075365579303,91.32395950506186,848.7570303712037,61.70866141732284,86.92913385826772,86.92800899887514,42.08548931383577,0.26341394825646797,0.0787763077795849,0.1369794560142933,0.3626584078114108,15.088895635978423
100,2019,26.009933774834437,50.50220750551876,8.363134657836644,14.04635761589404,22.409492273730685,-0.5099337748344371,22.52207505518764,6.487858719646799,1.6181015452538632,0.2571743929359823,1.3068432671081678,10.701986754966887,3.073951434878587,0.2704194260485651,88.23289183222958,833.023178807947,62.72516556291391,82.78918322295806,82.78918322295806,40.02538631346578,0.2671059602649007,0.07864345536603015,0.1357628041577169,0.35797778090762694,15.041380872762225
