,season,team,name,age,gp,gs,wins,losses,ties,goals_against,shots,saves,save_pct,goals_avg,shutouts,gps,minutes,quality_starts,quality_start_pct,really_bad_starts,ga_pct_minus,gs_above_avg,goals_scored,assists,points,plm,mpg,mean_mtrc,year_mean,final_mean_mtrc
264,1940,DET,Tiny Thompson*,36,0.8123793761775961,,0.31589938300901754,-0.45793927327028366,-0.2598917117867555,1.7204301075268815,,,,-0.023641364287177943,0.08691834942932397,0.28103916554464214,1.6358381502890174,,,,,,0.0,0.0,0.0,-0.0,0.7033552713137796,0.44984880709370234,0.4919752707242381,91.44
267,1941,BOS,Frank Brimsek*,25,0.8451922298076144,,0.571991172975726,-0.16378849919886057,-0.3814539640741089,1.36,,,,-0.02287019381741597,0.26865671641791045,0.4456375515030132,1.730550284629981,,,,,,0.0,,0.0,-0.0,0.749107162577897,0.4831031287846031,0.4831031287846031,100.0
286,1942,BRO,Chuck Rayner*,21,0.6376673519530665,,0.24186046511627912,-0.37757973733583483,-0.15160349854227406,1.478510028653295,,,,-0.0345245661855502,0.049253731343283584,0.18198188268672869,1.287776708373436,,,,,,,,,,0.6711600205538844,0.4158491023888927,0.5417250870418119,76.76
287,1942,BRO,Earl Robertson,31,0.21255578398435546,,0.05581395348837211,-0.14383989993746088,-0.07580174927113703,0.5272206303724928,,,,-0.036613949153551796,0.0,0.05257254388727719,0.4331087584215592,,,,,,,,,,0.6771842516566217,0.18293181888446183,0.5417250870418119,33.77
292,1943,BOS,Frank Brimsek*,27,0.7439452439452441,,0.44272763106030755,-0.3030694501860272,-0.19187317784256563,1.4626038781163435,,,,-0.02564719743677876,0.06716417910447761,0.2931849451338324,1.495016611295681,,,,,,,,,,0.6709949136499074,0.46803554953112375,0.4761006737367409,98.31
299,1944,TOR,Paul Bibeault,24,0.6689740178112273,,0.3284970496355433,-0.34188812037374094,-0.13265306122448983,0.9942857142857144,,,,-0.021318249895263774,0.4420206659012629,0.37121608040201,1.3533333333333333,,,,,,,0.0,0.0,-0.0,0.6859647063237427,0.4019935086563796,0.6409477468919957,62.72
309,1944,TOR,Jean Marois,19,0.023068069579697488,,0.025269003818118713,-0.0,-0.0,0.045714285714285714,,,,-0.028424333193685033,0.0,0.010606173725771714,0.04666666666666666,,,,,,,0.0,0.0,-0.0,0.6859647063237427,0.07835955688164793,0.6409477468919957,12.23
315,1945,MTL,Bill Durnan*,29,0.8211316158336028,,0.691029900332226,-0.14059539091631515,-0.17835705710855773,1.0980036297640654,,,,-0.020129521436706106,0.0746268656716418,0.4990073181500804,1.6666666666666667,,,,,,,0.0,0.0,,0.6798865428310888,0.5000267410506186,0.5241344710058733,95.4
329,1946,CBH,Mike Karakas,34,0.9490862912789827,,0.5027650613440763,-0.41962742462070274,-0.27684117125110913,1.9880239520958085,,,,-0.02893600415966144,0.07577497129735937,0.3409127268998052,1.92,,,,,,,,,-0.0,0.6787669807010658,0.5227160322241547,0.5227160322241547,100.0
333,1946,CBH,Doug Stevenson,21,0.03954526213662428,,0.022852957333821654,-0.022085653927405413,-0.0,0.1437125748502994,,,,-0.05017804189536664,0.0,-0.004545503025330735,0.08,,,,,,,,,-0.0,0.6787669807010658,0.08652156188398866,0.5227160322241547,16.55
338,1947,MTL,Bill Durnan*,31,0.8266058266058269,,0.5339776502567202,-0.24284658430999886,-0.29154518950437325,1.2126537785588754,,,,-0.018973041869005763,0.16417910447761194,0.4640201005025125,1.6666666666666667,,,,,,,,,-0.0,0.67475,0.44555106611281153,0.46061901043573944,96.73
346,1948,NYR,Bob DeCourcy,20,0.01502919684737867,,0.0,-0.017610535694398036,-0.0,0.06267806267806267,,,,-0.08010638939843052,0.0,-0.013912224061947157,0.014769202277883238,,,,,,,,,-0.0,0.38345171163082364,0.036429902427937255,0.5018645446427178,7.26
349,1948,NYR,Jim Henry,27,0.7214014486741762,,0.3097801847722205,-0.3169896424991646,-0.31881323958154695,1.587844254510921,,,,-0.02066210369349266,0.07852044127190137,0.23998586506858846,1.4662252882077875,,,,,,,,,-0.0,0.7930706969622472,0.42305830089214175,0.5018645446427178,84.3
354,1948,NYR,Chuck Rayner*,27,0.18035036216854405,,0.07288945524052247,-0.12327374986078625,-0.0,0.4387464387464387,,,,-0.02379075030954202,0.0,0.03825861617035469,0.3519144404833557,,,,,,,,,-0.0,0.7613896520978523,0.1623595009496217,0.5018645446427178,32.35
363,1949,DET,Harry Lumley*,22,0.8266058266058269,,0.5410036719706244,-0.2921747967479674,-0.18950437317784258,1.4826175869120657,,,,-0.02951111765483946,0.16417910447761194,0.3750103022839416,1.6666666666666667,,,,,,,,,-0.43398736282008654,0.67475,0.4244651836545376,0.47468461239942494,89.42
369,1950,NYR,Emile Francis*,23,0.015314787286283724,,0.0,-0.01797998749218261,-0.0,0.09067131647776808,,,,-0.0843500347311964,0.0,-0.014089542043228317,0.030953609270209133,,,,,,,0.0,0.0,-0.0,0.684048677080883,0.07045688258485365,0.6004548953114867,11.73
375,1950,NYR,Chuck Rayner*,29,1.056720322753577,,0.5209302325581396,-0.5393996247654782,-0.26438171087250234,2.051438535309503,,,,-0.027624636374466823,0.15617036767382603,0.4332534178292708,2.1357990396444304,,,,,,,0.0,0.0,-0.2051576624240409,0.684048677080883,0.5480866725855001,0.6004548953114867,91.28
381,1951,BOS,Jack Gelineau,26,0.8207433739348636,,0.3224806201550388,-0.424981522542498,-0.3032069970845481,1.7387466902030009,,,,-0.027965437471685305,0.0912106135986733,0.2907513293342829,1.6663359657129253,,,,,,,,,-0.1052090576533543,0.688014576020534,0.44344395340521936,0.4631075496057021,95.75
397,1952,DET,Terry Sawchuk*,22,0.8226882634465572,,0.6187128177393186,-0.19025335602193227,-0.23937394506674858,1.2349117920148558,,,,-0.019460553702708078,0.2985074626865672,0.45630956833871666,1.6666666666666667,,,,,,,,,-0.09644163618224146,0.7648998176785663,0.46984540798583,0.4721687842662517,99.51
398,1953,DET,Red Almas,28,0.01298952013237728,,0.0,-0.0,-0.017740834935798026,0.03313253012048193,,,,-0.037531956437931134,0.0,0.003001953246796234,0.02619047619047619,,,,,,,,,-0.0,0.67475,0.06947916883164024,0.5063302673775989,13.72
399,1953,DET,Glenn Hall*,21,0.07793712079426367,,0.06528748751605082,-0.01577385405755898,-0.017740834935798026,0.11044176706827308,,,,-0.020892789083781664,0.01921244839631629,0.04502929870194352,0.15714285714285714,,,,,,,,,-0.0,0.67475,0.1030106014026515,0.5063302673775989,20.34
407,1953,DET,Terry Sawchuk*,23,0.8183397683397686,,0.5222999001284065,-0.23660781086338467,-0.28385335897276853,1.3142570281124497,,,,-0.023645132555896613,0.17291203556684664,0.42027345455147275,1.65,,,,,,,,,-0.16502235524516873,0.67475,0.4341403628933319,0.5063302673775989,85.74
411,1954,CBH,Jack Gelineau,29,0.028273453451600726,,0.0,-0.03169353727435579,-0.0,0.21664994984954866,,,,-0.09781188647306087,0.0,-0.039411875942174,0.05714739265021033,,,,,,,0.0,0.0,-0.0,0.7189547319865451,0.08521082282483142,0.5579154897574846,15.27
414,1954,CBH,Jean Marois,29,0.028273453451600726,,0.0,-0.03169353727435579,-0.0,0.13239719157472418,,,,-0.05977393062242607,0.0,-0.013137291980724669,0.05714739265021033,,,,,,,0.0,0.0,-0.0,0.7189547319865451,0.08321680097855738,0.5579154897574846,14.92
418,1954,CBH,Al Rollins,27,0.9330239639028239,,0.19676783602680337,-0.744798125947361,-0.19294990723562155,2.551654964894684,,,,-0.03488623950872505,0.08955223880597014,0.14122588879279016,1.8849115009127708,,,,,,,0.0,0.0,-0.24364202824987313,0.7185952546205515,0.510268751098801,0.5579154897574846,91.46
430,1955,TOR,Harry Lumley*,28,1.2135277028894051,,0.5215116279069768,-0.5259146341463413,-0.5002915451895044,1.8803418803418803,,,,-0.02231718060086056,0.2736318407960199,0.661253134072898,2.4710309401505195,,,,,,,0.0,0.0,-0.31247090123046234,0.6870703671645373,0.5825861604248093,0.6216486538638598,93.72
431,1955,TOR,Gilles Mayer,24,0.017587358012889936,,0.02267441860465117,-0.0,-0.0,0.014245014245014244,,,,-0.011684387749141656,0.0,0.012245428408757367,0.03583801218492414,,,,,,,0.0,0.0,-0.0,0.6875631207343968,0.07557945458368409,0.6216486538638598,12.16
442,1956,MTL,Bob Perreault,25,0.09188872371770235,,0.054523457453958875,-0.05269279571408429,-0.0,0.14913957934990438,0.17491493968450356,0.17718324078748107,1.7314293120155044,-0.028745405395872833,0.024817771607080878,0.046590854638579225,0.18578063594140765,,,,-0.0,-0.0,,,,-0.0,0.7184305792163542,0.2205107119520443,0.540741205213454,40.78
443,1956,MTL,Jacques Plante*,27,0.9801463863221587,,0.7633284043554242,-0.21077118285633717,-0.2663304704121031,1.4789674952198852,1.697881224868543,1.717146222446576,1.729569559800665,-0.026733227018161734,0.17372440124956612,0.541170696186574,1.9816601167083483,,,,-0.6126760563380282,-0.04629775097200733,,,,-0.12132980035830375,0.7184305792163542,0.4861177497498932,0.540741205213454,89.9
452,1957,DET,Glenn Hall*,25,0.8266058266058269,,0.5406292749658004,-0.27498804399808696,-0.2274052478134111,1.3913824057450628,1.721298369043812,1.753554502369668,1.7667764636527763,-0.024918601517344905,0.10945273631840796,0.40565270607148385,1.6667990153259749,,,,-0.40423212351029253,0.03145514112207866,,0.0,0.0,-0.01753484294222572,0.6748726611530002,0.45568600740101933,0.45568600740101933,100.0
469,1958,DET,Terry Sawchuk*,28,1.1517635688251806,,0.5579281183932348,-0.5391953067257944,-0.3745498199279712,2.4712939160239933,2.380833072345756,2.3717363205514865,1.7484992521966733,-0.02739388224318728,0.09318273497377974,0.3984978567486482,2.3334259737166003,,,,-0.6650981403293905,-0.007347028366524734,,,,-0.3805060918462981,0.7047630825326964,0.5313335473521851,0.5537267410628626,95.96
476,1959,NYR,Bruce Gamble,20,0.05627954564124779,,0.0,-0.06338707454871158,-0.0,0.1461794019933555,0.13089993706733793,0.12930135557872785,1.7448617563739381,-0.03211548619839074,0.0,0.01308058424555607,0.11431746913825268,,,,-0.0,0.0,,0.0,0.0,-0.0,0.7636013844224184,0.21098596777443587,0.5953386870980718,35.44
480,1959,NYR,Julian Klymkiw,25,0.018759848547082597,,0.0,-0.0,-0.0,0.026578073089701,0.01132787916928886,0.0097323600973236,1.5184591123701607,-0.05574268312908692,0.0,-0.00436019474851869,0.01206684396459334,,,,-0.0,0.0,,0.0,0.0,-0.0,0.24180710506709918,0.13519754655084854,0.5953386870980718,22.71
482,1959,NYR,Marcel Paille,26,0.018759848547082597,,0.0,-0.0,-0.036752363282975535,0.053156146179402,0.04027690371302706,0.038929440389294405,1.7077785646836638,-0.035003254712142495,0.0,0.00436019474851869,0.03810582304608423,,,,-0.0,0.0,,0.0,0.0,-0.0,0.7636013844224184,0.19338510335631165,0.5953386870980718,32.48
488,1959,NYR,Gump Worsley*,29,1.2381500041074514,,0.568440415188543,-0.6127417206375452,-0.4042759961127308,2.564784053156146,2.6456891126494653,2.654153632255822,1.7721862134088766,-0.025727392213424734,0.09381663113006396,0.45346025384594385,2.5010121859246617,,,,-0.7974555580189382,0.008431147044221198,,0.0,0.0,-0.23739479675628664,0.759363396738874,0.5625852632013318,0.5953386870980718,94.5
489,1960,DET,Gilles Boisvert,26,0.053012725221751364,,0.0,-0.06044995794785533,-0.0,0.11020408163265304,0.09273919927618184,0.09096195381292574,1.7170148222819601,-0.027656304415778602,0.0,0.02046786304633796,0.10724073559200856,,,,-0.0,0.0,,0.0,0.0,-0.0,0.69140596981279,0.20086461040183592,0.589680963991412,34.06
498,1960,DET,Dennis Riggin,23,0.15903817566525408,,0.041700080192461915,-0.12089991589571066,-0.0315840621963071,0.3795918367346939,0.283872427052703,0.2741319156005981,1.6900056003584232,-0.03189693775953133,0.049253731343283584,0.04093572609267592,0.3205306430472256,,,,-0.0,0.0,,0.0,0.0,-0.0,0.6888477677244825,0.24183250500880688,0.589680963991412,41.01
500,1960,DET,Terry Sawchuk*,30,1.0249126876205263,,0.500400962309543,-0.40299971965236886,-0.44217687074829937,1.8857142857142857,1.9045464826962224,1.9064628675859776,1.7536701948924738,-0.02452192324865703,0.24626865671641793,0.4502929870194352,2.070937760654566,,,,-0.6361306664682715,0.0018668939096382565,,0.0,0.0,-0.32923179248420353,0.6906108529475055,0.4837856420671576,0.589680963991412,82.04
508,1961,MTL,Charlie Hodge,27,0.5251378192554664,,0.3818849449204407,-0.16402795606903434,-0.11661807580174927,0.8922829581993569,0.972756884809002,0.9809197651663404,1.8700912682734097,-0.026109317335481653,0.25923016496465046,0.2597665916145105,1.0712157921912857,,,,-0.6034539022830216,0.009782290202951098,0.0,0.0,0.0,-0.0,0.740287642465832,0.36289117505216734,0.6086174803860879,59.63
513,1961,MTL,Jacques Plante*,32,0.7001837590072886,,0.4879640962872298,-0.2255384395949222,-0.17492711370262387,1.35048231511254,1.2970091797453362,1.2915851272015657,1.8455922560252862,-0.029597606696092554,0.12961508248232523,0.2968761047022977,1.4298764745601145,,,,-0.6821652808416766,-0.006497083298211899,0.0,0.0,0.0,-0.020422934720945245,0.7411152211294265,0.41189175032036973,0.6086174803860879,67.68
529,1962,MTL,Jacques Plante*,33,1.1517635688251806,,0.8173215717722536,-0.26329315017288096,-0.41269841269841256,1.8592,2.2762514113662022,2.3195679268799334,1.7665741857819404,-0.02166748715897486,0.15851775604734947,0.5977467851229722,2.333333333333333,,,,-0.4560491152040448,0.05478612602185037,,0.0,0.0,-0.14176920518789493,0.7194135939582407,0.5650659983591274,0.5688438637071621,99.34
533,1963,DET,Hank Bassen,30,0.294117887141143,,0.133542588101013,-0.12905880592548252,-0.12096023819862292,0.6341463414634146,0.5686245130356608,0.5619739230896188,1.707316653160454,-0.03189079457349349,0.0,0.09456093486125802,0.5835649067090115,,,,-0.6499281916903928,-0.21584331844029173,,7.5,7.5,-0.2095111406717659,0.6973152390337066,0.20414072868222605,0.6355967335879981,32.12
543,1963,DET,Dennis Riggin,26,0.15570946966295807,,0.1112854900841775,-0.06452940296274126,-0.024192047639724587,0.2682926829268293,0.24048546598741385,0.2376629806898828,1.707316653160454,-0.028882229047692217,0.0,0.053447484921580635,0.27332274712187377,,,,-0.0,0.0,,0.0,0.0,-0.0,0.6169111521973221,0.2274920392569892,0.6355967335879981,35.79
544,1963,DET,Terry Sawchuk*,33,0.8304505048691098,,0.4673990583535455,-0.34415681580128676,-0.1693443334780721,1.4268292682926829,1.492358405753671,1.4990097375804587,1.7358670988654783,-0.02547252145178411,0.19442262372348784,0.38235508443899985,1.6435093290988487,,,,-0.5570813071631938,0.21584331844029173,,0.0,0.0,-0.2095111406717659,0.6955370833597257,0.4476344763478864,0.6355967335879981,70.43
554,1964,MTL,Charlie Hodge,30,1.0852848264612978,,0.6841196013289039,-0.36062717770034836,-0.35735110370678885,1.8213356461405037,1.9094473894415802,1.917498811222064,1.7783443064492,-0.019284875481205742,0.24626865671641793,0.5468088841977096,2.214900964553646,,,,-0.6963516339539924,0.004933535538101729,,0.0,0.0,-0.10849684070502164,0.7209466598601498,0.5289778344899745,0.5733598746083255,92.26
556,1964,MTL,Jean-Guy Morissette,26,0.01750459397518221,,0.0,-0.02003484320557491,-0.0,0.052038161318300094,0.01851717377096797,0.01545411317165953,1.4787319504713456,-0.05631866290971587,0.0,-0.004111344993967741,0.02143452546342238,,,,-0.0,0.0,,0.0,0.0,-0.0,0.4325679959160899,0.14783172123346783,0.5733598746083255,25.78
562,1964,MTL,Gump Worsley*,34,0.14003675180145772,,0.062192691029900354,-0.04006968641114982,-0.06497292794668888,0.2862098872506505,0.2200275942197371,0.21398002853067047,1.7222878011372142,-0.025428729616811106,0.03078358208955224,0.0411134499396774,0.2643591473822093,,,,-0.0,0.0,,0.0,0.0,-0.0,0.6668756603706386,0.2323996104612885,0.5733598746083255,40.53
565,1965,CBH,Denis DeJordy,26,0.41814252587086315,,0.2405242194526533,-0.18595876566500466,-0.09409872323313562,0.7430962343096235,0.8194136109622598,0.8270980788675429,1.7590230162413,-0.02387185231310691,0.10945273631840796,0.19021585531687057,0.8375749394528924,,,,-0.3977845173229156,0.03327744842168341,,2.4,2.4,-0.0,0.7126120768114766,0.3155139210929966,0.5175701102261351,60.96
566,1965,CBH,Glenn Hall*,33,0.5714614520235131,,0.3046640113066941,-0.2479450208866729,-0.15683120538855935,0.994142259414226,1.182270535099135,1.2012133468149646,1.7705324361948964,-0.02302265598576319,0.14593698175787728,0.27548503183822637,1.1620280303331083,,,,-0.367185708298076,0.08201139591291189,,0.0,0.0,-0.024799277875433515,0.7234107035044559,0.3773249555803624,0.5175701102261351,72.9
579,1966,CBH,Dave Dryden,24,0.22485112940644397,,0.07574750830564786,-0.07320423478960063,-0.0,0.3451816745655608,0.3276853252647504,0.3258323573699181,1.723425638997911,-0.028544054243411745,0.0,0.06213277516639133,0.3425598665660617,,,,-0.0,0.0,,2.375,2.375,-0.0,0.5610303647920777,0.24287947388164877,0.6332350474948337,38.36
583,1966,CBH,Glenn Hall*,34,1.3082247529102196,,0.8584717607973423,-0.5368310551237379,-0.41149521032902964,2.4612954186413902,2.8183812405446296,2.8561987619206963,1.7560154452970926,-0.024694362717162133,0.24955223880597016,0.6523941392471091,2.825741630594496,,,,-0.5829914934018353,0.03542858147065137,,4.75,4.75,-0.2960016372054949,0.7954171692431665,0.6332350474948337,0.6332350474948337,100.0
599,1967,CBH,Denis DeJordy,28,0.905295813592757,,0.5647914771989089,-0.2977244856247444,-0.3252139565503621,1.5909822866344607,1.9197961172325912,1.9535498801553848,1.7664339814814818,-0.023720270435512045,0.21513124034997427,0.4673406790112769,1.91313155386082,,,,-0.4430710828060443,0.039876638702250514,,0.0,0.0,-0.0,0.7191435651758218,0.5021235356455522,0.6807524252233824,73.76
603,1967,CBH,Glenn Hall*,35,0.6583969553401869,,0.4877744575808759,-0.12405186901031019,-0.23229568325025868,1.0096618357487923,1.2005846638183044,1.220183486238532,1.7645201851851857,-0.022948879527040108,0.10756562017498714,0.31675312688542095,1.2565538608198286,,,,-0.44840928862298457,0.023157768776365124,,0.0,0.0,-0.2617701553517982,0.6494560148516537,0.36127611477077143,0.6807524252233824,53.07
621,1968,CBH,Denis DeJordy,29,0.7949776822579304,,0.427856420626896,-0.2756605691056909,-0.43286788399570353,1.6268962689626898,1.6557863501483683,1.6586599241466498,1.7360637097445784,-0.027827410444370485,0.13755546591367487,0.3214934834251717,1.6527041755928893,,,,-0.5230254382633078,0.003061427433959951,,0.0,0.0,-0.0,0.716211899121002,0.4407371392802173,0.5687942178675277,77.49
622,1968,CBH,Dave Dryden,26,0.42928794841928253,,0.18336703741152682,-0.17721036585365849,-0.061838269142243385,0.8769987699877,0.7910979228486648,0.7825537294563844,1.7151013597915705,-0.033577724041731184,0.03438886647841872,0.09242937648473686,0.7375126846318638,,,,-0.592406363747216,-0.009116849979545934,,0.0,0.0,-0.0,0.5918656985880272,0.2771873178167081,0.5687942178675277,48.73
634,1968,CBH,Jack Norris,25,0.11129687551611031,,0.04074823053589485,-0.0590701219512195,-0.0,0.2796227962279623,0.19317507418397628,0.1845764854614412,1.6560256462876386,-0.04056024769566916,0.03438886647841872,0.008037337085629292,0.19457285676701624,,,,-0.0,0.0,,0.0,0.0,-0.0,0.6022794246503259,0.21435334102817022,0.5687942178675277,37.69
648,1969,BOS,Gerry Cheevers*,28,0.9949480893643334,,0.654746272320059,-0.28122787824184303,-0.4863125212979441,2.050614067733532,2.1253115716870967,2.132857142857143,1.7253072964891971,-0.029870986364858135,0.1534132615610472,0.4456227166977036,2.1623075937551475,,,,-0.542231336354227,0.015555552291148588,,0.0,0.0,-0.3274911730784199,0.8082863179229337,0.5145323846521346,0.6776139928829077,75.93
664,1969,BOS,Eddie Johnston,33,0.4592068104758461,,0.3637479290666995,-0.14061393912092152,-0.11222596645337171,1.0465202828433195,0.9367978966777069,0.9257142857142856,1.7006871045524692,-0.03296476709550416,0.10227550770736478,0.17249911614104654,1.0008236176949687,,,,-0.6326032257465982,-0.022861948064263834,,4.75,4.75,-0.0,0.8105845830270832,0.3347174750739569,0.6776139928829077,49.4
665,1969,BOS,Joe Junkin,22,0.019133617103160253,,0.0,-0.0,-0.0,0.0,0.005190016048075939,0.005714285714285714,1.8938609182098765,-0.0,0.0,0.004791642115029071,0.006259494481761444,,,,-0.0,0.0,,0.0,0.0,-0.0,0.121672858454981,0.15736296387421603,0.6776139928829077,23.22
685,1970,BOS,Gerry Cheevers*,29,0.7201803264303267,,0.5407072316024213,-0.17418420759550057,-0.22657226155768428,1.401526717557252,1.5273325941605351,1.5394761080204842,1.7585489206203984,-0.02569228825708976,0.16179969716634224,0.3078627547036753,1.483183897529735,,,,-0.5141324560084961,0.013848271504648475,,0.0,0.0,-0.0672618590809479,0.710239635966346,0.42687285761376975,0.610305260898749,69.94
700,1970,BOS,Eddie Johnston,34,0.6499188311688314,,0.3604714877349476,-0.19595723354493816,-0.3115368596418159,1.401526717557252,1.314854013372308,1.3064878605902073,1.7336728205463339,-0.02814816875225275,0.12134977287475666,0.23944880921396966,1.352534309240622,,,,-0.5979583999229249,-0.009546589644071395,,3.7777777777777777,3.7777777777777777,-0.03363092954047394,0.717702856438527,0.3876443027687551,0.610305260898749,63.52
718,1971,BOS,Gerry Cheevers*,30,0.6881388607276935,,0.5820424671385238,-0.16666666666666663,-0.18069021628584991,1.3284780023781213,1.5636792452830188,1.5888740287861418,1.7685595400480134,-0.0240376935013347,0.171135846192765,0.3421380437592083,1.5022470192601651,,,,-0.46332234035375963,0.025130460363784746,,0.0,0.0,-0.06730395035696851,0.7798189764903282,0.43874045246580784,0.5898355363191822,74.38
736,1971,BOS,Eddie Johnston,35,0.6537319176913088,,0.6467138523761377,-0.12499999999999997,-0.07227608651433996,1.1700356718192628,1.3089622641509433,1.3238440962934657,1.7608533982613122,-0.02227669031442373,0.22818112825702,0.35513062769943143,1.4270406603485173,,,,-0.4851257446057013,0.014843898867727771,,3.416666666666667,3.416666666666667,-0.10095592553545277,0.7797669234923146,0.4295345984205366,0.5898355363191822,72.82
761,1972,BOS,Gerry Cheevers*,31,0.7137967780091069,,0.5897346583341874,-0.10554331864904548,-0.2702497147927494,1.2582801580066851,1.5337989818870603,1.5635308390989278,1.7728962688060548,-0.023378981082504705,0.1068467187870173,0.36935921570783453,1.5164529489981506,,,,-0.40199169537463453,0.02636149318989516,,2.7333333333333334,2.7333333333333334,-0.33699776279590055,0.7251352470919259,0.4116128735309105,0.6020501764150699,68.37
777,1972,BOS,Eddie Johnston,36,0.6615677454718553,,0.5897346583341874,-0.16886930983847284,-0.10134364304728102,1.2707383773928898,1.2207292529892269,1.2153326556710495,1.732427984409395,-0.025342815493435103,0.1068467187870173,0.3172143852549638,1.4149383300982743,,,,-0.5098431258409999,-0.004778914452598534,,5.466666666666668,5.466666666666668,-0.0,0.7300125629819961,0.41719756120950807,0.6020501764150699,69.3
