,season,team,name,age,gp,gs,wins,losses,ties,goals_against,shots,saves,save_pct,goals_avg,shutouts,gps,minutes,quality_starts,quality_start_pct,really_bad_starts,ga_pct_minus,gs_above_avg,goals_scored,assists,points,plm,mpg,mean_mtrc,year_mean,final_mean_mtrc
172,1933,BOS,Tiny Thompson*,29,0.7644208011180491,,0.47291152397037806,-0.27421992097015935,-0.22945394373965805,1.2533062054933877,,,,-0.024095199307781,0.21426764482671387,0.3935022845553306,1.55902004454343,,,,,,0.0,0.0,0.0,-0.0,0.7291495568215641,0.43858974733408773,0.4441694356788618,98.74
177,1934,MTL,Lorne Chabot,33,0.8554232774416263,,0.4565455970734258,-0.4202064492555037,-0.19149915605339884,1.5553416746871993,,,,-0.0210673407516397,0.19825401295409742,0.38406757224242966,1.7276247372496958,,,,,,0.0,,0.0,-0.048728405649974625,0.7407729106571109,0.4779982833521642,0.5034191819045126,94.95
180,1934,MTL,Wilf Cude,23,0.5460148579414636,,0.3478442644368958,-0.1260619347766511,-0.2553322080711984,0.7237728585178056,,,,-0.014960865171454276,0.12390875809631091,0.3460828672953763,1.1328686801637349,,,,,,0.0,,0.0,-0.0,0.7610110482207311,0.32373040622161187,0.5034191819045126,64.31
202,1935,BOS,Tiny Thompson*,31,0.7147372320582484,,0.4325335302079489,-0.25723749300985066,-0.2189828312277292,1.3394664213431464,,,,-0.025566896967630242,0.16739830260462396,0.3077684340067685,1.4429868819374367,,,,,,0.0,0.0,0.0,-0.0,0.7291604392142427,0.4199730489959256,0.4283523380289299,98.04
210,1936,BOS,Percy Jackson,28,0.015458602471589486,,0.0,-0.0,-0.0,0.01444043321299639,,,,-0.025134369381389035,0.0,0.007080222780888994,0.019983347210657785,,,,,,,0.0,0.0,,0.442396766575195,0.05269166698554874,0.48340376217198283,10.9
214,1936,BOS,Tiny Thompson*,32,0.7420129186362954,,0.4041212834854284,-0.355047854276011,-0.16052135139770196,1.1841155234657041,,,,-0.028150493707155715,0.18586313714446634,0.3681715846062278,1.4637801831806827,,,,,,,12.0,12.0,,0.6751195856320763,0.4528159148093982,0.48340376217198283,93.67
221,1937,MTL,Wilf Cude,26,0.7935415935415938,,0.4542257515598413,-0.3392078128098353,-0.18950437317784258,1.4651162790697674,,,,-0.02804365166914041,0.15961857379767824,0.3480150753768843,1.599163179916318,,,,,,,0.0,0.0,-0.0,0.714438370332628,0.4523137234378051,0.48489224766081823,93.28
239,1938,BOS,Tiny Thompson*,34,0.6199543699543701,,0.46511627906976755,-0.16481655201167394,-0.14739229024943312,0.9156378600823044,,,,-0.022955988213377604,0.15961857379767827,0.33978994274118207,1.2416387959866222,,,,,,,,,,0.6645489719028154,0.4006692982211653,0.4160829993126766,96.3
240,1939,MTL,Claude Bourque,23,0.476887976887977,,0.1978858350951375,-0.2549889135254988,-0.15766763848396503,1.0590318772136953,,,,-0.02287879125466163,0.053358208955223876,0.15499129770125036,0.974063400576369,,,,,,0.0,0.0,0.0,-0.0,0.7721458417386348,0.30549432598090254,0.5131396378458123,59.53
244,1939,MTL,Wilf Cude,28,0.43873693873693886,,0.13192389006342498,-0.2549889135254988,-0.1970845481049563,1.1818181818181817,,,,-0.027713554689608993,0.053358208955223876,0.07970981024635733,0.8991354466858791,,,,,,0.0,0.0,0.0,-0.0,0.7747320353431759,0.2947703605465693,0.5131396378458123,57.44
253,1940,DET,Claude Bourque,24,0.6534355851863272,,0.17769340294257244,-0.4770200763232121,-0.12994585589337776,1.7634408602150538,,,,-0.03024977713910564,0.08691834942932397,0.101825784617624,1.3121387283236994,,,,,,0.0,0.0,0.0,-0.0,0.701400299898763,0.3981943898315096,0.4919752707242381,80.94
260,1940,DET,Alfie Moore,34,0.01766042122125209,,0.0,-0.019080803052928478,-0.0,0.04301075268817205,,,,-0.02792287120532828,0.0,0.00407303138470496,0.03468208092485549,,,,,,0.0,0.0,0.0,-0.0,0.6859548824619937,0.07383774944227214,0.4919752707242381,15.01
